,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number,CellType
650,Regulation of mRNA Stability by Proteins That Bind AU-rich Elements,0.5067786590625278,0.716963356369567,2/76,0.8078130927983117,GPRC5A;PRKCA,0.0044943820224719105,2,HFFC6
651,PINK1-PRKN Mediated Mitophagy,0.513541664371444,0.7246039303490399,1/32,0.9453112771784984,MAP1LC3B,0.0022471910112359553,1,HFFC6
652,SUMOylation of DNA Damage Response and Repair Proteins,0.513752840953228,0.7246039303490399,2/77,0.780974140898587,PHC2;HDAC7,0.0044943820224719105,2,HFFC6
653,Rab Regulation of Trafficking,0.5178861280559665,0.7293167032714758,3/123,0.7233160565370699,MAP1LC3B;TBC1D2;RIN3,0.006741573033707865,3,HFFC6
654,"Inactivation, Recovery and Regulation of the Phototransduction Cascade",0.5243826815523948,0.7373380911599322,1/33,0.8870179865761124,PRKCA,0.0022471910112359553,1,HFFC6
655,SUMO E3 Ligases SUMOylate Target Proteins,0.5254099945304447,0.7376564100038713,4/170,0.6818185622157537,PHC2;VDR;PPARG;HDAC7,0.008988764044943821,4,HFFC6
656,Signaling by Rho GTPases,0.5321768871993516,0.7409308307004546,15/672,0.6329228076613386,ITGB1;DOCK5;STARD13;ARHGEF28;PRKCA;ARHGAP5;ARHGAP24;LRRC1;PPP2CB;DLG5;CDC42EP3;RHOJ;MYL9;FERMT2;PICALM,0.033707865168539325,15,HFFC6
657,MAPK6 MAPK4 Signaling,0.5342811431804612,0.7409308307004546,2/80,0.7066520898565954,CDC42EP3;PRKACB,0.0044943820224719105,2,HFFC6
658,Post NMDA Receptor Activation Events,0.5342811431804612,0.7409308307004546,2/80,0.7066520898565954,LRRC7;PRKACB,0.0044943820224719105,2,HFFC6
659,Diseases of Carbohydrate Metabolism,0.5349826302017398,0.7409308307004546,1/34,0.8334303134550379,GBE1,0.0022471910112359553,1,HFFC6
660,Late Endosomal Microautophagy,0.5349826302017398,0.7409308307004546,1/34,0.8334303134550379,PLIN2,0.0022471910112359553,1,HFFC6
661,Plasma Lipoprotein Remodeling,0.5349826302017398,0.7409308307004546,1/34,0.8334303134550379,ANGPTL4,0.0022471910112359553,1,HFFC6
662,RAF Activation,0.5349826302017398,0.7409308307004546,1/34,0.8334303134550379,PPP2CB,0.0022471910112359553,1,HFFC6
663,Signaling by WNT in Cancer,0.5349826302017398,0.7409308307004546,1/34,0.8334303134550379,PPP2CB,0.0022471910112359553,1,HFFC6
664,The Phototransduction Cascade,0.5349826302017398,0.7409308307004546,1/34,0.8334303134550379,PRKCA,0.0022471910112359553,1,HFFC6
665,Metabolism of Water-Soluble Vitamins and Cofactors,0.5394727103137646,0.7460275768753413,3/127,0.6564057684231361,CUBN;NT5E;BTD,0.006741573033707865,3,HFFC6
666,Senescence-Associated Secretory Phenotype (SASP),0.5409908499553476,0.7470053565350453,2/81,0.683780743665752,CDK6;IGFBP7,0.0044943820224719105,2,HFFC6
667,Negative Regulators of DDX58 IFIH1 Signaling,0.5453468590760396,0.7496484435955709,1/35,0.784064078957,NLRC5,0.0022471910112359553,1,HFFC6
668,Oncogene Induced Senescence,0.5453468590760396,0.7496484435955709,1/35,0.784064078957,CDK6,0.0022471910112359553,1,HFFC6
669,Transcriptional Regulation by NPAS4,0.5453468590760396,0.7496484435955709,1/35,0.784064078957,RET,0.0022471910112359553,1,HFFC6
670,UCH Proteinases,0.5476333383069559,0.7516696044421853,2/82,0.661786554578112,FOXK1;TGFBR2,0.0044943820224719105,2,HFFC6
671,SUMOylation,0.5528012703075915,0.7534574834032001,4/176,0.6058853178506838,PHC2;VDR;PPARG;HDAC7,0.008988764044943821,4,HFFC6
672,Cardiac Conduction,0.5552941988597291,0.7534574834032001,3/130,0.6107881795943392,CACNA1C;SCN1B;CORIN,0.006741573033707865,3,HFFC6
673,Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects,0.5554805985133255,0.7534574834032001,1/36,0.7384961111462957,CDK6,0.0022471910112359553,1,HFFC6
674,Detoxification of Reactive Oxygen Species,0.5554805985133255,0.7534574834032001,1/36,0.7384961111462957,NOX5,0.0022471910112359553,1,HFFC6
675,Regulation of TP53 Degradation,0.5554805985133255,0.7534574834032001,1/36,0.7384961111462957,PPP2CB,0.0022471910112359553,1,HFFC6
676,Signaling by NOTCH2,0.5554805985133255,0.7534574834032001,1/36,0.7384961111462957,MAML2,0.0022471910112359553,1,HFFC6
677,Signaling by High-Kinase Activity BRAF Mutants,0.5554805985133255,0.7534574834032001,1/36,0.7384961111462957,VCL,0.0022471910112359553,1,HFFC6
678,Transcriptional Regulation by the AP-2 (TFAP2) Family of Transcription Factors,0.5554805985133255,0.7534574834032001,1/36,0.7384961111462957,EGFR,0.0022471910112359553,1,HFFC6
679,Transcriptional Regulation of White Adipocyte Differentiation,0.5607153623326586,0.7579668630643958,2/84,0.6202690076095779,PPARG;ANGPTL4,0.0044943820224719105,2,HFFC6
680,Cross-presentation of Soluble Exogenous Antigens (Endosomes),0.565388963002432,0.7579668630643958,1/37,0.6963551676977084,MRC2,0.0022471910112359553,1,HFFC6
681,Fatty acyl-CoA Biosynthesis,0.565388963002432,0.7579668630643958,1/37,0.6963551676977084,SCD5,0.0022471910112359553,1,HFFC6
682,Gap Junction Assembly,0.565388963002432,0.7579668630643958,1/37,0.6963551676977084,GJC1,0.0022471910112359553,1,HFFC6
683,Glutathione Conjugation,0.565388963002432,0.7579668630643958,1/37,0.6963551676977084,GSTA4,0.0022471910112359553,1,HFFC6
684,Plasma Lipoprotein Clearance,0.565388963002432,0.7579668630643958,1/37,0.6963551676977084,CUBN,0.0022471910112359553,1,HFFC6
685,RHOV GTPase Cycle,0.565388963002432,0.7579668630643958,1/37,0.6963551676977084,DLG5,0.0022471910112359553,1,HFFC6
686,Regulation of TP53 Expression and Degradation,0.565388963002432,0.7579668630643958,1/37,0.6963551676977084,PPP2CB,0.0022471910112359553,1,HFFC6
687,Glucose Metabolism,0.5671543676226083,0.7592284485180556,2/85,0.6006708822847219,PPP2CB;PRKACB,0.0044943820224719105,2,HFFC6
688,DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta,0.5735250897167194,0.7653842118418187,2/86,0.5818000885379752,APP;NLRC5,0.0044943820224719105,2,HFFC6
689,Diseases of Mitotic Cell Cycle,0.5750769539571536,0.7653842118418187,1/38,0.6573144084357728,CDK6,0.0022471910112359553,1,HFFC6
690,Maturation of Spike Protein 9694548,0.5750769539571536,0.7653842118418187,1/38,0.6573144084357728,ZDHHC2,0.0022471910112359553,1,HFFC6
691,Triglyceride Metabolism,0.5750769539571536,0.7653842118418187,1/38,0.6573144084357728,PRKACB,0.0022471910112359553,1,HFFC6
692,Association of TriC CCT With Target Proteins During Biosynthesis,0.5845494618591173,0.7735201930635733,1/39,0.6210851220432462,KIFC3,0.0022471910112359553,1,HFFC6
693,Chromatin Modifications During the Maternal to Zygotic Transition (MZT),0.5845494618591173,0.7735201930635733,1/39,0.6210851220432462,KDM6B,0.0022471910112359553,1,HFFC6
694,Mitophagy,0.5845494618591173,0.7735201930635733,1/39,0.6210851220432462,MAP1LC3B,0.0022471910112359553,1,HFFC6
695,Synthesis of PA,0.5845494618591173,0.7735201930635733,1/39,0.6210851220432462,AGPAT3,0.0022471910112359553,1,HFFC6
696,MITF-M-regulated Melanocyte Development,0.5859428674074117,0.7742516224996071,3/136,0.5298047017699825,TCF7L1;TFEB;DPF3,0.006741573033707865,3,HFFC6
697,Class C 3 (Metabotropic Glutamate Pheromone Receptors),0.593811268947025,0.7812475585182651,1/40,0.5874114699283974,GABBR2,0.0022471910112359553,1,HFFC6
698,MAP2K and MAPK Activation,0.593811268947025,0.7812475585182651,1/40,0.5874114699283974,VCL,0.0022471910112359553,1,HFFC6
699,RHOU GTPase Cycle,0.593811268947025,0.7812475585182651,1/40,0.5874114699283974,DLG5,0.0022471910112359553,1,HFFC6
700,Cell Surface Interactions at the Vascular Wall,0.594630334985129,0.7812475585182651,5/233,0.5007212576260046,ITGB1;ITGA3;SIRPA;ITGA5;CD44,0.011235955056179775,5,HFFC6
701,Signaling by FGFR4,0.6028670517114371,0.7886939696395363,1/41,0.5560660630365292,PPP2CB,0.0022471910112359553,1,HFFC6
702,Signaling by RAF1 Mutants,0.6028670517114371,0.7886939696395363,1/41,0.5560660630365292,VCL,0.0022471910112359553,1,HFFC6
703,Signaling by Retinoic Acid,0.6028670517114371,0.7886939696395363,1/41,0.5560660630365292,ALDH1A1,0.0022471910112359553,1,HFFC6
704,Interleukin-1 Family Signaling,0.6056116957969885,0.791160811105002,3/140,0.4824673590627837,APP;IL1R1;NLRC5,0.006741573033707865,3,HFFC6
705,RHOF GTPase Cycle,0.6117213828914553,0.7957562057104949,1/42,0.5268462236570121,ARHGAP5,0.0022471910112359553,1,HFFC6
706,Regulation of MITF-M-dependent Genes Involved in Pigmentation,0.6117213828914553,0.7957562057104949,1/42,0.5268462236570121,DPF3,0.0022471910112359553,1,HFFC6
707,Regulation of Beta-Cell Development,0.6117213828914553,0.7957562057104949,1/42,0.5268462236570121,MAML2,0.0022471910112359553,1,HFFC6
708,Class A 1 (Rhodopsin-like Receptors),0.6131741399697274,0.7965209914134258,7/333,0.4610693895146319,APP;PTGFR;HRH1;GPER1;BDKRB2;LPAR3;NTSR1,0.015730337078651686,7,HFFC6
709,Macroautophagy,0.6199516478806605,0.7978863154607657,3/143,0.450028082946357,MAP1LC3B;NBR1;PLIN2,0.006741573033707865,3,HFFC6
710,tRNA Modification in the Nucleus and Cytosol,0.6203787340224783,0.7978863154607657,1/43,0.4995708111275468,TRMT9B,0.0022471910112359553,1,HFFC6
711,Amine Ligand-Binding Receptors,0.6203787340224783,0.7978863154607657,1/43,0.4995708111275468,HRH1,0.0022471910112359553,1,HFFC6
712,Negative Regulation of MAPK Pathway,0.6203787340224783,0.7978863154607657,1/43,0.4995708111275468,PPP2CB,0.0022471910112359553,1,HFFC6
713,Signaling by SCF-KIT,0.6203787340224783,0.7978863154607657,1/43,0.4995708111275468,PRKCA,0.0022471910112359553,1,HFFC6
714,"Transport of Vitamins, Nucleosides, and Related Molecules",0.6203787340224783,0.7978863154607657,1/43,0.4995708111275468,SLC27A1,0.0022471910112359553,1,HFFC6
715,Voltage Gated Potassium Channels,0.6203787340224783,0.7978863154607657,1/43,0.4995708111275468,KCNQ5,0.0022471910112359553,1,HFFC6
716,ESR-mediated Signaling,0.6214906857793953,0.7978863154607657,4/192,0.4444256549350331,GNB3;GNG12;GNG11;EGFR,0.008988764044943821,4,HFFC6
717,MITF-M-dependent Gene Expression,0.6220221221507382,0.7978863154607657,2/94,0.4534613680443936,TCF7L1;DPF3,0.0044943820224719105,2,HFFC6
718,Unfolded Protein Response (UPR),0.6277758251707043,0.801057874030984,2/95,0.4398633480387326,WFS1;CREB3L1,0.0044943820224719105,2,HFFC6
719,Intra-Golgi Traffic,0.6288434776595022,0.801057874030984,1/44,0.4740775169964907,CYTH3,0.0022471910112359553,1,HFFC6
720,SUMOylation of Transcription Cofactors,0.6288434776595022,0.801057874030984,1/44,0.4740775169964907,PHC2,0.0022471910112359553,1,HFFC6
721,TP53 Regulates Transcription of Cell Death Genes,0.6288434776595022,0.801057874030984,1/44,0.4740775169964907,FAS,0.0022471910112359553,1,HFFC6
722,Uptake and Actions of Bacterial Toxins,0.6288434776595022,0.801057874030984,1/44,0.4740775169964907,MAP2K3,0.0022471910112359553,1,HFFC6
723,Post-translational Protein Modification,0.6298876513139002,0.8012797332321852,31/1457,0.4400059915207299,SEMA5A;APP;LMAN2L;DCUN1D3;CTSZ;FOXK1;PRSS23;THSD4;HDAC7;POFUT2;CDH2;ARSK;PGM3;IGFBP7;SOCS5;PHC2;NEGR1;WFS1;IGFBP4;VDR;PLAUR;SUMF1;TGFBR2;BMP4;TPST1;B3GNT9;RTN4RL1;CD109;PPARG;CNTN3;RECK,0.0696629213483146,31,HFFC6
724,Generic Transcription Pathway,0.6361702542105596,0.8038183810068696,26/1230,0.427768354118815,RET;MAML2;EGFR;HDAC7;PPP2CB;HIVEP3;ZNF521;TEAD2;ZNF486;TEAD3;ZNF442;PHC2;MEF2C;TCF7L1;PCGF5;VDR;NR1D1;SMAD6;SKI;CDK6;ITGBL1;FAS;PPARG;ZNF436;ITGA5;MYL9,0.058426966292134834,26,HFFC6
725,ERCC6 (CSB) and EHMT2 (G9a) Positively Regulate rRNA Expression,0.6371198893974103,0.8038183810068696,1/45,0.4502205512887927,ERCC6,0.0022471910112359553,1,HFFC6
726,Paradoxical Activation of RAF Signaling by Kinase Inactive BRAF,0.6371198893974103,0.8038183810068696,1/45,0.4502205512887927,VCL,0.0022471910112359553,1,HFFC6
727,Signaling by RAS Mutants,0.6371198893974103,0.8038183810068696,1/45,0.4502205512887927,VCL,0.0022471910112359553,1,HFFC6
728,Signaling by Moderate Kinase Activity BRAF Mutants,0.6371198893974103,0.8038183810068696,1/45,0.4502205512887927,VCL,0.0022471910112359553,1,HFFC6
729,Signaling Downstream of RAS Mutants,0.6371198893974103,0.8038183810068696,1/45,0.4502205512887927,VCL,0.0022471910112359553,1,HFFC6
730,Mitochondrial Biogenesis,0.6390787942330923,0.8040868435637677,2/97,0.4140562009378363,MEF2C;NR1D1,0.0044943820224719105,2,HFFC6
731,Mitochondrial Protein Degradation,0.6390787942330923,0.8040868435637677,2/97,0.4140562009378363,APP;CHCHD2,0.0044943820224719105,2,HFFC6
732,Interleukin-10 Signaling,0.6452121502591643,0.8099170202503068,1/46,0.4278686553140678,IL1R1,0.0022471910112359553,1,HFFC6
733,Peptide Ligand-Binding Receptors,0.6454713277564877,0.8099170202503068,4/198,0.3962761235590858,APP;GPER1;BDKRB2;NTSR1,0.008988764044943821,4,HFFC6
734,VEGFA-VEGFR2 Pathway,0.6501105053407688,0.8139750000123533,2/99,0.3899777171865873,PRKCA;PRKACB,0.0044943820224719105,2,HFFC6
735,Degradation of GLI1 by the Proteasome,0.653124348544114,0.8139750000123533,1/47,0.4069033903501798,PRKACB,0.0022471910112359553,1,HFFC6
736,Degradation of GLI2 by the Proteasome,0.653124348544114,0.8139750000123533,1/47,0.4069033903501798,PRKACB,0.0022471910112359553,1,HFFC6
737,GLI3 Is Processed to GLI3R by the Proteasome,0.653124348544114,0.8139750000123533,1/47,0.4069033903501798,PRKACB,0.0022471910112359553,1,HFFC6
738,SUMOylation of RNA Binding Proteins,0.653124348544114,0.8139750000123533,1/47,0.4069033903501798,PHC2,0.0022471910112359553,1,HFFC6
739,Gene Expression (Transcription),0.6586382274051911,0.8192220833027023,34/1615,0.3927268141531748,RET;NFIX;MAML2;EGFR;HDAC7;PPP2CB;DPF3;HIVEP3;ZNF521;TEAD2;ZNF486;TEAD3;ZNF442;PHC2;MEF2C;TCF7L1;PCGF5;VDR;SCD5;NR1D1;SMAD6;SKI;SPOCD1;CDK6;NFIA;ITGBL1;FAS;PPARG;PLIN2;ZNF436;ANGPTL4;ITGA5;ERCC6;MYL9,0.07640449438202247,34,HFFC6
740,RNA Polymerase I Transcription Initiation,0.6608604820941782,0.8192220833027023,1/48,0.387217657729197,ERCC6,0.0022471910112359553,1,HFFC6
741,Recycling Pathway of L1,0.6608604820941782,0.8192220833027023,1/48,0.387217657729197,RPS6KA4,0.0022471910112359553,1,HFFC6
742,Transcriptional Regulation by RUNX1,0.6608925167143407,0.8192220833027023,4/202,0.3672541147805738,PHC2;CDK6;PCGF5;MYL9,0.008988764044943821,4,HFFC6
743,XBP1(S) Activates Chaperone Genes,0.6684244600076338,0.8263341310966855,1/49,0.3687144163146144,WFS1,0.0022471910112359553,1,HFFC6
744,Retrograde Transport at the Trans-Golgi-Network,0.6684244600076338,0.8263341310966855,1/49,0.3687144163146144,RHOBTB3,0.0022471910112359553,1,HFFC6
745,Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,0.6762337175959868,0.8348676325816407,9/451,0.3492044774416455,FGF5;PPP2CB;FGF7;MAML2;EGFR;VCL;HDAC7;FGFR1;TGFBR2,0.020224719101123594,9,HFFC6
746,Asymmetric Localization of PCP Proteins,0.6830511550145831,0.8376699251244089,1/51,0.3349109756286244,PRICKLE1,0.0022471910112359553,1,HFFC6
747,Formation of TC-NER Pre-Incision Complex,0.6830511550145831,0.8376699251244089,1/51,0.3349109756286244,ERCC6,0.0022471910112359553,1,HFFC6
748,IRE1alpha Activates Chaperones,0.6830511550145831,0.8376699251244089,1/51,0.3349109756286244,WFS1,0.0022471910112359553,1,HFFC6
749,Transcriptional Activity of SMAD2 SMAD3 SMAD4 Heterotrimer,0.6830511550145831,0.8376699251244089,1/51,0.3349109756286244,SKI,0.0022471910112359553,1,HFFC6
750,Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity,0.6830511550145831,0.8376699251244089,1/51,0.3349109756286244,TFEB,0.0022471910112359553,1,HFFC6
751,Autophagy,0.686237941357293,0.8388816436455769,3/158,0.3198671134394431,MAP1LC3B;NBR1;PLIN2,0.006741573033707865,3,HFFC6
752,Factors Involved in Megakaryocyte Development and Platelet Production,0.686237941357293,0.8388816436455769,3/158,0.3198671134394431,DOCK5;MAFF;PRKACB,0.006741573033707865,3,HFFC6
753,Signaling by NOTCH,0.6867717256338383,0.8388816436455769,4/209,0.321700203487786,TLE1;MAML2;EGFR;HDAC7,0.008988764044943821,4,HFFC6
754,COPI-independent Golgi-to-ER Retrograde Traffic,0.6901212649834398,0.8391742777186998,1/52,0.3194576305491146,AGPAT3,0.0022471910112359553,1,HFFC6
755,Hedgehog Ligand Biogenesis,0.6901212649834398,0.8391742777186998,1/52,0.3194576305491146,SCUBE2,0.0022471910112359553,1,HFFC6
756,Stimuli-sensing Channels,0.691568481647413,0.8391742777186998,2/107,0.3084177483183298,MLKL;BEST1,0.0044943820224719105,2,HFFC6
757,Transport of Inorganic Cations Anions and Amino Acids Oligopeptides,0.691568481647413,0.8391742777186998,2/107,0.3084177483183298,SLC20A2;SLC1A2,0.0044943820224719105,2,HFFC6
758,Immune System,0.6922220068032849,0.8391742777186998,45/2150,0.343055912579221,ITGB1;IFITM3;APP;CTF1;MVP;CTSZ;NLRC5;PYGL;IFIT3;TRIM8;MRC2;PPP3CA;PPP2CB;HERC3;AP1S1;SIRPA;STX3;OSTF1;PRKACB;XDH;PRKG1;CTSB;SOCS5;MAP2K3;MEF2C;SIGLEC15;PIANP;IL1R1;PRKCE;PLAUR;LNPEP;BTN3A2;OSMR;IL17RC;CPPED1;SERPINB6;HLA-E;RNF144B;LRRC7;CRISPLD2;NEDD4;IL6ST;IL7R;CD44;VCL,0.10112359550561797,45,HFFC6
759,Signaling by VEGF,0.6964560542173437,0.8391742777186998,2/108,0.2996587200126068,PRKCA;PRKACB,0.0044943820224719105,2,HFFC6
760,Intraflagellar Transport,0.6970340091800276,0.8391742777186998,1/53,0.3048788868857733,KIF17,0.0022471910112359553,1,HFFC6
761,Nuclear Envelope Breakdown,0.6970340091800276,0.8391742777186998,1/53,0.3048788868857733,PRKCA,0.0022471910112359553,1,HFFC6
762,RHOD GTPase Cycle,0.6970340091800276,0.8391742777186998,1/53,0.3048788868857733,ARHGAP5,0.0022471910112359553,1,HFFC6
763,Signaling by EGFR,0.6970340091800276,0.8391742777186998,1/53,0.3048788868857733,EGFR,0.0022471910112359553,1,HFFC6
764,Synthesis of PIPs at the Plasma Membrane,0.6970340091800276,0.8391742777186998,1/53,0.3048788868857733,PIP5K1C,0.0022471910112359553,1,HFFC6
765,Metabolism of Proteins,0.7038997780682711,0.8446287572850839,43/2067,0.3253069023646602,SEMA5A;APP;LMAN2L;DCUN1D3;CTSZ;FOXK1;PRSS23;ZDHHC2;THSD4;HDAC7;POFUT2;CHCHD2;CDH2;ARSK;PGM3;TSPAN5;IGFBP7;LMCD1;SOCS5;PHC2;MRPS24;NEGR1;WFS1;IGFBP4;VDR;PLAUR;INHBA;GNG12;HSPG2;GNG11;SUMF1;TGFBR2;BMP4;TPST1;B3GNT9;RTN4RL1;CD109;MSRB3;GNB3;PPARG;CNTN3;KIFC3;RECK,0.09662921348314607,43,HFFC6
766,Adipogenesis,0.7060390686449705,0.8446287572850839,2/110,0.2829697875619191,PPARG;ANGPTL4,0.0044943820224719105,2,HFFC6
767,Potential Therapeutics for SARS,0.7102134427332427,0.8446287572850839,3/164,0.2797740775030163,ITGB1;IL1R1;COMT,0.006741573033707865,3,HFFC6
768,Protein Localization,0.7102134427332427,0.8446287572850839,3/164,0.2797740775030163,APP;CHCHD2;SCP2,0.006741573033707865,3,HFFC6
769,Intrinsic Pathway for Apoptosis,0.7104013023037576,0.8446287572850839,1/55,0.2781066224708086,PPP3CC,0.0022471910112359553,1,HFFC6
770,Sensory Processing of Sound by Outer Hair Cells of the Cochlea,0.7104013023037576,0.8446287572850839,1/55,0.2781066224708086,KCNMA1,0.0022471910112359553,1,HFFC6
771,Signaling by Non-Receptor Tyrosine Kinases,0.7104013023037576,0.8446287572850839,1/55,0.2781066224708086,EGFR,0.0022471910112359553,1,HFFC6
772,Signaling by PTK6,0.7104013023037576,0.8446287572850839,1/55,0.2781066224708086,EGFR,0.0022471910112359553,1,HFFC6
773,Mitotic Prophase,0.7107353820802823,0.8446287572850839,2/111,0.2750196031307389,PPP2CB;PRKCA,0.0044943820224719105,2,HFFC6
774,Regulation of Endogenous Retroelements,0.7107353820802823,0.8446287572850839,2/111,0.2750196031307389,SPOCD1;DPF3,0.0044943820224719105,2,HFFC6
775,Interleukin-4 and Interleukin-13 Signaling,0.7153688342913784,0.848625275364878,2/112,0.2673194827931465,ITGB1;SOCS5,0.0044943820224719105,2,HFFC6
776,Interleukin-12 Family Signaling,0.7168626104602335,0.848625275364878,1/56,0.2658061401350295,IL6ST,0.0022471910112359553,1,HFFC6
777,Regulation of PTEN Stability and Activity,0.7168626104602335,0.848625275364878,1/56,0.2658061401350295,NEDD4,0.0022471910112359553,1,HFFC6
778,Signaling by Nuclear Receptors,0.720774585014059,0.8521609663645037,5/270,0.2708448620603678,ALDH1A1;GNB3;GNG12;GNG11;EGFR,0.011235955056179775,5,HFFC6
779,Signaling by NTRK1 (TRKA),0.7288967266740247,0.8600994821019597,2/115,0.2456306306579687,PPP2CB;MEF2C,0.0044943820224719105,2,HFFC6
780,SUMOylation of Chromatin Organization Proteins,0.7293568898171885,0.8600994821019597,1/58,0.2431410969791981,PHC2,0.0022471910112359553,1,HFFC6
781,Innate Immune System,0.7303191879402329,0.8601329566406067,23/1149,0.2803410272298996,MAP2K3;APP;MEF2C;SIGLEC15;PRKCE;MVP;CTSZ;NLRC5;PLAUR;PYGL;CPPED1;SERPINB6;HLA-E;PPP3CA;PPP2CB;LRRC7;CRISPLD2;SIRPA;OSTF1;PRKACB;CD44;VCL;CTSB,0.051685393258426963,23,HFFC6
782,Arachidonate Metabolism,0.7353961807886813,0.8628023980972935,1/59,0.2326935026675766,SLC27A1,0.0022471910112359553,1,HFFC6
783,B-WICH Complex Positively Regulates rRNA Expression,0.7353961807886813,0.8628023980972935,1/59,0.2326935026675766,ERCC6,0.0022471910112359553,1,HFFC6
784,Regulation of RUNX2 Expression and Activity,0.7353961807886813,0.8628023980972935,1/59,0.2326935026675766,HIVEP3,0.0022471910112359553,1,HFFC6
785,DNA Damage Telomere Stress Induced Senescence,0.7413010025347164,0.8668050269291889,1/60,0.2227858773030994,HMGA2,0.0022471910112359553,1,HFFC6
786,Recruitment and ATM-med Phosphorylation of Repair and Signaling Proteins at DNA Double Strand Breaks,0.7413010025347164,0.8668050269291889,1/60,0.2227858773030994,APBB1,0.0022471910112359553,1,HFFC6
787,Transport of Small Molecules,0.7416312282521182,0.8668050269291889,14/724,0.2577027539388411,CUBN;SLC14A1;SLC27A1;SLC20A2;MLKL;SLC1A2;GNG12;ADCY7;GNG11;BEST1;LRRC8C;GNB3;ANGPTL4;PRKACB,0.03146067415730337,14,HFFC6
788,KEAP1-NFE2L2 Pathway,0.7460831891310332,0.8698552079614639,2/119,0.2197041699356108,MAP1LC3B;ME1,0.0044943820224719105,2,HFFC6
789,DNA Double Strand Break Response,0.7470743425597371,0.8698552079614639,1/61,0.2133843207397855,APBB1,0.0022471910112359553,1,HFFC6
790,"Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways",0.7470743425597371,0.8698552079614639,1/61,0.2133843207397855,APP,0.0022471910112359553,1,HFFC6
791,Gap-filling DNA Repair Synthesis and Ligation in TC-NER,0.7527191221048719,0.874217290616125,1/62,0.2044574917494203,ERCC6,0.0022471910112359553,1,HFFC6
792,RHO GTPases Activate PKNs,0.7527191221048719,0.874217290616125,1/62,0.2044574917494203,MYL9,0.0022471910112359553,1,HFFC6
793,FCGR3A-mediated IL10 Synthesis,0.7543210372623061,0.8749744021644634,2/121,0.2078924013497157,PRKACB;ADCY7,0.0044943820224719105,2,HFFC6
794,Dual Incision in TC-NER,0.7582381976297697,0.8762075031581152,1/63,0.1959763805366949,ERCC6,0.0022471910112359553,1,HFFC6
795,Peroxisomal Protein Import,0.7582381976297697,0.8762075031581152,1/63,0.1959763805366949,SCP2,0.0022471910112359553,1,HFFC6
796,Translation of Structural Proteins 9694635,0.7582381976297697,0.8762075031581152,1/63,0.1959763805366949,ZDHHC2,0.0022471910112359553,1,HFFC6
797,Synthesis of Substrates in N-glycan Biosythesis,0.7636343622900508,0.8813374030941563,1/64,0.1879141045288144,PGM3,0.0022471910112359553,1,HFFC6
798,Cytochrome P450 - Arranged by Substrate Type,0.7689103473026596,0.8819009089237229,1/65,0.1802457248421391,AHR,0.0022471910112359553,1,HFFC6
799,Mitochondrial Protein Import,0.7689103473026596,0.8819009089237229,1/65,0.1802457248421391,CHCHD2,0.0022471910112359553,1,HFFC6
800,O-linked Glycosylation of Mucins,0.7689103473026596,0.8819009089237229,1/65,0.1802457248421391,B3GNT9,0.0022471910112359553,1,HFFC6
801,RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function,0.7689103473026596,0.8819009089237229,1/65,0.1802457248421391,MYL9,0.0022471910112359553,1,HFFC6
802,Signaling by BRAF and RAF1 Fusions,0.7689103473026596,0.8819009089237229,1/65,0.1802457248421391,VCL,0.0022471910112359553,1,HFFC6
803,MHC Class II Antigen Presentation,0.7739133998761679,0.8865351259775505,2/126,0.1813177724354737,AP1S1;CTSB,0.0044943820224719105,2,HFFC6
804,Glycerophospholipid Biosynthesis,0.7813609808275901,0.8939546128474664,2/128,0.1717540812866899,LPCAT2;AGPAT3,0.0044943820224719105,2,HFFC6
805,Downstream Signaling Events of B Cell Receptor (BCR),0.7840436359988355,0.895910904162441,1/68,0.159380370180937,PPP3CA,0.0022471910112359553,1,HFFC6
806,Sensory Processing of Sound by Inner Hair Cells of the Cochlea,0.7888650232645682,0.9003032049896745,1/69,0.1530716022574686,KCNMA1,0.0022471910112359553,1,HFFC6
807,C-type Lectin Receptors (CLRs),0.7921291564978888,0.902909595463559,2/131,0.1584285015318295,PPP3CA;PRKACB,0.0044943820224719105,2,HFFC6
808,Adaptive Immune System,0.7938922842057788,0.9038007339351328,16/854,0.1922670260246662,ITGB1;PIANP;LNPEP;BTN3A2;HLA-E;MRC2;RNF144B;PPP3CA;PPP2CB;HERC3;NEDD4;AP1S1;PRKACB;XDH;PRKG1;CTSB,0.035955056179775284,16,HFFC6
809,TCF Dependent Signaling in Response to WNT,0.7950883009411295,0.904044845884914,3/189,0.1620694926801755,PPP2CB;TCF7L1;TLE1,0.006741573033707865,3,HFFC6
810,Translocation of SLC2A4 (GLUT4) to the Plasma Membrane,0.7981879684562023,0.906306808103777,1/71,0.1413171315703757,LNPEP,0.0022471910112359553,1,HFFC6
