,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number,CellType
811,Respiratory Syncytial Virus Infection Pathway,0.799045741780963,0.906306808103777,2/133,0.1501739892740923,HSPG2;EGFR,0.0044943820224719105,2,HFFC6
812,Signaling by NTRKs,0.8024270785200414,0.908208111291718,2/134,0.1462234069054383,PPP2CB;MEF2C,0.0044943820224719105,2,HFFC6
813,Signaling by NOTCH4,0.8026942481991949,0.908208111291718,1/72,0.1358400198781933,MAML2,0.0022471910112359553,1,HFFC6
814,Hedgehog 'On' State,0.8071001268142919,0.9105701938544968,1/73,0.1306104200929167,KIF7,0.0022471910112359553,1,HFFC6
815,Pre-NOTCH Transcription and Translation,0.8071001268142919,0.9105701938544968,1/73,0.1306104200929167,MAML2,0.0022471910112359553,1,HFFC6
816,SLC-mediated Transmembrane Transport,0.8077479352650639,0.9105701938544968,4/249,0.1526321810257871,SLC14A1;SLC27A1;SLC20A2;SLC1A2,0.008988764044943821,4,HFFC6
817,SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses,0.8154526620808046,0.9162356470153484,2/138,0.1315133185840822,IL17RC;HLA-E,0.0044943820224719105,2,HFFC6
818,Positive Epigenetic Regulation of rRNA Expression,0.8156195594571529,0.9162356470153484,1/75,0.1208415269798351,ERCC6,0.0022471910112359553,1,HFFC6
819,RNA Polymerase II Transcription,0.8165618612118707,0.9162356470153484,26/1360,0.1717623192081711,RET;MAML2;EGFR;HDAC7;PPP2CB;HIVEP3;ZNF521;TEAD2;ZNF486;TEAD3;ZNF442;PHC2;MEF2C;TCF7L1;PCGF5;VDR;NR1D1;SMAD6;SKI;CDK6;ITGBL1;FAS;PPARG;ZNF436;ITGA5;MYL9,0.058426966292134834,26,HFFC6
820,Mitotic G1 Phase and G1 S Transition,0.8185869594085909,0.9162356470153484,2/139,0.1280918318220134,PPP2CB;CDK6,0.0044943820224719105,2,HFFC6
821,RHO GTPases Activate Formins,0.8185869594085909,0.9162356470153484,2/139,0.1280918318220134,ITGB1;PPP2CB,0.0044943820224719105,2,HFFC6
822,ISG15 Antiviral Mechanism,0.819737430120138,0.9162356470153484,1/76,0.1162781657929134,NEDD4,0.0022471910112359553,1,HFFC6
823,Transcription-Coupled Nucleotide Excision Repair (TC-NER),0.819737430120138,0.9162356470153484,1/76,0.1162781657929134,ERCC6,0.0022471910112359553,1,HFFC6
824,Sensory Processing of Sound,0.8237635350746383,0.9196196555196872,1/77,0.1119140604831049,KCNMA1,0.0022471910112359553,1,HFFC6
825,Costimulation by the CD28 Family,0.8276999148690599,0.9213435112793298,1/78,0.1077389619582807,PPP2CB,0.0022471910112359553,1,HFFC6
826,SARS-CoV-2 Infection,0.8289481406053171,0.9213435112793298,5/313,0.1332162261142828,MAP1LC3B;ZDHHC2;HSPG2;IL17RC;HLA-E,0.011235955056179775,5,HFFC6
827,Cellular Response to Chemical Stress,0.8303703557373762,0.9213435112793298,3/202,0.1227163089505855,MAP1LC3B;ME1;NOX5,0.006741573033707865,3,HFFC6
828,Programmed Cell Death,0.8303703557373762,0.9213435112793298,3/202,0.1227163089505855,PPP3CC;MLKL;FAS,0.006741573033707865,3,HFFC6
829,Biosynthesis of the N-glycan Precursor (Dolichol LLO) and Transfer to a Nascent Protein,0.8315485646487791,0.9213435112793298,1/79,0.1037432439194264,PGM3,0.0022471910112359553,1,HFFC6
830,RNA Polymerase I Promoter Clearance,0.8315485646487791,0.9213435112793298,1/79,0.1037432439194264,ERCC6,0.0022471910112359553,1,HFFC6
831,Intra-Golgi and Retrograde Golgi-to-ER Traffic,0.8353098590772813,0.9213435112793298,3/204,0.1176065829648217,CYTH3;RHOBTB3;AGPAT3,0.006741573033707865,3,HFFC6
832,ER-Phagosome Pathway,0.8353114353075356,0.9213435112793298,1/80,0.0999178585331527,HLA-E,0.0022471910112359553,1,HFFC6
833,Late SARS-CoV-2 Infection Events,0.8353114353075356,0.9213435112793298,1/80,0.0999178585331527,ZDHHC2,0.0022471910112359553,1,HFFC6
834,PKR-mediated Signaling,0.8353114353075356,0.9213435112793298,1/80,0.0999178585331527,PPP2CB,0.0022471910112359553,1,HFFC6
835,Cellular Responses to Stress,0.8389108482353679,0.9231901914234708,14/787,0.1386319503518806,MAP2K3;KDM6B;PHC2;MEF2C;WFS1;HMGA2;NR1D1;RAI1;MAP1LC3B;CDK6;CREB3L1;ME1;NOX5;IGFBP7,0.03146067415730337,14,HFFC6
836,RNA Polymerase I Transcription,0.8389904345509719,0.9231901914234708,1/81,0.096254295768631,ERCC6,0.0022471910112359553,1,HFFC6
837,Class I MHC Mediated Antigen Processing & Presentation,0.8401946397928671,0.9234120086506332,6/373,0.1244237465103465,MRC2;RNF144B;HERC3;NEDD4;LNPEP;HLA-E,0.01348314606741573,6,HFFC6
838,Oncogenic MAPK Signaling,0.8425874276525823,0.9249380463266128,1/82,0.092744546200848,VCL,0.0022471910112359553,1,HFFC6
839,PI Metabolism,0.8495426506373,0.9303552690094568,1/84,0.0861567481178682,PIP5K1C,0.0022471910112359553,1,HFFC6
840,"Transport of Bile Salts and Organic Acids, Metal Ions and Amine Compounds",0.8495426506373,0.9303552690094568,1/84,0.0861567481178682,SLC14A1,0.0022471910112359553,1,HFFC6
841,Phospholipid Metabolism,0.8516348323831854,0.9315388130937218,3/211,0.101388316625035,LPCAT2;PIP5K1C;AGPAT3,0.006741573033707865,3,HFFC6
842,CLEC7A (Dectin-1) Signaling,0.8594047402396479,0.9378101490055872,1/87,0.0772535936003016,PPP3CA,0.0022471910112359553,1,HFFC6
843,Nuclear Events Mediated by NFE2L2,0.8594047402396479,0.9378101490055872,1/87,0.0772535936003016,ME1,0.0022471910112359553,1,HFFC6
844,RAC2 GTPase Cycle,0.8625466130196304,0.9388362511965233,1/88,0.0745225481670728,ITGB1,0.0022471910112359553,1,HFFC6
845,ER to Golgi Anterograde Transport,0.8626274994500432,0.9388362511965233,2/155,0.0846007898124109,LMAN2L;CTSZ,0.0044943820224719105,2,HFFC6
846,Pre-NOTCH Expression and Processing,0.865618427755897,0.9388362511965233,1/89,0.0719006919435588,MAML2,0.0022471910112359553,1,HFFC6
847,SARS-CoV-2-host Interactions,0.8665334734475133,0.9388362511965233,3/218,0.0874632053775404,MAP1LC3B;IL17RC;HLA-E,0.006741573033707865,3,HFFC6
848,Death Receptor Signaling,0.8673865481906955,0.9388362511965233,2/157,0.080391721674982,FAS;RTN4,0.0044943820224719105,2,HFFC6
849,SARS-CoV Infections,0.8679830418294587,0.9388362511965233,8/498,0.1008464701456647,ITGB1;MAP1LC3B;IL1R1;COMT;HSPG2;IL17RC;ZDHHC2;HLA-E,0.017977528089887642,8,HFFC6
850,RAB GEFs Exchange GTP for GDP on RABs,0.8686217431265885,0.9388362511965233,1/90,0.0693829830181636,RIN3,0.0022471910112359553,1,HFFC6
851,Antiviral Mechanism by IFN-stimulated Genes,0.8697089604473005,0.9388362511965233,2/158,0.0783711131236969,PPP2CB;NEDD4,0.0044943820224719105,2,HFFC6
852,Mitochondrial Translation Elongation,0.8715580833583358,0.9388362511965233,1/91,0.0669646507055579,MRPS24,0.0022471910112359553,1,HFFC6
853,Mitochondrial Translation Initiation,0.8715580833583358,0.9388362511965233,1/91,0.0669646507055579,MRPS24,0.0022471910112359553,1,HFFC6
854,Mitochondrial Translation Termination,0.8715580833583358,0.9388362511965233,1/91,0.0669646507055579,MRPS24,0.0022471910112359553,1,HFFC6
855,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,0.8763545423038654,0.941648182546315,3/223,0.0787305976584066,ITGB1;PIANP;HLA-E,0.006741573033707865,3,HFFC6
856,Signaling by ALK Fusions and Activated Point Mutants,0.8772357661506388,0.941648182546315,1/93,0.0624082896947796,VCL,0.0022471910112359553,1,HFFC6
857,Signaling by ALK in Cancer,0.8772357661506388,0.941648182546315,1/93,0.0624082896947796,VCL,0.0022471910112359553,1,HFFC6
858,Amplification of Signal From Unattached Kinetochores via a MAD2 Inhibitory Signal,0.879979990829201,0.9423971762252256,1/94,0.0602619297287316,PPP2CB,0.0022471910112359553,1,HFFC6
859,Amplification of Signal From the Kinetochores,0.879979990829201,0.9423971762252256,1/94,0.0602619297287316,PPP2CB,0.0022471910112359553,1,HFFC6
860,Regulation of Expression of SLITs and ROBOs,0.8828759449899515,0.9444004010868124,2/164,0.0673242837934631,SLIT2;ROBO1,0.0044943820224719105,2,HFFC6
861,Mitochondrial Translation,0.887850825452957,0.9486201974967208,1/97,0.0543045703426416,MRPS24,0.0022471910112359553,1,HFFC6
862,P75 NTR Receptor-Mediated Signalling,0.890358264614919,0.9486399429359956,1/98,0.052467815122479,RTN4,0.0022471910112359553,1,HFFC6
863,RHO GTPase Effectors,0.8908589440832653,0.9486399429359956,4/291,0.0703749597410958,ITGB1;PPP2CB;PRKCA;MYL9,0.008988764044943821,4,HFFC6
864,Apoptosis,0.8909593383709404,0.9486399429359956,2/168,0.0608824242031719,PPP3CC;FAS,0.0044943820224719105,2,HFFC6
865,SLC Transporter Disorders,0.8928097643273222,0.949512462985524,1/99,0.0507002372392435,SLC20A2,0.0022471910112359553,1,HFFC6
866,Antigen Processing Ubiquitination & Proteasome Degradation,0.8982912376776523,0.9542401728963296,4/296,0.0641806475351632,RNF144B;HERC3;NEDD4;LNPEP,0.008988764044943821,4,HFFC6
867,Role of Phospholipids in Phagocytosis,0.9105517116690344,0.9658975066703696,1/107,0.0387230262033724,PRKCE,0.0022471910112359553,1,HFFC6
868,Nucleotide Excision Repair,0.912552597807834,0.9658975066703696,1/108,0.0374605919297196,ERCC6,0.0022471910112359553,1,HFFC6
869,Drug ADME,0.914508822819286,0.9658975066703696,1/109,0.0362433824572723,XDH,0.0022471910112359553,1,HFFC6
870,Maternal to Zygotic Transition (MZT),0.914508822819286,0.9658975066703696,1/109,0.0362433824572723,KDM6B,0.0022471910112359553,1,HFFC6
871,RSV-host Interactions,0.914508822819286,0.9658975066703696,1/109,0.0362433824572723,HSPG2,0.0022471910112359553,1,HFFC6
872,FCERI Mediated Ca+2 Mobilization,0.9164213814047322,0.9666622742534008,1/110,0.0350695795146695,PPP3CA,0.0022471910112359553,1,HFFC6
873,Mitotic Spindle Checkpoint,0.9182912462668904,0.9666622742534008,1/111,0.0339374480608144,PPP2CB,0.0022471910112359553,1,HFFC6
874,Ion Channel Transport,0.9183816394915588,0.9666622742534008,2/184,0.0409163476121025,MLKL;BEST1,0.0044943820224719105,2,HFFC6
875,Transport to the Golgi and Subsequent Modification,0.9213140818387592,0.968641860015408,2/186,0.0389522112989932,LMAN2L;CTSZ,0.0044943820224719105,2,HFFC6
876,EML4 and NUDC in Mitotic Spindle Formation,0.927032716400072,0.973542909697225,1/116,0.0288464400591973,PPP2CB,0.0022471910112359553,1,HFFC6
877,Aerobic Respiration and Respiratory Electron Transport,0.9311344248454058,0.9767366802763312,3/260,0.0363648691925218,PDP1;LDHA;ME1,0.006741573033707865,3,HFFC6
878,G1 S Transition,0.9348408432658342,0.9795090064252938,1/121,0.0245779012591437,PPP2CB,0.0022471910112359553,1,HFFC6
879,Host Interactions of HIV Factors,0.941815081163814,0.9845762653256216,1/126,0.0209866154306684,AP1S1,0.0022471910112359553,1,HFFC6
880,Resolution of Sister Chromatid Cohesion,0.941815081163814,0.9845762653256216,1/126,0.0209866154306684,PPP2CB,0.0022471910112359553,1,HFFC6
881,Reproduction,0.9431178564390944,0.9848203466898028,1/127,0.0203389178322028,BMP4,0.0022471910112359553,1,HFFC6
882,HCMV Early Events,0.9446301188117424,0.9852823776054528,2/205,0.0245154614249545,ITGB1;EGFR,0.0044943820224719105,2,HFFC6
883,Golgi-to-ER Retrograde Transport,0.9525449460290536,0.9924139087022156,1/135,0.0158701408422637,AGPAT3,0.0022471910112359553,1,HFFC6
884,Disease,0.9588682258767808,0.9978730350649888,37/2131,0.0317614303086448,SEMA5A;ITGB1;APP;MAML2;SLC20A2;GBE1;COMT;ADCY7;ZDHHC2;EGFR;THSD4;HDAC7;FGF5;PPP2CB;FGF7;MAP1LC3B;NT5E;AP1S1;PRKACB;MAP2K3;CAST;CUBN;MLKL;IL1R1;GNG12;HSPG2;IL17RC;GNG11;HLA-E;TGFBR2;EXT2;TPST1;CDK6;BTD;GNB3;VCL;FGFR1,0.08314606741573034,37,HFFC6
885,Bacterial Infection Pathways,0.96041253562708,0.9983520827455312,1/143,0.0124371419816374,MAP2K3,0.0022471910112359553,1,HFFC6
886,Organelle Biogenesis and Maintenance,0.9627635694058448,0.9988025231224494,3/297,0.0168737903274971,MEF2C;NR1D1;KIF17,0.006741573033707865,3,HFFC6
887,tRNA Processing,0.9630148105675737,0.9988025231224494,1/146,0.011362142374087,TRMT9B,0.0022471910112359553,1,HFFC6
888,DNA Double-Strand Break Repair,0.9677183994596184,0.9999661389156868,1/152,0.0094971308977853,APBB1,0.0022471910112359553,1,HFFC6
889,Neddylation,0.9679955361161312,0.9999661389156868,2/234,0.0122311578692634,DCUN1D3;SOCS5,0.0044943820224719105,2,HFFC6
890,Asparagine N-linked Glycosylation,0.9680585311997472,0.9999661389156868,3/306,0.0139996511861847,LMAN2L;CTSZ;PGM3,0.006741573033707865,3,HFFC6
891,SARS-CoV-1 Infection,0.971178642926786,0.9999661389156868,1/157,0.0081907027007989,MAP1LC3B,0.0022471910112359553,1,HFFC6
892,DNA Repair,0.9711850762006043,0.9999661389156868,3/312,0.0123603848602005,ALKBH3;APBB1;ERCC6,0.006741573033707865,3,HFFC6
893,Regulation of TP53 Activity,0.9730744698464692,0.9999661389156868,1/160,0.0074991117238862,PPP2CB,0.0022471910112359553,1,HFFC6
894,Signaling by the B Cell Receptor (BCR),0.9742686986678084,0.9999661389156868,1/162,0.0070724294550967,PPP3CA,0.0022471910112359553,1,HFFC6
895,Disorders of Transmembrane Transporters,0.9754100683160604,0.9999661389156868,1/164,0.0066712085296307,SLC20A2,0.0022471910112359553,1,HFFC6
896,Fcgamma Receptor (FCGR) Dependent Phagocytosis,0.9775434659597348,0.9999661389156868,1/168,0.0059388030678013,PRKCE,0.0022471910112359553,1,HFFC6
897,HCMV Infection,0.980239117163094,0.9999661389156868,2/259,0.0067661024327092,ITGB1;EGFR,0.0044943820224719105,2,HFFC6
898,Separation of Sister Chromatids,0.9816923706716982,0.9999661389156868,1/177,0.0045821990359808,PPP2CB,0.0022471910112359553,1,HFFC6
899,Deubiquitination,0.9834195618657318,0.9999661389156868,2/268,0.0054736354370679,FOXK1;TGFBR2,0.0044943820224719105,2,HFFC6
900,G2 M Transition,0.9843826039246992,0.9999661389156868,1/184,0.0037528618420343,PPP2CB,0.0022471910112359553,1,HFFC6
901,Mitotic G2-G2 M Phases,0.9850760618859932,0.9999661389156868,1/186,0.0035458420632012,PPP2CB,0.0022471910112359553,1,HFFC6
902,Fc Epsilon Receptor (FCERI) Signaling,0.9883758264000576,0.9999661389156868,1/197,0.002601012469947,PPP3CA,0.0022471910112359553,1,HFFC6
903,Cilium Assembly,0.9891418500290458,0.9999661389156868,1/200,0.002391684876403,KIF17,0.0022471910112359553,1,HFFC6
904,Mitotic Prometaphase,0.9898574871137364,0.9999661389156868,1/203,0.0021997397791142,PPP2CB,0.0022471910112359553,1,HFFC6
905,Infectious Disease,0.9917588942107864,0.9999661389156868,18/1311,0.0049269214866134,MAP2K3;ITGB1;APP;IL1R1;GNG12;COMT;ADCY7;HSPG2;IL17RC;GNG11;ZDHHC2;EGFR;HLA-E;MAP1LC3B;NT5E;AP1S1;GNB3;PRKACB,0.04044943820224719,18,HFFC6
906,Mitotic Anaphase,0.993264001401275,0.9999661389156868,1/221,0.0013378497416673,PPP2CB,0.0022471910112359553,1,HFFC6
907,Mitotic Metaphase and Anaphase,0.9934154916840664,0.9999661389156868,1/222,0.0013016780068742,PPP2CB,0.0022471910112359553,1,HFFC6
908,HIV Infection,0.9941234273541656,0.9999661389156868,1/227,0.0011353278809499,AP1S1,0.0022471910112359553,1,HFFC6
909,Chromatin Modifying Enzymes,0.9954247840695012,0.9999661389156868,1/238,0.0008418560474685731,KDM6B,0.0022471910112359553,1,HFFC6
910,Chromatin Organization,0.9954247840695012,0.9999661389156868,1/238,0.0008418560474685731,KDM6B,0.0022471910112359553,1,HFFC6
911,Sensory Perception,0.9960511382180508,0.9999661389156868,6/640,0.0016138842728863,RETSAT;KCNMA1;GNB3;PRKCA;HSPG2;SCN1B,0.01348314606741573,6,HFFC6
912,Cell Cycle Checkpoints,0.9972900016878125,0.9999661389156868,1/261,0.00045357239966191095,PPP2CB,0.0022471910112359553,1,HFFC6
913,Transcriptional Regulation by TP53,0.997470160027625,0.9999661389156868,2/362,0.0006097542880604331,PPP2CB;FAS,0.0044943820224719105,2,HFFC6
914,M Phase,0.9979372645098508,0.9999661389156868,2/372,0.0004833683302636835,PPP2CB;PRKCA,0.0044943820224719105,2,HFFC6
915,Translation,0.9989352107932252,0.9999661389156868,1/302,0.00015348518454648578,MRPS24,0.0022471910112359553,1,HFFC6
916,"Cell Cycle, Mitotic",0.9993319382623392,0.9999661389156868,3/516,0.00016836657915978036,PPP2CB;CDK6;PRKCA,0.006741573033707865,3,HFFC6
917,Viral Infection Pathways,0.9993819595634974,0.9999661389156868,10/1029,0.0002585256928739452,ITGB1;MAP1LC3B;IL1R1;AP1S1;COMT;HSPG2;IL17RC;ZDHHC2;EGFR;HLA-E,0.02247191011235955,10,HFFC6
918,Metabolism of Amino Acids and Derivatives,0.9997021223960147,0.9999661389156868,1/358,3.60833909960327e-05,SERINC2,0.0022471910112359553,1,HFFC6
919,Cell Cycle,0.9999490505957932,0.9999661389156868,3/649,1.0122439803962587e-05,PPP2CB;CDK6;PRKCA,0.006741573033707865,3,HFFC6
920,Metabolism of RNA,0.9999661389156868,0.9999661389156868,4/761,7.626853102580304e-06,TRMT9B;GPRC5A;PRKCA;CD44,0.008988764044943821,4,HFFC6
