,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number,CellType
172,A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis,0.1864473444416843,0.4797353019904012,1/26,8.480193714632895,SDC4,0.006329113924050633,1,H1ESC
173,APC-Cdc20 Mediated Degradation of Nek2A,0.1864473444416843,0.4797353019904012,1/26,8.480193714632895,BUB1B,0.006329113924050633,1,H1ESC
174,Attachment and Entry 9694614,0.1864473444416843,0.4797353019904012,1/26,8.480193714632895,SDC4,0.006329113924050633,1,H1ESC
175,Polymerase Switching on the C-strand of the Telomere,0.1864473444416843,0.4797353019904012,1/26,8.480193714632895,TERF1,0.006329113924050633,1,H1ESC
176,Fertilization,0.1864473444416843,0.4797353019904012,1/26,8.480193714632895,CATSPERB,0.006329113924050633,1,H1ESC
177,Signaling by ERBB2 in Cancer,0.1864473444416843,0.4797353019904012,1/26,8.480193714632895,NRG3,0.006329113924050633,1,H1ESC
178,RNA Polymerase II Transcription,0.1876404835910046,0.4801080529870398,14/1360,2.2353899081167934,ZNF100;NOTCH3;PHC1;RBFOX3;CBX2;ZNF43;ZNF33A;ZFP14;ZNF519;ZNF418;ZNF724;ZNF215;MYL9;ZNF521,0.08860759493670886,14,H1ESC
179,TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation,0.192825816711944,0.4816946300896374,2/102,4.165987216515404,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
180,Integrin Signaling,0.1928827672603341,0.4816946300896374,1/27,7.98889029560125,BCAR1,0.006329113924050633,1,H1ESC
181,MyD88 Dependent Cascade Initiated on Endosome,0.1956882795727508,0.4816946300896374,2/103,4.087605579854733,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
182,Epigenetic Regulation of Gene Expression,0.1987950373732235,0.4816946300896374,4/291,2.859018954504692,ZNF33A;ZNF519;ZNF418;DNMT3B,0.02531645569620253,4,H1ESC
183,Activation of AMPK Downstream of NMDARs,0.1992676037619749,0.4816946300896374,1/28,7.5403886713943,MAPT,0.006329113924050633,1,H1ESC
184,Notch-HLH Transcription Pathway,0.1992676037619749,0.4816946300896374,1/28,7.5403886713943,NOTCH3,0.006329113924050633,1,H1ESC
185,FGFR2 Alternative Splicing,0.1992676037619749,0.4816946300896374,1/28,7.5403886713943,RBFOX2,0.006329113924050633,1,H1ESC
186,Synthesis of PC,0.1992676037619749,0.4816946300896374,1/28,7.5403886713943,CHKA,0.006329113924050633,1,H1ESC
187,Keratan Sulfate Biosynthesis,0.1992676037619749,0.4816946300896374,1/28,7.5403886713943,CHST6,0.006329113924050633,1,H1ESC
188,Cargo Recognition for Clathrin-Mediated Endocytosis,0.2014291452268104,0.4816946300896374,2/105,3.936787033600749,CLTCL1;STON2,0.012658227848101266,2,H1ESC
189,Myogenesis,0.2056022491071387,0.4816946300896374,1/29,7.1296676816470494,NEO1,0.006329113924050633,1,H1ESC
190,Downregulation of ERBB2 Signaling,0.2056022491071387,0.4816946300896374,1/29,7.1296676816470494,NRG3,0.006329113924050633,1,H1ESC
191,Downstream Signal Transduction,0.2056022491071387,0.4816946300896374,1/29,7.1296676816470494,BCAR1,0.006329113924050633,1,H1ESC
192,Toll Like Receptor 7 8 (TLR7 8) Cascade,0.2071895375640405,0.4816946300896374,2/107,3.7934592664927966,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
193,Signaling by VEGF,0.2100764226942837,0.4816946300896374,2/108,3.724451256497435,PRKCA;BCAR1,0.012658227848101266,2,H1ESC
194,Insulin Receptor Recycling,0.211887095338983,0.4816946300896374,1/30,6.752441486021709,INSR,0.006329113924050633,1,H1ESC
195,Programmed Cell Death,0.214594244296652,0.4816946300896374,3/202,2.9402528925442244,CDH1;MAPT;UACA,0.0189873417721519,3,H1ESC
196,Transcriptional Regulation by RUNX1,0.214594244296652,0.4816946300896374,3/202,2.9402528925442244,PHC1;CBX2;MYL9,0.0189873417721519,3,H1ESC
197,Toll Like Receptor 9 (TLR9) Cascade,0.2158623356155405,0.4816946300896374,2/110,3.5914624595155464,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
198,RHO GTPases Activate IQGAPs,0.2181225314622797,0.4816946300896374,1/31,6.405031588611805,CDH1,0.006329113924050633,1,H1ESC
199,RUNX2 Regulates Bone Development,0.2181225314622797,0.4816946300896374,1/31,6.405031588611805,ZNF521,0.006329113924050633,1,H1ESC
200,"Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity",0.2181225314622797,0.4816946300896374,1/31,6.405031588611805,PRKCA,0.006329113924050633,1,H1ESC
201,HS-GAG Biosynthesis,0.2181225314622797,0.4816946300896374,1/31,6.405031588611805,SDC4,0.006329113924050633,1,H1ESC
202,Interaction Between L1 and Ankyrins,0.2181225314622797,0.4816946300896374,1/31,6.405031588611805,SPTBN2,0.006329113924050633,1,H1ESC
203,Trafficking of AMPA Receptors,0.2181225314622797,0.4816946300896374,1/31,6.405031588611805,PRKCA,0.006329113924050633,1,H1ESC
204,MAPK Targets Nuclear Events Mediated by MAP Kinases,0.2181225314622797,0.4816946300896374,1/31,6.405031588611805,RPS6KA5,0.006329113924050633,1,H1ESC
205,Neurotransmitter Receptors and Postsynaptic Signal Transmission,0.2187092217964444,0.4816946300896374,3/204,2.874777018838898,PRKCA;MAPT;GABRG3,0.0189873417721519,3,H1ESC
206,"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",0.2187608800407086,0.4816946300896374,2/111,3.527374753744203,NRG3;INSR,0.012658227848101266,2,H1ESC
207,Phase II - Conjugation of Compounds,0.2187608800407086,0.4816946300896374,2/111,3.527374753744203,SULT2B1;CHAC1,0.012658227848101266,2,H1ESC
208,Nuclear Signaling by ERBB4,0.2243089434947042,0.4857069831627639,1/32,6.0842644656422,NRG3,0.006329113924050633,1,H1ESC
209,Packaging Of Telomere Ends,0.2243089434947042,0.4857069831627639,1/32,6.0842644656422,TERF1,0.006329113924050633,1,H1ESC
210,Respiratory Syncytial Virus (RSV) Attachment and Entry,0.2243089434947042,0.4857069831627639,1/32,6.0842644656422,SDC4,0.006329113924050633,1,H1ESC
211,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,0.2303868345427807,0.4857069831627639,2/115,3.28591820875213,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
212,Toll Like Receptor TLR6 TLR2 Cascade,0.2303868345427807,0.4857069831627639,2/115,3.28591820875213,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
213,DNA Methylation,0.2304467143777548,0.4857069831627639,1/33,5.787389048454303,DNMT3B,0.006329113924050633,1,H1ESC
214,Synthesis of Bile Acids and Bile Salts,0.2304467143777548,0.4857069831627639,1/33,5.787389048454303,OSBPL1A,0.006329113924050633,1,H1ESC
215,"Inactivation, Recovery and Regulation of the Phototransduction Cascade",0.2304467143777548,0.4857069831627639,1/33,5.787389048454303,PRKCA,0.006329113924050633,1,H1ESC
216,Adaptive Immune System,0.2343904009142504,0.4857069831627639,9/854,1.970072801036157,MRC2;CXADR;KLHL25;CDH1;RNF138;FBXO27;OSBPL1A;PVR;SPTBN2,0.056962025316455694,9,H1ESC
217,Signaling by WNT in Cancer,0.2365362241864841,0.4857069831627639,1/34,5.512009728174552,TNKS2,0.006329113924050633,1,H1ESC
218,Telomere C-strand (Lagging Strand) Synthesis,0.2365362241864841,0.4857069831627639,1/34,5.512009728174552,TERF1,0.006329113924050633,1,H1ESC
219,The Phototransduction Cascade,0.2365362241864841,0.4857069831627639,1/34,5.512009728174552,PRKCA,0.006329113924050633,1,H1ESC
220,Transcriptional Regulation by E2F6,0.2365362241864841,0.4857069831627639,1/34,5.512009728174552,PHC1,0.006329113924050633,1,H1ESC
221,MAPK Family Signaling Cascades,0.2369440728671782,0.4857069831627639,4/314,2.3564922603455853,NRG3;IGF2BP1;NRTN;SPTBN2,0.02531645569620253,4,H1ESC
222,Negative Regulation of the PI3K AKT Network,0.2391333329487011,0.4857069831627639,2/118,3.11921518192641,NRG3;INSR,0.012658227848101266,2,H1ESC
223,Toll Like Receptor 2 (TLR2) Cascade,0.2391333329487011,0.4857069831627639,2/118,3.11921518192641,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
224,Toll Like Receptor TLR1 TLR2 Cascade,0.2391333329487011,0.4857069831627639,2/118,3.11921518192641,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
225,CaM Pathway,0.2425778499893583,0.4857069831627639,1/35,5.25603160877981,PRKCA,0.006329113924050633,1,H1ESC
226,Calmodulin Induced Events,0.2425778499893583,0.4857069831627639,1/35,5.25603160877981,PRKCA,0.006329113924050633,1,H1ESC
227,Transcriptional Regulation by NPAS4,0.2425778499893583,0.4857069831627639,1/35,5.25603160877981,RBFOX3,0.006329113924050633,1,H1ESC
228,Cleavage of the Damaged Purine,0.2485719658698513,0.4857069831627639,1/36,5.01761548152493,TERF1,0.006329113924050633,1,H1ESC
229,Recognition and Association of DNA Glycosylase With Site Containing an Affected Purine,0.2485719658698513,0.4857069831627639,1/36,5.01761548152493,TERF1,0.006329113924050633,1,H1ESC
230,Depurination,0.2485719658698513,0.4857069831627639,1/36,5.01761548152493,TERF1,0.006329113924050633,1,H1ESC
231,Keratan Sulfate Keratin Metabolism,0.2485719658698513,0.4857069831627639,1/36,5.01761548152493,CHST6,0.006329113924050633,1,H1ESC
232,Molecules Associated With Elastic Fibres,0.2545189431420597,0.4857069831627639,1/37,4.795140576282281,MFAP4,0.006329113924050633,1,H1ESC
233,Ca-dependent Events,0.2545189431420597,0.4857069831627639,1/37,4.795140576282281,PRKCA,0.006329113924050633,1,H1ESC
234,Plasma Lipoprotein Clearance,0.2545189431420597,0.4857069831627639,1/37,4.795140576282281,APOC1,0.006329113924050633,1,H1ESC
235,Cross-presentation of Soluble Exogenous Antigens (Endosomes),0.2545189431420597,0.4857069831627639,1/37,4.795140576282281,MRC2,0.006329113924050633,1,H1ESC
236,RHOH GTPase Cycle,0.2545189431420597,0.4857069831627639,1/37,4.795140576282281,UACA,0.006329113924050633,1,H1ESC
237,RHOV GTPase Cycle,0.2545189431420597,0.4857069831627639,1/37,4.795140576282281,PARD6B,0.006329113924050633,1,H1ESC
238,Gap Junction Assembly,0.2545189431420597,0.4857069831627639,1/37,4.795140576282281,GJC1,0.006329113924050633,1,H1ESC
239,Glutathione Conjugation,0.2545189431420597,0.4857069831627639,1/37,4.795140576282281,CHAC1,0.006329113924050633,1,H1ESC
240,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,0.25851812646659,0.4897711332388395,3/223,2.3352875276155385,CXADR;CDH1;PVR,0.0189873417721519,3,H1ESC
241,Cooperation of PDCL (PhLP1) and TRiC CCT in G-protein Beta Folding,0.260419150151586,0.4897711332388395,1/38,4.587173583990028,RGS6,0.006329113924050633,1,H1ESC
242,Defective B3GALTL Causes PpS,0.260419150151586,0.4897711332388395,1/38,4.587173583990028,ADAMTS17,0.006329113924050633,1,H1ESC
243,MHC Class II Antigen Presentation,0.262523726241224,0.4897711332388395,2/126,2.7265431773317848,OSBPL1A;SPTBN2,0.012658227848101266,2,H1ESC
244,Reproduction,0.2654507067258967,0.4897711332388395,2/127,2.6821714933804612,CATSPERB;TERF1,0.012658227848101266,2,H1ESC
245,Glycosaminoglycan Metabolism,0.2654507067258967,0.4897711332388395,2/127,2.6821714933804612,CHST6;SDC4,0.012658227848101266,2,H1ESC
246,O-glycosylation of TSR Domain-Containing Proteins,0.2662729523503734,0.4897711332388395,1/39,4.392442751386305,ADAMTS17,0.006329113924050633,1,H1ESC
247,Association of TriC CCT With Target Proteins During Biosynthesis,0.2662729523503734,0.4897711332388395,1/39,4.392442751386305,KIF13A,0.006329113924050633,1,H1ESC
248,Platelet Aggregation (Plug Formation),0.2662729523503734,0.4897711332388395,1/39,4.392442751386305,BCAR1,0.006329113924050633,1,H1ESC
249,PRC2 Methylates Histones and DNA,0.277842790294562,0.4983217231066948,1/41,4.0382831193975575,DNMT3B,0.006329113924050633,1,H1ESC
250,Cleavage of the Damaged Pyrimidine,0.277842790294562,0.4983217231066948,1/41,4.0382831193975575,TERF1,0.006329113924050633,1,H1ESC
251,DAG and IP3 Signaling,0.277842790294562,0.4983217231066948,1/41,4.0382831193975575,PRKCA,0.006329113924050633,1,H1ESC
252,Defective Pyroptosis,0.277842790294562,0.4983217231066948,1/41,4.0382831193975575,DNMT3B,0.006329113924050633,1,H1ESC
253,Recognition and Association of DNA Glycosylase With Site Containing an Affected Pyrimidine,0.277842790294562,0.4983217231066948,1/41,4.0382831193975575,TERF1,0.006329113924050633,1,H1ESC
254,Depyrimidination,0.277842790294562,0.4983217231066948,1/41,4.0382831193975575,TERF1,0.006329113924050633,1,H1ESC
255,Response to Elevated Platelet Cytosolic Ca2+,0.2830077935912337,0.4983217231066948,2/133,2.4349987949734784,PRKCA;SCG3,0.012658227848101266,2,H1ESC
256,NCAM1 Interactions,0.283559542875431,0.4983217231066948,1/42,3.8769390562199937,NRTN,0.006329113924050633,1,H1ESC
257,Deactivation of the Beta-Catenin Transactivating Complex,0.283559542875431,0.4983217231066948,1/42,3.8769390562199937,TLE2,0.006329113924050633,1,H1ESC
258,Degradation of AXIN,0.283559542875431,0.4983217231066948,1/42,3.8769390562199937,TNKS2,0.006329113924050633,1,H1ESC
259,RHO GTPase Cycle,0.283642471614087,0.4983217231066948,5/450,1.7948894888174167,PREX2;PARD6B;RHPN2;UACA;ARHGAP23,0.03164556962025317,5,H1ESC
260,"Base-Excision Repair, AP Site Formation",0.2892313245785877,0.4983217231066948,1/43,3.7249717779080185,TERF1,0.006329113924050633,1,H1ESC
261,Signaling by SCF-KIT,0.2892313245785877,0.4983217231066948,1/43,3.7249717779080185,PRKCA,0.006329113924050633,1,H1ESC
262,Vasopressin Regulates Renal Water Homeostasis via Aquaporins,0.2892313245785877,0.4983217231066948,1/43,3.7249717779080185,MYO5B,0.006329113924050633,1,H1ESC
263,Gene Expression (Transcription),0.2945268005701756,0.4983217231066948,15/1615,1.461893720194783,ZNF100;NOTCH3;PHC1;RBFOX3;CBX2;ZNF43;ZNF33A;ZFP14;ZNF519;ZNF418;DNMT3B;ZNF724;ZNF215;MYL9;ZNF521,0.0949367088607595,15,H1ESC
264,NR1H3 & NR1H2 Regulate Gene Expression Linked to Cholesterol Transport and Efflux,0.2948584868164067,0.4983217231066948,1/44,3.581650371866043,APOC1,0.006329113924050633,1,H1ESC
265,Netrin-1 Signaling,0.2948584868164067,0.4983217231066948,1/44,3.581650371866043,NEO1,0.006329113924050633,1,H1ESC
266,Bile Acid and Bile Salt Metabolism,0.2948584868164067,0.4983217231066948,1/44,3.581650371866043,OSBPL1A,0.006329113924050633,1,H1ESC
267,Collagen Chain Trimerization,0.2948584868164067,0.4983217231066948,1/44,3.581650371866043,COL18A1,0.006329113924050633,1,H1ESC
268,Elastic Fibre Formation,0.2948584868164067,0.4983217231066948,1/44,3.581650371866043,MFAP4,0.006329113924050633,1,H1ESC
269,Retinoid Metabolism and Transport,0.2948584868164067,0.4983217231066948,1/44,3.581650371866043,SDC4,0.006329113924050633,1,H1ESC
270,Smooth Muscle Contraction,0.2948584868164067,0.4983217231066948,1/44,3.581650371866043,MYL9,0.006329113924050633,1,H1ESC
271,Developmental Biology,0.3001610704507927,0.5054182730384671,13/1385,1.452483307640294,EYA1;LAMA1;PRKCA;RPS6KA5;CDH1;CLTCL1;CLDN7;NRTN;MYL9;MYH10;ZNF521;NEO1;SPTBN2,0.08227848101265822,13,H1ESC
272,Early SARS-CoV-2 Infection Events,0.3059803455767096,0.5114561980807774,1/46,3.3183706439641787,SDC4,0.006329113924050633,1,H1ESC
273,Kidney Development,0.3059803455767096,0.5114561980807774,1/46,3.3183706439641787,EYA1,0.006329113924050633,1,H1ESC
274,Inhibition of DNA Recombination at Telomere,0.3114757315471597,0.5182770680029897,1/47,3.197275621305972,TERF1,0.006329113924050633,1,H1ESC
275,Metabolism of Amino Acids and Derivatives,0.3138171742396016,0.5182770680029897,4/358,1.6571659339746332,TPH2;GPT2;NAALAD2;RIMKLB,0.02531645569620253,4,H1ESC
276,NOTCH1 Intracellular Domain Regulates Transcription,0.3169278771771314,0.5182770680029897,1/48,3.0825395501893067,TLE2,0.006329113924050633,1,H1ESC
277,Recycling Pathway of L1,0.3169278771771314,0.5182770680029897,1/48,3.0825395501893067,RPS6KA5,0.006329113924050633,1,H1ESC
278,G Alpha (Z) Signalling Events,0.3169278771771314,0.5182770680029897,1/48,3.0825395501893067,PRKCA,0.006329113924050633,1,H1ESC
279,Metabolism of Fat-Soluble Vitamins,0.3169278771771314,0.5182770680029897,1/48,3.0825395501893067,SDC4,0.006329113924050633,1,H1ESC
280,Clathrin-mediated Endocytosis,0.3179822185782535,0.5182770680029897,2/145,2.0235182517167467,CLTCL1;STON2,0.012658227848101266,2,H1ESC
281,PLC Beta Mediated Events,0.3223371204330746,0.5198253561913668,1/49,2.9737157718145633,PRKCA,0.006329113924050633,1,H1ESC
282,Signaling by NOTCH3,0.3223371204330746,0.5198253561913668,1/49,2.9737157718145633,NOTCH3,0.006329113924050633,1,H1ESC
283,Signaling by TGFBR3,0.3223371204330746,0.5198253561913668,1/49,2.9737157718145633,TIMP2,0.006329113924050633,1,H1ESC
284,Toll Like Receptor 4 (TLR4) Cascade,0.326672461762609,0.524784401957023,2/148,1.9350044569043765,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
285,Chondroitin Sulfate Dermatan Sulfate Metabolism,0.3277037968552589,0.524784401957023,1/50,2.8703970097526006,SDC4,0.006329113924050633,1,H1ESC
286,EPH-ephrin Mediated Repulsion of Cells,0.333028239288524,0.5277748567271419,1/51,2.772211207219706,CLTCL1,0.006329113924050633,1,H1ESC
287,Extension of Telomeres,0.333028239288524,0.5277748567271419,1/51,2.772211207219706,TERF1,0.006329113924050633,1,H1ESC
288,Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity,0.333028239288524,0.5277748567271419,1/51,2.772211207219706,CDH1,0.006329113924050633,1,H1ESC
289,Aquaporin-mediated Transport,0.3383107779497758,0.5342977113827494,1/52,2.6788178729969903,MYO5B,0.006329113924050633,1,H1ESC
290,Class I MHC Mediated Antigen Processing & Presentation,0.34064218616158,0.5361310009003561,4/373,1.476149294982988,MRC2;KLHL25;RNF138;FBXO27,0.02531645569620253,4,H1ESC
291,"Platelet Activation, Signaling and Aggregation",0.3423889692667429,0.5361718637344033,3/262,1.5685051550081583,SCG3;PRKCA;BCAR1,0.0189873417721519,3,H1ESC
292,Nuclear Envelope Breakdown,0.3435517406268233,0.5361718637344033,1/53,2.5899048668388964,PRKCA,0.006329113924050633,1,H1ESC
293,NR1H2 and NR1H3-mediated Signaling,0.3487514523907913,0.5361718637344033,1/54,2.5051855685642948,APOC1,0.006329113924050633,1,H1ESC
294,G-protein Mediated Events,0.3487514523907913,0.5361718637344033,1/54,2.5051855685642948,PRKCA,0.006329113924050633,1,H1ESC
295,Insulin Receptor Signalling Cascade,0.3487514523907913,0.5361718637344033,1/54,2.5051855685642948,INSR,0.006329113924050633,1,H1ESC
296,Ion Homeostasis,0.3487514523907913,0.5361718637344033,1/54,2.5051855685642948,RYR1,0.006329113924050633,1,H1ESC
297,RAF MAP Kinase Cascade,0.3488629157049174,0.5361718637344033,3/265,1.5232134324762698,NRG3;NRTN;SPTBN2,0.0189873417721519,3,H1ESC
298,Intrinsic Pathway for Apoptosis,0.3539102359374158,0.5403029601977881,1/55,2.4243963716250096,UACA,0.006329113924050633,1,H1ESC
299,Ion Transport by P-type ATPases,0.3539102359374158,0.5403029601977881,1/55,2.4243963716250096,ATP9A,0.006329113924050633,1,H1ESC
300,Transmission Across Chemical Synapses,0.3574852198286241,0.5439476102375742,3/269,1.4652248005476285,PRKCA;MAPT;GABRG3,0.0189873417721519,3,H1ESC
301,MAPK1 MAPK3 Signaling,0.3617911377001235,0.5486766260485316,3/271,1.4372162869381209,NRG3;NRTN;SPTBN2,0.0189873417721519,3,H1ESC
302,Heparan Sulfate Heparin (HS-GAG) Metabolism,0.3641062962256796,0.5503652926447566,1/57,2.273655870022598,SDC4,0.006329113924050633,1,H1ESC
303,Signaling by PDGF,0.3691442057719892,0.5543214630936757,1/58,2.203273672376564,BCAR1,0.006329113924050633,1,H1ESC
304,Glycosphingolipid Metabolism,0.3691442057719892,0.5543214630936757,1/58,2.203273672376564,FUT2,0.006329113924050633,1,H1ESC
305,Meiotic Synapsis,0.3741424527293657,0.5582907300747538,1/59,2.1359564745465063,TERF1,0.006329113924050633,1,H1ESC
306,Cdc20 Phospho-APC C Mediated Degradation of Cyclin A,0.379101347277835,0.5582907300747538,1/60,2.0715269925684447,BUB1B,0.006329113924050633,1,H1ESC
307,DNA Damage Telomere Stress Induced Senescence,0.379101347277835,0.5582907300747538,1/60,2.0715269925684447,TERF1,0.006329113924050633,1,H1ESC
308,Recruitment and ATM-med Phosphorylation of Repair and Signaling Proteins at DNA Double Strand Breaks,0.379101347277835,0.5582907300747538,1/60,2.0715269925684447,EYA1,0.006329113924050633,1,H1ESC
309,Formation of the Beta-Catenin TCF Transactivating Complex,0.379101347277835,0.5582907300747538,1/60,2.0715269925684447,TLE2,0.006329113924050633,1,H1ESC
310,GABA Receptor Activation,0.379101347277835,0.5582907300747538,1/60,2.0715269925684447,GABRG3,0.006329113924050633,1,H1ESC
311,APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,0.3840211973693856,0.5583546298259638,1/61,2.00982080551388,BUB1B,0.006329113924050633,1,H1ESC
312,Nuclear Events (Kinase and Transcription Factor Activation),0.3840211973693856,0.5583546298259638,1/61,2.00982080551388,RPS6KA5,0.006329113924050633,1,H1ESC
313,Assembly of Collagen Fibrils and Other Multimeric Structures,0.3840211973693856,0.5583546298259638,1/61,2.00982080551388,COL18A1,0.006329113924050633,1,H1ESC
314,DNA Double Strand Break Response,0.3840211973693856,0.5583546298259638,1/61,2.00982080551388,EYA1,0.006329113924050633,1,H1ESC
315,APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.3937449837448492,0.5670918319344054,1/63,1.893978340875809,BUB1B,0.006329113924050633,1,H1ESC
316,Ca2+ Pathway,0.3937449837448492,0.5670918319344054,1/63,1.893978340875809,PRKCA,0.006329113924050633,1,H1ESC
317,MAP Kinase Activation,0.3937449837448492,0.5670918319344054,1/63,1.893978340875809,RPS6KA5,0.006329113924050633,1,H1ESC
318,Signaling by WNT,0.3960512214438353,0.5683656371537913,3/287,1.2345421850986564,TLE2;TNKS2;PRKCA,0.0189873417721519,3,H1ESC
319,Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.3985495238588247,0.5683656371537913,1/64,1.8395680072312748,BUB1B,0.006329113924050633,1,H1ESC
320,Collagen Degradation,0.3985495238588247,0.5683656371537913,1/64,1.8395680072312748,COL18A1,0.006329113924050633,1,H1ESC
321,Toll-like Receptor Cascades,0.4004411040544508,0.5683656371537913,2/174,1.34181271283896,RPS6KA5;PELI2,0.012658227848101266,2,H1ESC
322,Metabolism of Carbohydrates,0.4024269268156856,0.5683656371537913,3/290,1.2003896163036418,CHST6;SDC4;FUT2,0.0189873417721519,3,H1ESC
323,RAB Geranylgeranylation,0.4033162272379523,0.5683656371537913,1/65,1.7873311317117788,RAB20,0.006329113924050633,1,H1ESC
324,RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function,0.4033162272379523,0.5683656371537913,1/65,1.7873311317117788,MYL9,0.006329113924050633,1,H1ESC
325,Collagen Biosynthesis and Modifying Enzymes,0.4127373057646658,0.5798579326387023,1/67,1.6889260367837182,COL18A1,0.006329113924050633,1,H1ESC
326,Antigen Processing Ubiquitination & Proteasome Degradation,0.4151211780695302,0.5814235460423389,3/296,1.1353418764500398,KLHL25;RNF138;FBXO27,0.0189873417721519,3,H1ESC
327,Regulation of APC C Activators Between G1 S and Early Anaphase,0.4173922662687204,0.5828221278996157,1/68,1.6425503635540326,BUB1B,0.006329113924050633,1,H1ESC
328,RHOB GTPase Cycle,0.4265924758832385,0.5919949568237965,1/70,1.5549833825361414,RHPN2,0.006329113924050633,1,H1ESC
329,RAC1 GTPase Cycle,0.4278391500189447,0.5919949568237965,2/184,1.1757887239088574,PREX2;ARHGAP23,0.012658227848101266,2,H1ESC
330,Ion Channel Transport,0.4278391500189447,0.5919949568237965,2/184,1.1757887239088574,RYR1;ATP9A,0.012658227848101266,2,H1ESC
331,Base Excision Repair,0.4311382967353416,0.5947630720023689,1/71,1.5136219211579331,TERF1,0.006329113924050633,1,H1ESC
332,Degradation of Beta-Catenin by the Destruction Complex,0.4356483057117359,0.5973860000478295,1/72,1.473770459178842,TLE2,0.006329113924050633,1,H1ESC
333,Interleukin-17 Signaling,0.4356483057117359,0.5973860000478295,1/72,1.473770459178842,RPS6KA5,0.006329113924050633,1,H1ESC
334,Pre-NOTCH Transcription and Translation,0.440122783197037,0.6015249485217308,1/73,1.435356458929709,NOTCH3,0.006329113924050633,1,H1ESC
335,TCF Dependent Signaling in Response to WNT,0.4412934120159422,0.6015249485217308,2/189,1.102336500925882,TLE2;TNKS2,0.012658227848101266,2,H1ESC
336,Signaling by NOTCH1,0.4445620073521806,0.6030103941629523,1/74,1.3983117449036233,TLE2,0.006329113924050633,1,H1ESC
337,APC C-mediated Degradation of Cell Cycle Proteins,0.4489662541693597,0.6030103941629523,1/75,1.362572188354762,BUB1B,0.006329113924050633,1,H1ESC
338,"Plasma Lipoprotein Assembly, Remodeling, and Clearance",0.4489662541693597,0.6030103941629523,1/75,1.362572188354762,APOC1,0.006329113924050633,1,H1ESC
339,Regulation of Mitotic Cell Cycle,0.4489662541693597,0.6030103941629523,1/75,1.362572188354762,BUB1B,0.006329113924050633,1,H1ESC
340,Signaling by FGFR2,0.4489662541693597,0.6030103941629523,1/75,1.362572188354762,RBFOX2,0.006329113924050633,1,H1ESC
341,NoRC Negatively Regulates rRNA Expression,0.4533357974873148,0.6053288491230034,1/76,1.3280774186245112,DNMT3B,0.006329113924050633,1,H1ESC
342,Regulation of mRNA Stability by Proteins That Bind AU-rich Elements,0.4533357974873148,0.6053288491230034,1/76,1.3280774186245112,PRKCA,0.006329113924050633,1,H1ESC
343,Diseases of Programmed Cell Death,0.4619718583492953,0.6132843800694994,1/78,1.262597981001048,DNMT3B,0.006329113924050633,1,H1ESC
344,Regulation of Insulin Secretion,0.4619718583492953,0.6132843800694994,1/78,1.262597981001048,PRKCA,0.006329113924050633,1,H1ESC
345,PCP CE Pathway,0.4662389130771781,0.6171601797379989,1/79,1.2315090863963185,PRKCA,0.006329113924050633,1,H1ESC
346,PKR-mediated Signaling,0.4704723385378199,0.6174106906886003,1/80,1.2014560971906352,MAPT,0.006329113924050633,1,H1ESC
347,Post NMDA Receptor Activation Events,0.4704723385378199,0.6174106906886003,1/80,1.2014560971906352,MAPT,0.006329113924050633,1,H1ESC
348,MAPK6 MAPK4 Signaling,0.4704723385378199,0.6174106906886003,1/80,1.2014560971906352,IGF2BP1,0.006329113924050633,1,H1ESC
349,Negative Epigenetic Regulation of rRNA Expression,0.4788393531592205,0.6248103240653077,1/82,1.144279713054762,DNMT3B,0.006329113924050633,1,H1ESC
350,Signaling by Insulin Receptor,0.4788393531592205,0.6248103240653077,1/82,1.144279713054762,INSR,0.006329113924050633,1,H1ESC
351,Muscle Contraction,0.4805869439518958,0.6253091486646826,2/204,0.9133760776743718,RYR1;MYL9,0.012658227848101266,2,H1ESC
352,Constitutive Signaling by Aberrant PI3K in Cancer,0.4829734628842869,0.6266341246487348,1/83,1.117073242625778,NRG3,0.006329113924050633,1,H1ESC
