,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number,CellType
210,Defective CHST6 Causes MCDC1,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,CHST6,0.0026246719160104987,1,GM12878
211,Formation of the Editosome,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,APOBEC3H,0.0026246719160104987,1,GM12878
212,Interleukin-18 Signaling,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,ALOX5,0.0026246719160104987,1,GM12878
213,RUNX3 Regulates WNT Signaling,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,RUNX3,0.0026246719160104987,1,GM12878
214,RUNX3 Regulates YAP1-mediated Transcription,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,RUNX3,0.0026246719160104987,1,GM12878
215,Regulation of NFE2L2 Gene Expression,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,NFKB1,0.0026246719160104987,1,GM12878
216,Regulation of Gene Expression in Early Pancreatic Precursor Cells,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,HNF1B,0.0026246719160104987,1,GM12878
217,"Cell Death Signalling via NRAGE, NRIF and NADE",0.1206087776417082,0.4537245998078929,3/76,5.411222417222444,FGD3;PREX1;ARHGEF3,0.007874015748031496,3,GM12878
218,ISG15 Antiviral Mechanism,0.1206087776417082,0.4537245998078929,3/76,5.411222417222444,MX2;MX1;USP18,0.007874015748031496,3,GM12878
219,Phospholipid Metabolism,0.1210935396314473,0.4537245998078929,6/211,3.857381439077603,DGAT2;PIK3CD;PLAAT2;PIK3R6;AGPAT3;PIK3R5,0.015748031496062992,6,GM12878
220,Cooperation of PDCL (PhLP1) and TRiC CCT in G-protein Beta Folding,0.1220931650392148,0.4537245998078929,2/38,7.263531270322686,GNG7;RGS6,0.005249343832020997,2,GM12878
221,Diseases of Mitotic Cell Cycle,0.1220931650392148,0.4537245998078929,2/38,7.263531270322686,CDK6;CCNE1,0.005249343832020997,2,GM12878
222,FCGR3A-mediated IL10 Synthesis,0.1273330319518378,0.4580229267314082,4/121,4.390274218690542,FGR;HCK;SYK;PLCG2,0.010498687664041995,4,GM12878
223,Chromatin Modifications During the Maternal to Zygotic Transition (MZT),0.1274027058077184,0.4580229267314082,2/39,6.92381168871646,KDM6B;AICDA,0.005249343832020997,2,GM12878
224,Glycosphingolipid Catabolism,0.1274027058077184,0.4580229267314082,2/39,6.92381168871646,SMPD3;ARSA,0.005249343832020997,2,GM12878
225,Cellular Senescence,0.1281042817307681,0.4580229267314082,5/167,3.95533623285631,KDM6B;CDK6;CCNE1;NFKB1;MAP2K6,0.013123359580052493,5,GM12878
226,Apoptosis,0.1304319963509639,0.4580229267314082,5/168,3.8964224400769703,DBNL;CDH1;GAS2;GSDME;TP73,0.013123359580052493,5,GM12878
227,Biosynthesis of the N-glycan Precursor (Dolichol LLO) and Transfer to a Nascent Protein,0.1312103509573277,0.4580229267314082,3/79,4.9898339020646825,FCSK;ST8SIA4;ST3GAL6,0.007874015748031496,3,GM12878
228,MAP2K and MAPK Activation,0.1327657049356639,0.4580229267314082,2/40,6.606356120383207,APBB1IP;CSK,0.005249343832020997,2,GM12878
229,Rab Regulation of Trafficking,0.1329089608966666,0.4580229267314082,4/123,4.226292573435693,TRAPPC6A;RAB27A;DENND6B;TBC1D10A,0.010498687664041995,4,GM12878
230,Activated NTRK2 Signals Through RAS,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,NTRK2,0.0026246719160104987,1,GM12878
231,Activation of PUMA and Translocation to Mitochondria,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,TP73,0.0026246719160104987,1,GM12878
232,Atorvastatin ADME,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,SLCO2B1,0.0026246719160104987,1,GM12878
233,Formyl Peptide Receptors Bind Formyl Peptides and Many Other Ligands,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,SAA1,0.0026246719160104987,1,GM12878
234,Interleukin-1 Processing,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,NFKB1,0.0026246719160104987,1,GM12878
235,Interleukin-23 Signaling,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,IL12RB1,0.0026246719160104987,1,GM12878
236,Interleukin-9 Signaling,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,JAK3,0.0026246719160104987,1,GM12878
237,Microbial Modulation of RIPK1-mediated Regulated Necrosis,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,MLKL,0.0026246719160104987,1,GM12878
238,Nef and Signal Transduction,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,HCK,0.0026246719160104987,1,GM12878
239,PI5P Regulates TP53 Acetylation,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,MAP2K6,0.0026246719160104987,1,GM12878
240,PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,DOK1,0.0026246719160104987,1,GM12878
241,Synthesis of 5-Eicosatetraenoic Acids,0.1343533918412131,0.4580229267314082,1/9,15.572263456285429,ALOX5,0.0026246719160104987,1,GM12878
242,G Alpha (Q) Signalling Events,0.1373169533537413,0.465297086684646,6/219,3.4899773226109367,GPR132;PRKCH;PRKCE;GNG7;PTAFR;SAA1,0.015748031496062992,6,GM12878
243,RET Signaling,0.1381791348336221,0.465297086684646,2/41,6.309235830320615,DOK1;PIK3CD,0.005249343832020997,2,GM12878
244,Signaling by RAF1 Mutants,0.1381791348336221,0.465297086684646,2/41,6.309235830320615,APBB1IP;CSK,0.005249343832020997,2,GM12878
245,MHC Class II Antigen Presentation,0.1414569444880797,0.4691663215652024,4/126,3.99443076101854,CTSH;HLA-DRB1;SPTBN2;TUBA8,0.010498687664041995,4,GM12878
246,Regulation of Beta-Cell Development,0.1436400500821247,0.4691663215652024,2/42,6.030730378920685,KAT2B;HNF1B,0.005249343832020997,2,GM12878
247,Vesicle-mediated Transport,0.1465046874467716,0.4691663215652024,16/752,2.6194602330327252,ITSN2;RALGAPA2;RAB27A;LNPEP;AGPAT3;TRAPPC6A;CYTH4;FCHO1;SAA1;NAA38;DENND6B;IL7R;TBC1D10A;CYTH1;SPTBN2;TUBA8,0.04199475065616798,16,GM12878
248,Activation of Ca-permeable Kainate Receptor,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,NCALD,0.0026246719160104987,1,GM12878
249,Glucocorticoid Biosynthesis,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,POMC,0.0026246719160104987,1,GM12878
250,InlA-mediated Entry of Listeria Monocytogenes Into Host Cells,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,CDH1,0.0026246719160104987,1,GM12878
251,Interleukin-21 Signaling,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,JAK3,0.0026246719160104987,1,GM12878
252,Ionotropic Activity of Kainate Receptors,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,NCALD,0.0026246719160104987,1,GM12878
253,Neurotransmitter Clearance,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,SLC6A4,0.0026246719160104987,1,GM12878
254,RHOBTB3 ATPase Cycle,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,CCNE1,0.0026246719160104987,1,GM12878
255,RUNX3 Regulates p14-ARF,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,RUNX3,0.0026246719160104987,1,GM12878
256,Regulation of FOXO Transcriptional Activity by Acetylation,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,KAT2B,0.0026246719160104987,1,GM12878
257,Signal Attenuation,0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,INSR,0.0026246719160104987,1,GM12878
258,"Tetrahydrobiopterin (BH4) Synthesis, Recycling, Salvage and Regulation",0.1481233490467241,0.4691663215652024,1/10,13.168497411540082,GCH1,0.0026246719160104987,1,GM12878
259,Signaling by Receptor Tyrosine Kinases,0.1486234881262989,0.4691663215652024,12/536,2.733246849975102,NTRK2;MEF2C;TEC;RPS6KA5;INSR;PRKCE;GRAP2;PTPN6;CSK;ADAP1;JAK3;PAG1,0.031496062992125984,12,GM12878
260,Assembly and Cell Surface Presentation of NMDA Receptors,0.1491455856512387,0.4691663215652024,2/43,5.769300784844262,GRIN2A;TUBA8,0.005249343832020997,2,GM12878
261,Vasopressin Regulates Renal Water Homeostasis via Aquaporins,0.1491455856512387,0.4691663215652024,2/43,5.769300784844262,GNG7;MYO5B,0.005249343832020997,2,GM12878
262,PI Metabolism,0.1495645364504827,0.4691663215652024,3/84,4.378887131743575,PIK3CD;PIK3R6;PIK3R5,0.007874015748031496,3,GM12878
263,Disease,0.1518183711774671,0.4744324099295848,40/2131,2.281808875341614,BLM;BCL2A1;ARPC1B;GBE1;PIK3CD;NOD2;CHD3;CORO1A;NT5E;PSTPIP1;PNP;SV2C;SV2B;CDH1;GNG7;PLCG2;BLNK;CSK;JAK3;MAP2K6;IFNAR2;NTRK2;CHST6;SYK;MLKL;RHOG;NFKB1;APBB1IP;FGR;POMC;KAT2B;HCK;CDK6;CCNE1;IRF4;PTPN6;PIK3AP1;ADA;GSDME;TUBA8,0.10498687664041995,40,GM12878
264,Intra-Golgi Traffic,0.1546929551152739,0.479780781842485,2/44,5.5235666857841474,CYTH4;CYTH1,0.005249343832020997,2,GM12878
265,TP53 Regulates Transcription of Cell Death Genes,0.1546929551152739,0.479780781842485,2/44,5.5235666857841474,AIFM2;TP73,0.005249343832020997,2,GM12878
266,DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta,0.157126220401928,0.4797907508791268,3/86,4.162017654233905,NLRC5;SAA1;NFKB1,0.007874015748031496,3,GM12878
267,Transcriptional Regulation by RUNX3,0.157126220401928,0.4797907508791268,3/86,4.162017654233905,KAT2B;ITGAL;RUNX3,0.007874015748031496,3,GM12878
268,Paradoxical Activation of RAF Signaling by Kinase Inactive BRAF,0.1602794488054552,0.4797907508791268,2/45,5.29228682533772,APBB1IP;CSK,0.005249343832020997,2,GM12878
269,Signaling by RAS Mutants,0.1602794488054552,0.4797907508791268,2/45,5.29228682533772,APBB1IP;CSK,0.005249343832020997,2,GM12878
270,Signaling by Moderate Kinase Activity BRAF Mutants,0.1602794488054552,0.4797907508791268,2/45,5.29228682533772,APBB1IP;CSK,0.005249343832020997,2,GM12878
271,Signaling Downstream of RAS Mutants,0.1602794488054552,0.4797907508791268,2/45,5.29228682533772,APBB1IP;CSK,0.005249343832020997,2,GM12878
272,Activated NTRK2 Signals Through FRS2 and FRS3,0.1616749439326027,0.4797907508791268,1/11,11.30778505863651,NTRK2,0.0026246719160104987,1,GM12878
273,Androgen Biosynthesis,0.1616749439326027,0.4797907508791268,1/11,11.30778505863651,POMC,0.0026246719160104987,1,GM12878
274,Apoptotic Cleavage of Cell Adhesion Proteins,0.1616749439326027,0.4797907508791268,1/11,11.30778505863651,CDH1,0.0026246719160104987,1,GM12878
275,RHO GTPases Activate KTN1,0.1616749439326027,0.4797907508791268,1/11,11.30778505863651,RHOG,0.0026246719160104987,1,GM12878
276,Regulated Proteolysis of p75NTR,0.1616749439326027,0.4797907508791268,1/11,11.30778505863651,NFKB1,0.0026246719160104987,1,GM12878
277,Transport of Organic Anions,0.1616749439326027,0.4797907508791268,1/11,11.30778505863651,SLCO2B1,0.0026246719160104987,1,GM12878
278,Interleukin-12 Signaling,0.1659024322012304,0.4894392997456404,2/46,5.074342313355237,PSME2;IL12RB1,0.005249343832020997,2,GM12878
279,Pre-NOTCH Expression and Processing,0.16868343943528,0.4894392997456404,3/89,3.862194650105129,KAT2B;ATP2A3;ST3GAL6,0.007874015748031496,3,GM12878
280,Ion Channel Transport,0.1701455828159164,0.4894392997456404,5/184,3.0826012155834386,MLKL;ATP10D;ATP2A3;TRPV3;MCOLN2,0.013123359580052493,5,GM12878
281,Cyclin D Associated Events in G1,0.1715593441370156,0.4894392997456404,2/47,4.86872222112496,CDK6;CCNE1,0.005249343832020997,2,GM12878
282,G1 Phase,0.1715593441370156,0.4894392997456404,2/47,4.86872222112496,CDK6;CCNE1,0.005249343832020997,2,GM12878
283,Heme Signaling,0.1715593441370156,0.4894392997456404,2/47,4.86872222112496,MEF2C;CRTC3,0.005249343832020997,2,GM12878
284,RAB GEFs Exchange GTP for GDP on RABs,0.1725897567069155,0.4894392997456404,3/90,3.768498922068487,TRAPPC6A;RAB27A;DENND6B,0.007874015748031496,3,GM12878
285,Defective RIPK1-mediated Regulated Necrosis,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,MLKL,0.0026246719160104987,1,GM12878
286,Endosomal Vacuolar Pathway,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,LNPEP,0.0026246719160104987,1,GM12878
287,NOTCH2 Intracellular Domain Regulates Transcription,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,FCER2,0.0026246719160104987,1,GM12878
288,PECAM1 Interactions,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,PTPN6,0.0026246719160104987,1,GM12878
289,Peptide Hormone Biosynthesis,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,POMC,0.0026246719160104987,1,GM12878
290,Pyrimidine Catabolism,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,NT5E,0.0026246719160104987,1,GM12878
291,Reduction of Cytosolic Ca++ Levels,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,ATP2A3,0.0026246719160104987,1,GM12878
292,TP53 Regulates Transcription of Caspase Activators and Caspases,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,TP73,0.0026246719160104987,1,GM12878
293,TP53 Regulates Transcription of Death Receptors and Ligands,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,TP73,0.0026246719160104987,1,GM12878
294,Unwinding of DNA,0.1750116283938956,0.4894392997456404,1/12,9.832131386668028,MCM5,0.0026246719160104987,1,GM12878
295,RNA Polymerase I Transcription Initiation,0.177247695206427,0.4923547089067417,2/48,4.67451113703032,KAT2B;CHD3,0.005249343832020997,2,GM12878
296,Recycling Pathway of L1,0.177247695206427,0.4923547089067417,2/48,4.67451113703032,RPS6KA5;TUBA8,0.005249343832020997,2,GM12878
297,Telomere Maintenance,0.18047828567919,0.496614931369782,3/92,3.589732825085337,PIF1;BLM;POLD1,0.007874015748031496,3,GM12878
298,Mitotic G1 Phase and G1 S Transition,0.1808193562367551,0.496614931369782,4/139,3.1545543041337787,CDK6;CCNE1;MYBL2;MCM5,0.010498687664041995,4,GM12878
299,Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,0.1834314596470407,0.496614931369782,10/451,2.4023827993514644,APBB1IP;KAT2B;NTRK2;BCL2A1;IRF4;RHOG;PIK3CD;PTPN6;CSK;PIK3AP1,0.026246719160104987,10,GM12878
300,Cellular Responses to Mechanical Stimuli,0.1844588537092928,0.496614931369782,3/93,3.5044362896227135,GNG7;PIK3CD;NFKB1,0.007874015748031496,3,GM12878
301,Response of Endothelial Cells to Shear Stress,0.1844588537092928,0.496614931369782,3/93,3.5044362896227135,GNG7;PIK3CD;NFKB1,0.007874015748031496,3,GM12878
302,Signaling by ALK Fusions and Activated Point Mutants,0.1844588537092928,0.496614931369782,3/93,3.5044362896227135,BCL2A1;IRF4;PTPN6,0.007874015748031496,3,GM12878
303,Signaling by ALK in Cancer,0.1844588537092928,0.496614931369782,3/93,3.5044362896227135,BCL2A1;IRF4;PTPN6,0.007874015748031496,3,GM12878
304,Advanced Glycosylation Endproduct Receptor Signaling,0.1881367999286997,0.496614931369782,1/13,8.63838724430401,SAA1,0.0026246719160104987,1,GM12878
305,Cytosolic Iron-Sulfur Cluster Assembly,0.1881367999286997,0.496614931369782,1/13,8.63838724430401,POLD1,0.0026246719160104987,1,GM12878
306,IRF3-mediated Induction of Type I IFN,0.1881367999286997,0.496614931369782,1/13,8.63838724430401,NLRC3,0.0026246719160104987,1,GM12878
307,NF-kB Is Activated and Signals Survival,0.1881367999286997,0.496614931369782,1/13,8.63838724430401,NFKB1,0.0026246719160104987,1,GM12878
308,Nephron Development,0.1881367999286997,0.496614931369782,1/13,8.63838724430401,HNF1B,0.0026246719160104987,1,GM12878
309,The Activation of Arylsulfatases,0.1881367999286997,0.496614931369782,1/13,8.63838724430401,ARSA,0.0026246719160104987,1,GM12878
310,Class B 2 (Secretin Family Receptors),0.1884625356715103,0.496614931369782,3/94,3.421722523390786,ADGRE5;GIPR;GNG7,0.007874015748031496,3,GM12878
311,FCGR Activation,0.1884625356715103,0.496614931369782,3/94,3.421722523390786,FGR;HCK;SYK,0.007874015748031496,3,GM12878
312,Oxidative Stress Induced Senescence,0.1884625356715103,0.496614931369782,3/94,3.421722523390786,KDM6B;CDK6;MAP2K6,0.007874015748031496,3,GM12878
313,FCGR3A-mediated Phagocytosis,0.1903802858772604,0.496614931369782,4/142,2.9925461455333155,FGR;HCK;SYK;ARPC1B,0.010498687664041995,4,GM12878
314,Leishmania Phagocytosis,0.1903802858772604,0.496614931369782,4/142,2.9925461455333155,FGR;HCK;SYK;ARPC1B,0.010498687664041995,4,GM12878
315,Parasite Infection,0.1903802858772604,0.496614931369782,4/142,2.9925461455333155,FGR;HCK;SYK;ARPC1B,0.010498687664041995,4,GM12878
316,Aquaporin-mediated Transport,0.2002681239856991,0.496614931369782,2/52,3.9962257813468622,GNG7;MYO5B,0.005249343832020997,2,GM12878
317,COPI-independent Golgi-to-ER Retrograde Traffic,0.2002681239856991,0.496614931369782,2/52,3.9962257813468622,AGPAT3;TUBA8,0.005249343832020997,2,GM12878
318,Mitochondrial Protein Degradation,0.2006041874830713,0.496614931369782,3/97,3.188103840701603,CHCHD2;OXSM;HTRA2,0.007874015748031496,3,GM12878
319,Glycogen Breakdown (Glycogenolysis),0.2010538025181905,0.496614931369782,1/14,7.656556701277982,PHKG1,0.0026246719160104987,1,GM12878
320,Glycogen Synthesis,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,GBE1,0.0026246719160104987,1,GM12878
321,Leading Strand Synthesis,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,POLD1,0.0026246719160104987,1,GM12878
322,Mismatch Repair (MMR) Directed by MSH2 MSH3 (MutSbeta),0.2010538025181905,0.496614931369782,1/14,7.656556701277982,POLD1,0.0026246719160104987,1,GM12878
323,Mismatch Repair (MMR) Directed by MSH2 MSH6 (MutSalpha),0.2010538025181905,0.496614931369782,1/14,7.656556701277982,POLD1,0.0026246719160104987,1,GM12878
324,Physiological Factors,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,KAT2B,0.0026246719160104987,1,GM12878
325,Polymerase Switching,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,POLD1,0.0026246719160104987,1,GM12878
326,Regulation of IFNG Signaling,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,PTPN6,0.0026246719160104987,1,GM12878
327,Regulation of TP53 Activity Through Association With Co-factors,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,TP73,0.0026246719160104987,1,GM12878
328,Removal of the Flap Intermediate,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,POLD1,0.0026246719160104987,1,GM12878
329,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,CCNE1,0.0026246719160104987,1,GM12878
330,TP53 Regulates Transcription of Cell Death Genes With Uncertain Role in P53-Dependent Apoptosis,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,TP73,0.0026246719160104987,1,GM12878
331,Triglyceride Biosynthesis,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,DGAT2,0.0026246719160104987,1,GM12878
332,Tryptophan Catabolism,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,HAAO,0.0026246719160104987,1,GM12878
333,Uptake and Function of Anthrax Toxins,0.2010538025181905,0.496614931369782,1/14,7.656556701277982,MAP2K6,0.0026246719160104987,1,GM12878
334,Fc Epsilon Receptor (FCERI) Signaling,0.2054380162760467,0.5059294430678761,5/197,2.566317785184515,TEC;SYK;GRAP2;PLCG2;NFKB1,0.013123359580052493,5,GM12878
335,Signaling by EGFR,0.2060787290279475,0.5059968793096925,2/53,3.847990279830052,CSK;PAG1,0.005249343832020997,2,GM12878
336,Activation of NF-kappaB in B Cells,0.2119072548602472,0.5141600296212002,2/54,3.707161283906992,REL;NFKB1,0.005249343832020997,2,GM12878
337,Ion Homeostasis,0.2119072548602472,0.5141600296212002,2/54,3.707161283906992,STIM1;ATP2A3,0.005249343832020997,2,GM12878
338,YAP1- and WWTR1 (TAZ)-stimulated Gene Expression,0.2137659274667535,0.5141600296212002,1/15,6.837593315591123,KAT2B,0.0026246719160104987,1,GM12878
339,p130Cas Linkage to MAPK Signaling for Integrins,0.2137659274667535,0.5141600296212002,1/15,6.837593315591123,APBB1IP,0.0026246719160104987,1,GM12878
340,GRB2 SOS Provides Linkage to MAPK Signaling for Integrins,0.2137659274667535,0.5141600296212002,1/15,6.837593315591123,APBB1IP,0.0026246719160104987,1,GM12878
341,Mismatch Repair,0.2137659274667535,0.5141600296212002,1/15,6.837593315591123,POLD1,0.0026246719160104987,1,GM12878
342,Processive Synthesis on the Lagging Strand,0.2137659274667535,0.5141600296212002,1/15,6.837593315591123,POLD1,0.0026246719160104987,1,GM12878
343,Asparagine N-linked Glycosylation,0.2158394531440454,0.5162216330953586,7/306,2.23713428282321,TRAPPC6A;FCSK;ST8SIA4;MGAT3;ST3GAL6;SPTBN2;TUBA8,0.01837270341207349,7,GM12878
344,Intrinsic Pathway for Apoptosis,0.2177516706874967,0.5162216330953586,2/55,3.573256200017211,GSDME;TP73,0.005249343832020997,2,GM12878
345,Ion Transport by P-type ATPases,0.2177516706874967,0.5162216330953586,2/55,3.573256200017211,ATP10D;ATP2A3,0.005249343832020997,2,GM12878
346,Signaling by Non-Receptor Tyrosine Kinases,0.2177516706874967,0.5162216330953586,2/55,3.573256200017211,DOK1;CCNE1,0.005249343832020997,2,GM12878
347,Signaling by PTK6,0.2177516706874967,0.5162216330953586,2/55,3.573256200017211,DOK1;CCNE1,0.005249343832020997,2,GM12878
348,Interleukin-12 Family Signaling,0.2236100053502827,0.5199945451594827,2/56,3.44583157225271,PSME2;IL12RB1,0.005249343832020997,2,GM12878
349,Transcriptional Activation of Mitochondrial Biogenesis,0.2236100053502827,0.5199945451594827,2/56,3.44583157225271,MEF2C;CRTC3,0.005249343832020997,2,GM12878
350,Intra-Golgi and Retrograde Golgi-to-ER Traffic,0.2253739126911202,0.5199945451594827,5/204,2.3303065906320763,CYTH4;NAA38;AGPAT3;CYTH1;TUBA8,0.013123359580052493,5,GM12878
351,p75NTR Signals via NF-kB,0.2262764141966719,0.5199945451594827,1/16,6.1461875475450185,NFKB1,0.0026246719160104987,1,GM12878
352,Elevation of Cytosolic Ca2+ Levels,0.2262764141966719,0.5199945451594827,1/16,6.1461875475450185,STIM1,0.0026246719160104987,1,GM12878
353,Glycogen Storage Diseases,0.2262764141966719,0.5199945451594827,1/16,6.1461875475450185,GBE1,0.0026246719160104987,1,GM12878
354,Heme Degradation,0.2262764141966719,0.5199945451594827,1/16,6.1461875475450185,SLCO2B1,0.0026246719160104987,1,GM12878
355,MAP3K8 (TPL2)-dependent MAPK1 3 Activation,0.2262764141966719,0.5199945451594827,1/16,6.1461875475450185,NFKB1,0.0026246719160104987,1,GM12878
356,Polo-like Kinase Mediated Events,0.2262764141966719,0.5199945451594827,1/16,6.1461875475450185,MYBL2,0.0026246719160104987,1,GM12878
357,Regulation of KIT Signaling,0.2262764141966719,0.5199945451594827,1/16,6.1461875475450185,PTPN6,0.0026246719160104987,1,GM12878
358,Transcription of E2F Targets Under Neg Control by P107 (RBL1) and P130 (RBL2) in Complex With HDAC1,0.2262764141966719,0.5199945451594827,1/16,6.1461875475450185,MYBL2,0.0026246719160104987,1,GM12878
359,Chemokine Receptors Bind Chemokines,0.2294803460431771,0.5244356938659865,2/57,3.3244792856891836,CCL5;CCR7,0.005249343832020997,2,GM12878
360,Neurexins and Neuroligins,0.2294803460431771,0.5244356938659865,2/57,3.3244792856891836,GRIN2A;DBNL,0.005249343832020997,2,GM12878
361,Cargo Recognition for Clathrin-Mediated Endocytosis,0.2338007908277391,0.5328332940134939,3/105,2.6568942010394547,ITSN2;FCHO1;IL7R,0.007874015748031496,3,GM12878
362,Glycosphingolipid Metabolism,0.2353608368014169,0.534910992730493,2/58,3.208823199586503,SMPD3;ARSA,0.005249343832020997,2,GM12878
363,Biosynthesis of DHA-derived SPMs,0.2385884511413817,0.5359408981428647,1/17,5.5563242101419075,ALOX5,0.0026246719160104987,1,GM12878
364,FOXO-mediated Transcription of Cell Cycle Genes,0.2385884511413817,0.5359408981428647,1/17,5.5563242101419075,BTG1,0.0026246719160104987,1,GM12878
365,RIP-mediated NFkB Activation via ZBP1,0.2385884511413817,0.5359408981428647,1/17,5.5563242101419075,NFKB1,0.0026246719160104987,1,GM12878
366,Removal of the Flap Intermediate From the C-strand,0.2385884511413817,0.5359408981428647,1/17,5.5563242101419075,POLD1,0.0026246719160104987,1,GM12878
367,G Alpha (I) Signalling Events,0.2390621218382717,0.5359408981428647,7/316,2.019413921293548,POMC;CCL5;GNG7;SAA1;RGS20;CCR7;RGS6,0.01837270341207349,7,GM12878
368,TNF Signaling,0.241249677434371,0.5363961518723899,2/59,3.09851614901587,SMPD3;BIRC3,0.005249343832020997,2,GM12878
369,Role of Phospholipids in Phagocytosis,0.2422528121146736,0.5363961518723899,3/107,2.541865202932107,SYK;PRKCE;PLCG2,0.007874015748031496,3,GM12878
370,Sphingolipid Metabolism,0.2422528121146736,0.5363961518723899,3/107,2.541865202932107,SMPD3;ARSA;CERS4,0.007874015748031496,3,GM12878
371,Stimuli-sensing Channels,0.2422528121146736,0.5363961518723899,3/107,2.541865202932107,MLKL;TRPV3;MCOLN2,0.007874015748031496,3,GM12878
372,G Alpha (S) Signalling Events,0.2437551243011044,0.5363961518723899,4/158,2.280217711130418,POMC;GIPR;GNG7;PDE7A,0.010498687664041995,4,GM12878
373,Synthesis of DNA,0.2464976690070657,0.5363961518723899,3/108,2.4866833993897575,CCNE1;POLD1;MCM5,0.007874015748031496,3,GM12878
374,Regulation of TP53 Activity,0.2506593459885695,0.5363961518723899,4/160,2.206218677640643,BLM;CHD3;MAP2K6;TP73,0.010498687664041995,4,GM12878
375,ABC Transporters in Lipid Homeostasis,0.2507051763859116,0.5363961518723899,1/18,5.048448231807407,ABCD2,0.0026246719160104987,1,GM12878
376,Activation of SMO,0.2507051763859116,0.5363961518723899,1/18,5.048448231807407,EVC,0.0026246719160104987,1,GM12878
377,Formation of Definitive Endoderm,0.2507051763859116,0.5363961518723899,1/18,5.048448231807407,CDH1,0.0026246719160104987,1,GM12878
378,G Beta Gamma Signalling Through BTK,0.2507051763859116,0.5363961518723899,1/18,5.048448231807407,GNG7,0.0026246719160104987,1,GM12878
379,Lewis Blood Group Biosynthesis,0.2507051763859116,0.5363961518723899,1/18,5.048448231807407,ST3GAL6,0.0026246719160104987,1,GM12878
380,MECP2 Regulates Neuronal Receptors and Channels,0.2507051763859116,0.5363961518723899,1/18,5.048448231807407,GRIN2A,0.0026246719160104987,1,GM12878
381,Mitochondrial Unfolded Protein Response (UPRmt),0.2507051763859116,0.5363961518723899,1/18,5.048448231807407,HTRA2,0.0026246719160104987,1,GM12878
382,Prevention of Phagosomal-Lysosomal Fusion,0.2507051763859116,0.5363961518723899,1/18,5.048448231807407,CORO1A,0.0026246719160104987,1,GM12878
383,Synthesis of Glycosylphosphatidylinositol (GPI),0.2507051763859116,0.5363961518723899,1/18,5.048448231807407,PIGB,0.0026246719160104987,1,GM12878
384,Drug ADME,0.2507541298066718,0.5363961518723899,3/109,2.432986156245037,PNP;SLCO2B1;ADA,0.007874015748031496,3,GM12878
