,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number,CellType
46,DAP12 Interactions,0.0055957652874949,0.0975569516531083,4/45,31.64617704045985,SYK;GRAP2;PLCG2;SIRPB1,0.010498687664041995,4,GM12878
47,Interleukin-17 Signaling,0.0057785835200339,0.0975569516531083,5/72,24.101807046622028,MEF2C;RPS6KA5;NOD2;NFKB1;MAP2K6,0.013123359580052493,5,GM12878
48,Interleukin-1 Signaling,0.0057942916739421,0.0975569516531083,6/102,20.20937012012135,NLRC5;SAA1;NOD2;USP18;NFKB1;MAP2K6,0.015748031496062992,6,GM12878
49,MITF-M-regulated Melanocyte Development,0.0061332210153723,0.1011981467536431,7/136,17.37894000442105,POMC;BCL2A1;CDH1;IRF4;TFEB;DPF3;RAB27A,0.01837270341207349,7,GM12878
50,G Alpha (Z) Signalling Events,0.0070417079231897,0.1060075411954758,4/48,28.17720129367066,PRKCH;GNG7;PRKCE;RGS20,0.010498687664041995,4,GM12878
51,G Beta Gamma Signalling Through PI3Kgamma,0.0070671694130317,0.1060075411954758,3/25,42.148105852655966,GNG7;PIK3R6;PIK3R5,0.007874015748031496,3,GM12878
52,Interleukin-7 Signaling,0.0070671694130317,0.1060075411954758,3/25,42.148105852655966,IL7;IL7R;JAK3,0.007874015748031496,3,GM12878
53,Regulation of IFNA IFNB Signaling,0.0070671694130317,0.1060075411954758,3/25,42.148105852655966,IFNAR2;PTPN6;USP18,0.007874015748031496,3,GM12878
54,Signaling by Erythropoietin,0.0070671694130317,0.1060075411954758,3/25,42.148105852655966,PLCG2;PIK3CD;PIK3R5,0.007874015748031496,3,GM12878
55,Costimulation by the CD28 Family,0.0080750624641325,0.1187484120376979,5/78,20.678207884469305,GRAP2;CSK;PTPN6;MAP3K14;HLA-DRB1,0.013123359580052493,5,GM12878
56,Toxicity of Botulinum Toxin Type A (botA),0.0084270679020937,0.1187484120376979,2/9,84.96729486062732,SV2C;SV2B,0.005249343832020997,2,GM12878
57,Cell Recruitment (Pro-Inflammatory Response),0.0087801856173328,0.1187484120376979,3/27,36.93876843998791,NT5E;PSTPIP1;NFKB1,0.007874015748031496,3,GM12878
58,Integrin Signaling,0.0087801856173328,0.1187484120376979,3/27,36.93876843998791,APBB1IP;SYK;CSK,0.007874015748031496,3,GM12878
59,Interleukin Receptor SHC Signaling,0.0087801856173328,0.1187484120376979,3/27,36.93876843998791,PIK3CD;PTPN6;JAK3,0.007874015748031496,3,GM12878
60,Purinergic Signaling in Leishmaniasis Infection,0.0087801856173328,0.1187484120376979,3/27,36.93876843998791,NT5E;PSTPIP1;NFKB1,0.007874015748031496,3,GM12878
61,Interleukin-4 and Interleukin-13 Signaling,0.0090321858882936,0.1201863444813263,6/112,16.71688425543535,POMC;FCER2;IRF4;ALOX5;SAA1;JAK3,0.015748031496062992,6,GM12878
62,TCR Signaling,0.0094149078248309,0.1232904596108818,6/113,16.413802526563458,GRAP2;PLCG2;CSK;PAG1;NFKB1;HLA-DRB1,0.015748031496062992,6,GM12878
63,TRP Channels,0.0097198167411548,0.1252945126789489,3/28,34.69807597298955,MLKL;TRPV3;MCOLN2,0.007874015748031496,3,GM12878
64,mRNA Editing,0.0104238884250172,0.1300074743020235,2/10,71.03271462105859,APOBEC3H;ADARB1,0.005249343832020997,2,GM12878
65,DAP12 Signaling,0.0107157675788334,0.1300074743020235,3/29,32.65948092028991,SYK;GRAP2;PLCG2,0.007874015748031496,3,GM12878
66,Phosphorylation of CD3 and TCR Zeta Chains,0.0107157675788334,0.1300074743020235,3/29,32.65948092028991,CSK;PAG1;HLA-DRB1,0.007874015748031496,3,GM12878
67,TNFs Bind Their Physiological Receptors,0.0107157675788334,0.1300074743020235,3/29,32.65948092028991,TNFRSF8;CD27;TNFSF9,0.007874015748031496,3,GM12878
68,PD-1 Signaling,0.0117686202432918,0.1391497442285457,3/30,30.798508609893663,CSK;PTPN6;HLA-DRB1,0.007874015748031496,3,GM12878
69,Signal Transduction,0.0118066449648463,0.1391497442285457,56/2613,6.3544915912416045,ITSN2;ARPC1B;ATP2A3;PIK3CD;CHD3;SMPD3;PREX1;GPR132;RPS6KA5;ADGRE5;CDH1;GRAP2;CCR7;JAK3;RGS6;MEF2C;PRKCH;SYK;PRKCE;NCOA3;RHOG;GMIP;RUNX3;APBB1IP;KAT2B;FCER2;DOK1;EVC;CCNE1;ARHGEF3;BIRC3;GIPR;PTAFR;RASAL3;PIK3R6;PIK3R5;FGD3;GNG7;CCL5;PLCG2;RGS20;ST3GAL6;CSK;PAG1;SPTBN2;NTRK2;INSR;ADAP1;NFKB1;POMC;TEC;SAA1;PTPN6;PDE7A;PIK3AP1;TUBA8,0.14698162729658792,56,GM12878
70,Platelet Homeostasis,0.0126017182347626,0.1444610112636628,5/87,16.7008636497856,FGR;STIM1;GNG7;ATP2A3;PTPN6,0.013123359580052493,5,GM12878
71,Ribavirin ADME,0.012607506437556,0.1444610112636628,2/11,60.50572116868102,PNP;ADA,0.005249343832020997,2,GM12878
72,GPCR Downstream Signalling,0.0129916562780116,0.146823512730954,18/633,8.079660693404199,PRKCH;GIPR;PRKCE;PTAFR;PIK3R6;PIK3R5;FGD3;POMC;PREX1;GPR132;GNG7;CCL5;ARHGEF3;SAA1;RGS20;CCR7;PDE7A;RGS6,0.047244094488188976,18,GM12878
73,G-protein Beta Gamma Signalling,0.0140469951288676,0.1566050132610246,3/32,27.52934653100353,GNG7;PIK3R6;PIK3R5,0.007874015748031496,3,GM12878
74,Caspase-mediated Cleavage of Cytoskeletal Proteins,0.0149715153441823,0.1604090929733828,2/12,52.312652204667245,DBNL;GAS2,0.005249343832020997,2,GM12878
75,Erythropoietin Activates Phosphoinositide-3-kinase (PI3K),0.0149715153441823,0.1604090929733828,2/12,52.312652204667245,PIK3CD;PIK3R5,0.005249343832020997,2,GM12878
76,Interleukin-2 Signaling,0.0149715153441823,0.1604090929733828,2/12,52.312652204667245,SYK;JAK3,0.005249343832020997,2,GM12878
77,Leishmania Infection,0.0168920472148476,0.176404290534801,9/245,9.79398817214052,FGR;HCK;NT5E;PSTPIP1;SYK;ARPC1B;GNG7;PLCG2;NFKB1,0.023622047244094488,9,GM12878
78,Parasitic Infection Pathways,0.0168920472148476,0.176404290534801,9/245,9.79398817214052,FGR;HCK;NT5E;PSTPIP1;SYK;ARPC1B;GNG7;PLCG2;NFKB1,0.023622047244094488,9,GM12878
79,Purine Salvage,0.0175096639341956,0.1801095674200999,2/13,45.78207177680515,PNP;ADA,0.005249343832020997,2,GM12878
80,Nuclear Events Stimulated by ALK Signaling in Cancer,0.017901799428422,0.1801095674200999,3/35,23.526512492156872,BCL2A1;IRF4;PTPN6,0.007874015748031496,3,GM12878
81,Nucleotide Catabolism,0.017901799428422,0.1801095674200999,3/35,23.526512492156872,NT5E;PNP;NUDT18,0.007874015748031496,3,GM12878
82,Signaling by GPCR,0.0183769954077555,0.1809547785365237,19/706,7.02201421515329,PRKCH;GIPR;PRKCE;PTAFR;PIK3R6;PIK3R5;FGD3;POMC;PREX1;GPR132;ADGRE5;GNG7;CCL5;ARHGEF3;SAA1;RGS20;CCR7;PDE7A;RGS6,0.049868766404199474,19,GM12878
83,C-type Lectin Receptors (CLRs),0.0184244865419006,0.1809547785365237,6/131,12.017249089120062,RPS6KA5;SYK;PLCG2;ICAM3;MAP3K14;NFKB1,0.015748031496062992,6,GM12878
84,Interleukin-15 Signaling,0.0202158530832859,0.19393114876408,2/14,40.47380718736837,IL15RA;JAK3,0.005249343832020997,2,GM12878
85,RUNX3 Regulates NOTCH Signaling,0.0202158530832859,0.19393114876408,2/14,40.47380718736837,KAT2B;RUNX3,0.005249343832020997,2,GM12878
86,NOD1 2 Signaling Pathway,0.0207660071675854,0.1969190334857244,3/37,21.323517047071757,NOD2;MAP2K6;BIRC3,0.007874015748031496,3,GM12878
87,Apoptotic Cleavage of Cellular Proteins,0.0222867883102057,0.2089386404081786,3/38,20.33537329446931,DBNL;CDH1;GAS2,0.007874015748031496,3,GM12878
88,Negative Regulation of FLT3,0.0230841325235157,0.2139821273247245,2/15,36.08801664084221,CSK;SLA2,0.005249343832020997,2,GM12878
89,Platelet Aggregation (Plug Formation),0.0238667264653807,0.2187783259326566,3/39,19.413522271765853,APBB1IP;SYK;CSK,0.007874015748031496,3,GM12878
90,Regulation of Gene Expression in Late Stage (Branching Morphogenesis) Pancreatic Bud Precursor Cells,0.026108697674237,0.2316094148521028,2/16,32.41384896440064,KAT2B;HNF1B,0.005249343832020997,2,GM12878
91,STING Mediated Induction of Host Immune Responses,0.026108697674237,0.2316094148521028,2/16,32.41384896440064,CGAS;NLRC3,0.005249343832020997,2,GM12878
92,Signal Regulatory Protein Family Interactions,0.026108697674237,0.2316094148521028,2/16,32.41384896440064,PTPN6;SIRPB1,0.005249343832020997,2,GM12878
93,Generation of Second Messenger Molecules,0.0272038849924511,0.238757501263534,3/41,17.745550103442575,GRAP2;PLCG2;HLA-DRB1,0.007874015748031496,3,GM12878
94,Regulation of MITF-M-dependent Genes Involved in Pigmentation,0.0289608912762614,0.2415920640923613,3/42,16.98943905406463,IRF4;DPF3;RAB27A,0.007874015748031496,3,GM12878
95,Aberrant Regulation of Mitotic G1 S Transition in Cancer Due to RB1 Defects,0.0292838865566498,0.2415920640923613,2/17,29.298999229704155,CDK6;CCNE1,0.005249343832020997,2,GM12878
96,"Defective Binding of RB1 Mutants to E2F1,(E2F2, E2F3)",0.0292838865566498,0.2415920640923613,2/17,29.298999229704155,CDK6;CCNE1,0.005249343832020997,2,GM12878
97,GAB1 Signalosome,0.0292838865566498,0.2415920640923613,2/17,29.298999229704155,CSK;PAG1,0.005249343832020997,2,GM12878
98,Platelet Sensitization by LDL,0.0292838865566498,0.2415920640923613,2/17,29.298999229704155,FGR;PTPN6,0.005249343832020997,2,GM12878
99,The NLRP3 Inflammasome,0.0292838865566498,0.2415920640923613,2/17,29.298999229704155,PSTPIP1;NFKB1,0.005249343832020997,2,GM12878
100,Signaling by SCF-KIT,0.0307766304971807,0.2513932689126151,3/43,16.27947492269408,TEC;GRAP2;PTPN6,0.007874015748031496,3,GM12878
101,"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",0.0322647516700538,0.2565426685944515,5/111,10.130157905252071,NTRK2;INSR;RHOG;PIK3CD;PIK3AP1,0.013123359580052493,5,GM12878
102,Pre-NOTCH Processing in Golgi,0.0326041767270033,0.2565426685944515,2/18,26.630898100375234,ATP2A3;ST3GAL6,0.005249343832020997,2,GM12878
103,Regulation of NF-kappa B Signaling,0.0326041767270033,0.2565426685944515,2/18,26.630898100375234,NLRC5;USP18,0.005249343832020997,2,GM12878
104,Uptake and Actions of Bacterial Toxins,0.0326508850938392,0.2565426685944515,3/44,15.611895514894604,SV2C;SV2B;MAP2K6,0.007874015748031496,3,GM12878
105,Processive Synthesis on the C-strand of the Telomere,0.0360641822986804,0.2806882112868997,2/19,24.32467582707884,BLM;POLD1,0.005249343832020997,2,GM12878
106,Interleukin-10 Signaling,0.036573868396119,0.2819947796897029,3/46,14.390716579713448,FCER2;CCL5;PTAFR,0.007874015748031496,3,GM12878
107,G Alpha (12 13) Signalling Events,0.0386923328380992,0.295566431402147,4/80,10.68738576690845,FGD3;PREX1;GNG7;ARHGEF3,0.010498687664041995,4,GM12878
108,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,0.0396586510366199,0.2984686953520911,2/20,22.315225555662728,AIFM2;TP73,0.005249343832020997,2,GM12878
109,Death Receptor Signaling,0.0397958260469454,0.2984686953520911,6/157,8.01933419200051,SMPD3;FGD3;PREX1;ARHGEF3;NFKB1;BIRC3,0.015748031496062992,6,GM12878
110,Negative Regulation of the PI3K AKT Network,0.0403395742573043,0.2998211600205055,5/118,8.881330260392845,NTRK2;INSR;RHOG;PIK3CD;PIK3AP1,0.013123359580052493,5,GM12878
111,Programmed Cell Death,0.0431150688969207,0.3139520238242299,7/202,7.071545840358297,DBNL;MLKL;CDH1;GAS2;GSDME;TP73;BIRC3,0.01837270341207349,7,GM12878
112,Constitutive Signaling by Aberrant PI3K in Cancer,0.0433530915518887,0.3139520238242299,4/83,9.92044013083116,NTRK2;RHOG;PIK3CD;PIK3AP1,0.010498687664041995,4,GM12878
113,Neurotoxicity of Clostridium Toxins,0.0433824614738935,0.3139520238242299,2/21,20.551830696198536,SV2C;SV2B,0.005249343832020997,2,GM12878
114,Integrin Cell Surface Interactions,0.0466280612723393,0.3290222176686886,4/85,9.45001169640025,ITGAD;CDH1;ICAM3;ITGAL,0.010498687664041995,4,GM12878
115,ERK MAPK Targets,0.0472306201108899,0.3290222176686886,2/22,18.99444315275184,MEF2C;RPS6KA5,0.005249343832020997,2,GM12878
116,Extension of Telomeres,0.047382727679625,0.3290222176686886,3/51,11.87972899670952,PIF1;BLM;POLD1,0.007874015748031496,3,GM12878
117,Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity,0.047382727679625,0.3290222176686886,3/51,11.87972899670952,POMC;CDH1;TFEB,0.007874015748031496,3,GM12878
118,Potential Therapeutics for SARS,0.0474589623061502,0.3290222176686886,6/164,7.242819165928015,IFNAR2;SYK;PLCG2;BLNK;CHD3;JAK3,0.015748031496062992,6,GM12878
119,Apoptotic Execution Phase,0.0497127626388523,0.3411610694799908,3/52,11.4535128397151,DBNL;CDH1;GAS2,0.007874015748031496,3,GM12878
120,CLEC7A (Dectin-1) Signaling,0.0500369568570653,0.3411610694799908,4/87,9.009113012296035,SYK;PLCG2;MAP3K14;NFKB1,0.010498687664041995,4,GM12878
121,Activated TAK1 Mediates P38 MAPK Activation,0.0511982586548828,0.3434029543925067,2/23,17.611051927432346,NOD2;MAP2K6,0.005249343832020997,2,GM12878
122,Nucleotide Salvage,0.0511982586548828,0.3434029543925067,2/23,17.611051927432346,PNP;ADA,0.005249343832020997,2,GM12878
123,Synthesis of PIPs at the Plasma Membrane,0.0520977337533188,0.3446573724910872,3/53,11.048642158966764,PIK3CD;PIK3R6;PIK3R5,0.007874015748031496,3,GM12878
124,Fcgamma Receptor (FCGR) Dependent Phagocytosis,0.052220814013801,0.3446573724910872,6/168,6.8409770859613,FGR;HCK;SYK;PRKCE;ARPC1B;PLCG2,0.015748031496062992,6,GM12878
125,G-protein Activation,0.0552806313299116,0.3619565146601355,2/24,16.37578839735541,POMC;GNG7,0.005249343832020997,2,GM12878
126,Chaperonin-mediated Protein Folding,0.0572543482221529,0.3719278526242217,4/91,8.206549795072107,CCNE1;GNG7;RGS6;TUBA8,0.010498687664041995,4,GM12878
127,Glycogen Metabolism,0.0594731122227054,0.3745444090361219,2/25,15.267539493928824,PHKG1;GBE1,0.005249343832020997,2,GM12878
128,Inactivation of CSF3 (G-CSF) Signaling,0.0594731122227054,0.3745444090361219,2/25,15.267539493928824,HCK;SYK,0.005249343832020997,2,GM12878
129,Inflammasomes,0.0594731122227054,0.3745444090361219,2/25,15.267539493928824,PSTPIP1;NFKB1,0.005249343832020997,2,GM12878
130,TRAF6 Mediated NF-kB Activation,0.0594731122227054,0.3745444090361219,2/25,15.267539493928824,SAA1;NFKB1,0.005249343832020997,2,GM12878
131,MITF-M-dependent Gene Expression,0.0630138641204644,0.3938366507529026,4/94,7.665978035285896,BCL2A1;IRF4;DPF3;RAB27A,0.010498687664041995,4,GM12878
132,NRAGE Signals Death Through JNK,0.0675289020541023,0.4165973708659931,3/59,8.995916196448066,FGD3;PREX1;ARHGEF3,0.007874015748031496,3,GM12878
133,Effects of PIP2 Hydrolysis,0.0681704788689807,0.4165973708659931,2/27,13.365484380148851,PRKCH;PRKCE,0.005249343832020997,2,GM12878
134,G0 and Early G1,0.0681704788689807,0.4165973708659931,2/27,13.365484380148851,CCNE1;MYBL2,0.005249343832020997,2,GM12878
135,Protein Folding,0.0690663153019927,0.4172529251521359,4/97,7.171466072824059,CCNE1;GNG7;RGS6;TUBA8,0.010498687664041995,4,GM12878
136,P75 NTR Receptor-Mediated Signalling,0.0711481305780296,0.4172529251521359,4/98,7.015979427695426,FGD3;PREX1;ARHGEF3;NFKB1,0.010498687664041995,4,GM12878
137,Metabolism of Nucleotides,0.0711481305780296,0.4172529251521359,4/98,7.015979427695426,NT5E;PNP;NUDT18;ADA,0.010498687664041995,4,GM12878
138,Keratan Sulfate Biosynthesis,0.0726666890860026,0.4172529251521359,2/28,12.545160635643697,CHST6;ST3GAL6,0.005249343832020997,2,GM12878
139,Platelet Calcium Homeostasis,0.0726666890860026,0.4172529251521359,2/28,12.545160635643697,STIM1;ATP2A3,0.005249343832020997,2,GM12878
140,Regulated Necrosis,0.0730846514615882,0.4172529251521359,3/61,8.430060843569509,MLKL;BIRC3;GSDME,0.007874015748031496,3,GM12878
141,Biosynthesis of E-series 18(S)-resolvins,0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,ALOX5,0.0026246719160104987,1,GM12878
142,Drug-mediated Inhibition of CDK4 CDK6 Activity,0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,CDK6,0.0026246719160104987,1,GM12878
143,IRS Activation,0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,INSR,0.0026246719160104987,1,GM12878
144,MECP2 Regulates Transcription Factors,0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,MEF2C,0.0026246719160104987,1,GM12878
145,NGF-independant TRKA Activation,0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,NTRK2,0.0026246719160104987,1,GM12878
146,NTRK2 Activates RAC1,0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,NTRK2,0.0026246719160104987,1,GM12878
147,RUNX3 Regulates BCL2L11 (BIM) Transcription,0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,RUNX3,0.0026246719160104987,1,GM12878
148,TFAP2A Acts as a Transcriptional Repressor During Retinoic Acid Induced Cell Differentiation,0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,MYBL2,0.0026246719160104987,1,GM12878
149,The Fatty Acid Cycling Model,0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,UCP2,0.0026246719160104987,1,GM12878
150,Toxicity of Botulinum Toxin Type E (botE),0.0770189524015002,0.4172529251521359,1/5,39.78593252236256,SV2B,0.0026246719160104987,1,GM12878
151,Myogenesis,0.0772556514879218,0.4172529251521359,2/29,11.797769573988912,MEF2C;MAP2K6,0.005249343832020997,2,GM12878
152,Bacterial Infection Pathways,0.0784051983534352,0.4172529251521359,5/143,5.759640980678437,SV2C;SV2B;CDH1;CORO1A;MAP2K6,0.013123359580052493,5,GM12878
153,NCAM Signaling for Neurite Out-Growth,0.0788373099455589,0.4172529251521359,3/63,7.912241095751689,RPS6KA5;ST8SIA4;SPTBN2,0.007874015748031496,3,GM12878
154,Cytosolic Sensors of Pathogen-Associated DNA,0.081785663065663,0.4172529251521359,3/64,7.669661478494405,CGAS;NLRC3;NFKB1,0.007874015748031496,3,GM12878
155,Synthesis of Substrates in N-glycan Biosythesis,0.081785663065663,0.4172529251521359,3/64,7.669661478494405,FCSK;ST8SIA4;ST3GAL6,0.007874015748031496,3,GM12878
156,Membrane Trafficking,0.0818248526395484,0.4172529251521359,15/633,3.822656451941992,ITSN2;RALGAPA2;RAB27A;LNPEP;AGPAT3;TRAPPC6A;CYTH4;FCHO1;NAA38;DENND6B;IL7R;TBC1D10A;CYTH1;SPTBN2;TUBA8,0.03937007874015748,15,GM12878
157,Activation of Kainate Receptors Upon Glutamate Binding,0.0819333016662375,0.4172529251521359,2/30,11.11468244222567,GNG7;NCALD,0.005249343832020997,2,GM12878
158,Dectin-2 Family,0.0819333016662375,0.4172529251521359,2/30,11.11468244222567,SYK;PLCG2,0.005249343832020997,2,GM12878
159,Regulation of TP53 Activity Through Acetylation,0.0819333016662375,0.4172529251521359,2/30,11.11468244222567,CHD3;MAP2K6,0.005249343832020997,2,GM12878
160,Signaling by ALK,0.0819333016662375,0.4172529251521359,2/30,11.11468244222567,PTPN6;JAK3,0.005249343832020997,2,GM12878
161,Signaling by CSF3 (G-CSF),0.0819333016662375,0.4172529251521359,2/30,11.11468244222567,HCK;SYK,0.005249343832020997,2,GM12878
162,"Antigen Presentation Folding, Assembly and Peptide Loading of Class I MHC",0.0866956802528612,0.4226304215480472,2/31,10.488539401284,ERAP1;TAP1,0.005249343832020997,2,GM12878
163,MAPK Targets Nuclear Events Mediated by MAP Kinases,0.0866956802528612,0.4226304215480472,2/31,10.488539401284,MEF2C;RPS6KA5,0.005249343832020997,2,GM12878
164,RHO GTPases Activate IQGAPs,0.0866956802528612,0.4226304215480472,2/31,10.488539401284,CDH1;TUBA8,0.005249343832020997,2,GM12878
165,FOXO-mediated Transcription,0.0909097827352306,0.4226304215480472,3/67,7.000261929706728,POMC;KAT2B;BTG1,0.007874015748031496,3,GM12878
166,DNA Strand Elongation,0.0915389306617162,0.4226304215480472,2/32,9.913028199882143,POLD1;MCM5,0.005249343832020997,2,GM12878
167,Regulation of Necroptotic Cell Death,0.0915389306617162,0.4226304215480472,2/32,9.913028199882143,MLKL;BIRC3,0.005249343832020997,2,GM12878
168,Activated NTRK2 Signals Through CDK5,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,NTRK2,0.0026246719160104987,1,GM12878
169,Activation of TRKA Receptors,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,NTRK2,0.0026246719160104987,1,GM12878
170,Biosynthesis of EPA-derived SPMs,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,ALOX5,0.0026246719160104987,1,GM12878
171,Biosynthesis of Lipoxins (LX),0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,ALOX5,0.0026246719160104987,1,GM12878
172,CLEC7A Inflammasome Pathway,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,NFKB1,0.0026246719160104987,1,GM12878
173,GDP-fucose Biosynthesis,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,FCSK,0.0026246719160104987,1,GM12878
174,PTK6 Regulates Cell Cycle,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,CCNE1,0.0026246719160104987,1,GM12878
175,RUNX1 Regulates Transcription of Genes Involved in BCR Signaling,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,PAX5,0.0026246719160104987,1,GM12878
176,Scavenging by Class B Receptors,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,SAA1,0.0026246719160104987,1,GM12878
177,Sensory Perception of Salty Taste,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,CALHM1,0.0026246719160104987,1,GM12878
178,TNFR1-mediated Ceramide Production,0.0916979944934551,0.4226304215480472,1/6,29.661429725168077,SMPD3,0.0026246719160104987,1,GM12878
179,Glucagon-type Ligand Receptors,0.0964592968439505,0.4371959922524503,2/33,9.382707178414478,GIPR;GNG7,0.005249343832020997,2,GM12878
180,Sialic Acid Metabolism,0.0964592968439505,0.4371959922524503,2/33,9.382707178414478,ST8SIA4;ST3GAL6,0.005249343832020997,2,GM12878
181,FCERI Mediated Ca+2 Mobilization,0.0985518322811087,0.4371959922524503,4/110,5.451384672295279,TEC;SYK;GRAP2;PLCG2,0.010498687664041995,4,GM12878
182,PI3K AKT Signaling in Cancer,0.0985518322811087,0.4371959922524503,4/110,5.451384672295279,NTRK2;RHOG;PIK3CD;PIK3AP1,0.010498687664041995,4,GM12878
183,Hemostasis,0.1003695346589976,0.4371959922524503,16/707,3.347358719737873,PRKCH;SYK;PRKCE;RHOG;ATP2A3;ITGAL;PIK3R6;PIK3R5;APBB1IP;FGR;STIM1;GNG7;PLCG2;PTPN6;CSK;TUBA8,0.04199475065616798,16,GM12878
184,RIPK1-mediated Regulated Necrosis,0.1014531210516743,0.4371959922524503,2/34,8.892862642001237,MLKL;BIRC3,0.005249343832020997,2,GM12878
185,Telomere C-strand (Lagging Strand) Synthesis,0.1014531210516743,0.4371959922524503,2/34,8.892862642001237,BLM;POLD1,0.005249343832020997,2,GM12878
186,Translocation of SLC2A4 (GLUT4) to the Plasma Membrane,0.1036972994293547,0.4371959922524503,3/71,6.225602290062966,RALGAPA2;LNPEP;TUBA8,0.007874015748031496,3,GM12878
187,Transcriptional Regulation by RUNX1,0.1040600199052419,0.4371959922524503,6/202,4.326204463963244,KAT2B;SPI1;CDK6;PCGF5;PAX5;TP73,0.015748031496062992,6,GM12878
188,Activated NTRK2 Signals Through FYN,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,NTRK2,0.0026246719160104987,1,GM12878
189,Activated NTRK2 Signals Through PI3K,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,NTRK2,0.0026246719160104987,1,GM12878
190,Acyl Chain Remodeling of DAG and TAG,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,DGAT2,0.0026246719160104987,1,GM12878
191,CREB Phosphorylation,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,RPS6KA5,0.0026246719160104987,1,GM12878
192,DEx H-box Helicases Activate Type I IFN and Inflammatory Cytokines Production,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,NFKB1,0.0026246719160104987,1,GM12878
193,Epithelial-Mesenchymal Transition (EMT) During Gastrulation,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,CDH1,0.0026246719160104987,1,GM12878
194,Erythropoietin Activates Phospholipase C Gamma (PLCG),0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,PLCG2,0.0026246719160104987,1,GM12878
195,IkBA Variant Leads to EDA-ID,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,NFKB1,0.0026246719160104987,1,GM12878
196,Mitochondrial Uncoupling,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,UCP2,0.0026246719160104987,1,GM12878
197,Phosphate Bond Hydrolysis by NUDT Proteins,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,NUDT18,0.0026246719160104987,1,GM12878
198,RUNX3 Regulates CDKN1A Transcription,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,RUNX3,0.0026246719160104987,1,GM12878
199,Release of Apoptotic Factors From the Mitochondria,0.1061443061777736,0.4371959922524503,1/7,23.203152984412853,GSDME,0.0026246719160104987,1,GM12878
200,CD28 Co-Stimulation,0.1065168417487788,0.4371959922524503,2/35,8.439393104347115,GRAP2;MAP3K14,0.005249343832020997,2,GM12878
201,Antiviral Mechanism by IFN-stimulated Genes,0.1080452886767671,0.4412740750412519,5/158,4.5371614089098,MX2;MX1;USP18;MAP2K6;TUBA8,0.013123359580052493,5,GM12878
202,Anti-inflammatory Response Favouring Leishmania Parasite Infection,0.1101928969246305,0.4449698930485578,5/159,4.467599895279909,FGR;HCK;SYK;GNG7;PLCG2,0.013123359580052493,5,GM12878
203,Leishmania Parasite Growth and Survival,0.1101928969246305,0.4449698930485578,5/159,4.467599895279909,FGR;HCK;SYK;GNG7;PLCG2,0.013123359580052493,5,GM12878
204,Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects,0.111646991346729,0.4449698930485578,2/36,8.018714724778611,CDK6;CCNE1,0.005249343832020997,2,GM12878
205,Keratan Sulfate Keratin Metabolism,0.111646991346729,0.4449698930485578,2/36,8.018714724778611,CHST6;ST3GAL6,0.005249343832020997,2,GM12878
206,Signaling by High-Kinase Activity BRAF Mutants,0.111646991346729,0.4449698930485578,2/36,8.018714724778611,APBB1IP;CSK,0.005249343832020997,2,GM12878
207,mRNA Editing C to U Conversion,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,APOBEC3H,0.0026246719160104987,1,GM12878
208,Binding of TCF LEF CTNNB1 to Target Gene Promoters,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,RUNX3,0.0026246719160104987,1,GM12878
209,Biosynthesis of Maresins,0.1203615652783329,0.4537245998078929,1/8,18.772867311588463,ALOX5,0.0026246719160104987,1,GM12878
