Experiment,Jump set,Gene count,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number
H1ESC small vs GM12878 large,without mids (small -> large),91,NCAM1 Interactions,0.170978594073258,0.361062347824815,1/42,9.72692073864062,NRTN,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Deactivation of the Beta-Catenin Transactivating Complex,0.170978594073258,0.361062347824815,1/42,9.72692073864062,TLE2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Degradation of AXIN,0.170978594073258,0.361062347824815,1/42,9.72692073864062,TNKS2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Apoptosis,0.1719202310941279,0.361062347824815,2/168,4.814500603107023,MAPT;UACA,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by SCF-KIT,0.1746754974797397,0.361062347824815,1/43,9.379852384352931,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,SUMO E3 Ligases SUMOylate Target Proteins,0.1750895896066597,0.361062347824815,2/170,4.7073533569500405,CBX2;DNMT3B,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Elastic Fibre Formation,0.1783560995279207,0.361062347824815,1/44,9.051770322881527,MFAP4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Retinoid Metabolism and Transport,0.1783560995279207,0.361062347824815,1/44,9.051770322881527,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,NR1H3 & NR1H2 Regulate Gene Expression Linked to Cholesterol Transport and Efflux,0.1783560995279207,0.361062347824815,1/44,9.051770322881527,APOC1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Netrin-1 Signaling,0.1783560995279207,0.361062347824815,1/44,9.051770322881527,NEO1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,SUMOylation of Transcription Cofactors,0.1783560995279207,0.361062347824815,1/44,9.051770322881527,CBX2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Bile Acid and Bile Salt Metabolism,0.1783560995279207,0.361062347824815,1/44,9.051770322881527,OSBPL1A,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Smooth Muscle Contraction,0.1783560995279207,0.361062347824815,1/44,9.051770322881527,MYL9,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Collagen Chain Trimerization,0.1783560995279207,0.361062347824815,1/44,9.051770322881527,COL18A1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,SUMOylation,0.1846532639019276,0.3713373667177146,2/176,4.40497156655867,CBX2;DNMT3B,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Early SARS-CoV-2 Infection Events,0.1856686833588573,0.3713373667177146,1/46,8.44702052052336,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,SUMOylation of RNA Binding Proteins,0.1893008063695804,0.3763345372137767,1/47,8.167900888313985,CBX2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,NOTCH1 Intracellular Domain Regulates Transcription,0.1929169104206551,0.3767553779979853,1/48,7.902835241681023,TLE2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,G Alpha (Z) Signalling Events,0.1929169104206551,0.3767553779979853,1/48,7.902835241681023,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Metabolism of Fat-Soluble Vitamins,0.1929169104206551,0.3767553779979853,1/48,7.902835241681023,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,PLC Beta Mediated Events,0.1965170653943891,0.3790548828739093,1/49,7.650857071596247,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by TGFBR3,0.1965170653943891,0.3790548828739093,1/49,7.650857071596247,TIMP2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Ion Channel Transport,0.1975195624614045,0.3790548828739093,2/184,4.041785183688815,RYR1;ATP9A,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Chondroitin Sulfate Dermatan Sulfate Metabolism,0.2001013407742902,0.3818025582589905,1/50,7.411084001248333,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,EPH-ephrin Mediated Repulsion of Cells,0.2036698058608028,0.3863907174044946,1/51,7.1827089618133035,CLTCL1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,TCF Dependent Signaling in Response to WNT,0.205617668701232,0.3865049427947448,2/189,3.835291275007575,TLE2;TNKS2,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Hemostasis,0.2067672132535523,0.3865049427947448,5/707,2.567196610454596,CXADR;SDC4;SCG3;PRKCA;BCAR1,0.054945054945054944,5
H1ESC small vs GM12878 large,without mids (small -> large),91,Apoptotic Execution Phase,0.2072225295706764,0.3865049427947448,1/52,6.964992454417293,MAPT,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Nuclear Envelope Breakdown,0.2107595805777352,0.3908862694092145,1/53,6.757255731043813,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,NR1H2 and NR1H3-mediated Signaling,0.2142810272062562,0.3908862694092145,1/54,6.55887478187328,APOC1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,G-protein Mediated Events,0.2142810272062562,0.3908862694092145,1/54,6.55887478187328,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Ion Homeostasis,0.2142810272062562,0.3908862694092145,1/54,6.55887478187328,RYR1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Intrinsic Pathway for Apoptosis,0.2177869375273538,0.3929633872776167,1/55,6.369275012132357,UACA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Ion Transport by P-type ATPases,0.2177869375273538,0.3929633872776167,1/55,6.369275012132357,ATP9A,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Regulation of PTEN Stability and Activity,0.2212773793367176,0.3958377704436935,1/56,6.1879265243989305,TNKS2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Heparan Sulfate Heparin (HS-GAG) Metabolism,0.2247524201032408,0.3958377704436935,1/57,6.01433992648605,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Programmed Cell Death,0.226830924204776,0.3958377704436935,2/202,3.3611794563698627,MAPT;UACA,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Transcriptional Regulation by RUNX1,0.226830924204776,0.3958377704436935,2/202,3.3611794563698627,CBX2;MYL9,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,SUMOylation of Chromatin Organization Proteins,0.2282121269940814,0.3958377704436935,1/58,5.848062596467224,CBX2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by ERBB4,0.2282121269940814,0.3958377704436935,1/58,5.848062596467224,NRG3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by PDGF,0.2282121269940814,0.3958377704436935,1/58,5.848062596467224,BCAR1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Muscle Contraction,0.2301105111314242,0.3958377704436935,2/204,3.2953654404480064,RYR1;MYL9,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Neurotransmitter Receptors and Postsynaptic Signal Transmission,0.2301105111314242,0.3958377704436935,2/204,3.2953654404480064,PRKCA;MAPT,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Adherens Junctions Interactions,0.231656566910395,0.396443196980676,1/59,5.688675349179462,PVR,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Formation of the Beta-Catenin TCF Transactivating Complex,0.2350858064592527,0.4002486550998559,1/60,5.535789456285142,TLE2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Assembly of Collagen Fibrils and Other Multimeric Structures,0.2384999119816929,0.4019389379589951,1/61,5.389043975331155,COL18A1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Regulation of PTEN Gene Transcription,0.2384999119816929,0.4019389379589951,1/61,5.389043975331155,CBX2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,NCAM Signaling for Neurite Out-Growth,0.2452829847133578,0.4092158337931396,1/63,5.112655271210953,NRTN,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Ca2+ Pathway,0.2452829847133578,0.4092158337931396,1/63,5.112655271210953,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Collagen Degradation,0.2486520831462469,0.4127624580227699,1/64,4.982408698951666,COL18A1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function,0.2520063099873694,0.416249228436849,1/65,4.857092146086011,MYL9,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,G Alpha (Q) Signalling Events,0.254792815345736,0.4187683895781403,2/219,2.8526612495415256,PRKCA;NTSR1,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Collagen Biosynthesis and Modifying Enzymes,0.2586704081156604,0.422715232765055,1/67,4.620251476195301,COL18A1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Biological Oxidations,0.2597406851929856,0.422715232765055,2/222,2.77375925908836,SULT2B1;CHAC1,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell,0.2613903709701717,0.423324893473644,2/223,2.748100774890875,CXADR;PVR,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,RHOB GTPase Cycle,0.2685566316356539,0.4328194257428986,1/70,4.296137649216402,RHPN2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Developmental Biology,0.2741133336588496,0.4390618742167601,8/1385,1.720466245172662,CLTCL1;CLDN7;PRKCA;NRTN;MYL9;MYH10;NEO1;ZNF521,0.08791208791208792,8
H1ESC small vs GM12878 large,without mids (small -> large),91,Degradation of Beta-Catenin by the Destruction Complex,0.2750749091478496,0.4390618742167601,1/72,4.0985471412789165,TLE2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Cell Surface Interactions at the Vascular Wall,0.2778895603162877,0.441432220215347,2/233,2.5079225857056184,CXADR;SDC4,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by NOTCH1,0.2815357456587105,0.4425738937376487,1/74,3.914162952127173,TLE2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by FGFR2,0.2847447801224569,0.4425738937376487,1/75,3.8265487957479625,RBFOX2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,"Plasma Lipoprotein Assembly, Remodeling, and Clearance",0.2847447801224569,0.4425738937376487,1/75,3.8265487957479625,APOC1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,NoRC Negatively Regulates rRNA Expression,0.2879396417088317,0.4425738937376487,1/76,3.7418041277126273,DNMT3B,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Regulation of Endogenous Retroelements by KRAB-ZFP Proteins,0.2879396417088317,0.4425738937376487,1/76,3.7418041277126273,ZNF418,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,ECM Proteoglycans,0.2879396417088317,0.4425738937376487,1/76,3.7418041277126273,LAMA5,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Regulation of mRNA Stability by Proteins That Bind AU-rich Elements,0.2879396417088317,0.4425738937376487,1/76,3.7418041277126273,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,SUMOylation of DNA Damage Response and Repair Proteins,0.2911203922630145,0.4454007844761329,1/77,3.659801814088919,CBX2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Diseases of Programmed Cell Death,0.2942870934344774,0.4461338585399384,1/78,3.58042185405644,DNMT3B,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Regulation of Insulin Secretion,0.2942870934344774,0.4461338585399384,1/78,3.58042185405644,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,PCP CE Pathway,0.2974398065708461,0.4468326505951172,1/79,3.503550897109435,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by MET,0.2974398065708461,0.4468326505951172,1/79,3.503550897109435,LAMA5,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,PKR-mediated Signaling,0.3005785927562063,0.4474981739688812,1/80,3.4290817971424112,MAPT,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Post NMDA Receptor Activation Events,0.3005785927562063,0.4474981739688812,1/80,3.4290817971424112,MAPT,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Negative Epigenetic Regulation of rRNA Expression,0.3068146273381391,0.4547431083761705,1/82,3.2869491736198495,DNMT3B,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Constitutive Signaling by Aberrant PI3K in Cancer,0.3099119965854497,0.4572923682949747,1/83,3.2190988407985026,NRG3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,PI Metabolism,0.3129956806176924,0.4597989644472295,1/84,3.153276072945632,TNFAIP8L3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Integrin Cell Surface Interactions,0.316065739191776,0.4622635480690292,1/85,3.0893991826788767,COL18A1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,RAF MAP Kinase Cascade,0.3304248239716697,0.4760351475279005,2/265,1.9018159828452208,NRG3;NRTN,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Opioid Signalling,0.3312137249443987,0.4760351475279005,1/90,2.7966215364309024,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Collagen Formation,0.3312137249443987,0.4760351475279005,1/90,2.7966215364309024,COL18A1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Adaptive Immune System,0.3312172261414006,0.4760351475279005,5/854,1.4767474968099077,MRC2;CXADR;KLHL25;OSBPL1A;PVR,0.054945054945054944,5
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by FGFR,0.3342032719304514,0.476203803780729,1/91,2.742920757507892,RBFOX2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Chaperonin-mediated Protein Folding,0.3342032719304514,0.476203803780729,1/91,2.742920757507892,KIF13A,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Transmission Across Chemical Synapses,0.3369336646582627,0.4780426353271078,2/269,1.839950298102906,PRKCA;MAPT,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Activation of NMDA Receptors and Postsynaptic Events,0.3401427812414636,0.4785602770545996,1/93,2.6398971762938377,MAPT,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,MAPK1 MAPK3 Signaling,0.3401814017617033,0.4785602770545996,2/271,1.8099818379550128,NRG3;NRTN,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Oxidative Stress Induced Senescence,0.3430928588581939,0.4806195322401703,1/94,2.590467693599858,CBX2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Antigen processing-Cross Presentation,0.3489539461183639,0.4867000941109814,1/96,2.4955249379020694,MRC2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Protein Folding,0.3518650695508217,0.4867000941109814,1/97,2.44991905212596,KIF13A,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,MyD88 Cascade Initiated on Plasma Membrane,0.3547633216110165,0.4867000941109814,1/98,2.40549854852336,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Toll Like Receptor 10 (TLR10) Cascade,0.3547633216110165,0.4867000941109814,1/98,2.40549854852336,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Toll Like Receptor 5 (TLR5) Cascade,0.3547633216110165,0.4867000941109814,1/98,2.40549854852336,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Interleukin-1 Signaling,0.366228737801746,0.4983112334023756,1/102,2.238871401812642,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation,0.366228737801746,0.4983112334023756,1/102,2.238871401812642,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,MyD88 Dependent Cascade Initiated on Endosome,0.3690634721267987,0.5001186642697844,1/103,2.199793507468689,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Epigenetic Regulation of Gene Expression,0.3723735317531187,0.5010006245951769,2/291,1.541880122907036,ZNF418;DNMT3B,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Transcriptional Regulation by RUNX2,0.3774926697867455,0.5010006245951769,1/106,2.0882128749369477,ZNF521,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Sphingolipid Metabolism,0.38027758252405,0.5010006245951769,1/107,2.0528022897368023,CERS1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Stimuli-sensing Channels,0.38027758252405,0.5010006245951769,1/107,2.0528022897368023,RYR1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Post-translational Protein Phosphorylation,0.38027758252405,0.5010006245951769,1/107,2.0528022897368023,SCG3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Toll Like Receptor 7 8 (TLR7 8) Cascade,0.38027758252405,0.5010006245951769,1/107,2.0528022897368023,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Transport of Inorganic Cations Anions and Amino Acids Oligopeptides,0.38027758252405,0.5010006245951769,1/107,2.0528022897368023,SLC24A3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Integration of Energy Metabolism,0.3830501756920451,0.5015822360689502,1/108,2.018235591117378,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,RSV-host Interactions,0.3858105032296065,0.5015822360689502,1/109,1.9844859556723604,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,PI3K AKT Signaling in Cancer,0.3885586187844101,0.5015822360689502,1/110,1.951527636408426,NRG3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Toll Like Receptor 9 (TLR9) Cascade,0.3885586187844101,0.5015822360689502,1/110,1.951527636408426,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Mitotic Prophase,0.3912945757284882,0.5015822360689502,1/111,1.919335910440586,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,"PI5P, PP2A and IER3 Regulate PI3K AKT Signaling",0.3912945757284882,0.5015822360689502,1/111,1.919335910440586,NRG3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Regulation of Endogenous Retroelements,0.3912945757284882,0.5015822360689502,1/111,1.919335910440586,ZNF418,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Interleukin-4 and Interleukin-13 Signaling,0.3940184272996229,0.5031312225518262,1/112,1.8878870290173215,LAMA5,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane,0.4021178779155985,0.5080470542231307,1/115,1.7977736306873122,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Toll Like Receptor TLR6 TLR2 Cascade,0.4021178779155985,0.5080470542231307,1/115,1.7977736306873122,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Transport of Small Molecules,0.4033160434651983,0.5080470542231307,4/724,1.1389605096265558,RYR1;SLC24A3;APOC1;ATP9A,0.04395604395604396,4
H1ESC small vs GM12878 large,without mids (small -> large),91,SARS-CoV-2 Infection,0.4070591040407047,0.5080470542231307,2/313,1.3021708949304749,SDC4;CRB3,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,MAPK Family Signaling Cascades,0.4086149142343095,0.5080470542231307,2/314,1.2924222007262267,NRG3;NRTN,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Negative Regulation of the PI3K AKT Network,0.4101102726861416,0.5080470542231307,1/118,1.713575188304793,NRG3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Toll Like Receptor 2 (TLR2) Cascade,0.4101102726861416,0.5080470542231307,1/118,1.713575188304793,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Toll Like Receptor TLR1 TLR2 Cascade,0.4101102726861416,0.5080470542231307,1/118,1.713575188304793,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.4257794729758946,0.5254973421115131,1/124,1.560944379565104,SCG3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,MHC Class II Antigen Presentation,0.4309105242286232,0.5298603483107515,1/126,1.5142672079129118,OSBPL1A,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Glycosaminoglycan Metabolism,0.433459022883632,0.5310272900271802,1/127,1.491651271293,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Platelet Degranulation,0.4359962365002716,0.5321718769047433,1/128,1.469499558949398,SCG3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Class A 1 (Rhodopsin-like Receptors),0.4377942894331302,0.5324091724974331,2/333,1.1232559070257129,PLPPR3;NTSR1,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Cardiac Conduction,0.4410370059115997,0.5343952042432523,1/130,1.4265388735831128,RYR1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Respiratory Syncytial Virus Infection Pathway,0.4485147503415376,0.5414796258668746,1/133,1.3652783546249518,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Beta-catenin Independent WNT Signaling,0.4509852836691509,0.5424895441237613,1/134,1.3456620166184383,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Interleukin-1 Family Signaling,0.4655803366115963,0.5580240857583031,1/140,1.2357025029427418,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Diseases of Glycosylation,0.4797916370823561,0.5729885737818066,1/146,1.137634544574969,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Toll Like Receptor 4 (TLR4) Cascade,0.484445191018133,0.5764724136846601,1/148,1.107295790558374,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Class I MHC Mediated Antigen Processing & Presentation,0.4965987488158809,0.5888242307388303,2/373,0.8475057138242222,MRC2;KLHL25,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Metabolism of Steroids,0.5004108092841051,0.5912326999370922,1/155,1.0093183879258836,OSBPL1A,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Antiviral Mechanism by IFN-stimulated Genes,0.5071026376638433,0.597014452852468,1/158,0.9708883032928222,MAPT,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by TGFB Family Members,0.5137058246695991,0.6026513561494944,1/161,0.934391337857969,TIMP2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Cellular Senescence,0.5266509038958891,0.6156623242726591,1/167,0.8667057090683485,CBX2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Membrane Trafficking,0.5380928908093046,0.6268310166620671,3/633,0.6616223629667364,GJC1;CLTCL1;STON2,0.03296703296703297,3
H1ESC small vs GM12878 large,without mids (small -> large),91,Toll-like Receptor Cascades,0.5413233547126157,0.6283893488272322,1/174,0.7957153263485026,PELI2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,RAC1 GTPase Cycle,0.5615070381595928,0.649548211390191,1/184,0.7070069412798299,ARHGAP23,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Ub-specific Processing Proteases,0.5731930496952604,0.6607642100653696,1/190,0.6599289368653927,TNKS2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Peptide Ligand-Binding Receptors,0.5882966327203135,0.6734982140108418,1/198,0.6032965943094887,NTSR1,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Metabolism of Vitamins and Cofactors,0.5882966327203135,0.6734982140108418,1/198,0.6032965943094887,SDC4,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers,0.5995671692881094,0.6830799201082219,2/451,0.5097270021076176,NRG3;TNKS2,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by Interleukins,0.6007811345530144,0.6830799201082219,2/452,0.5065572333589503,LAMA5;PELI2,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by NOTCH,0.6082045735124243,0.6872272172936694,1/209,0.5352490284677918,TLE2,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by ROBO Receptors,0.6099664692705303,0.6872272172936694,1/210,0.5295622634707701,PRKCA,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Phospholipid Metabolism,0.6117205304019977,0.6872272172936694,1/211,0.5239525196611955,TNFAIP8L3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Signaling by GPCR,0.6127086033702595,0.6872272172936694,3/706,0.4669031042090129,PLPPR3;PRKCA;NTSR1,0.03296703296703297,3
H1ESC small vs GM12878 large,without mids (small -> large),91,GPCR Ligand Binding,0.6186638892346339,0.6915704081680083,2/467,0.4616406314348499,PLPPR3;NTSR1,0.02197802197802198,2
H1ESC small vs GM12878 large,without mids (small -> large),91,SARS-CoV-2-host Interactions,0.6237824638839239,0.6949522751995393,1/218,0.4867330300411933,CRB3,0.01098901098901099,1
H1ESC small vs GM12878 large,without mids (small -> large),91,Immune System,0.6278244512261514,0.6971161130671647,9/2150,0.4346483268842931,MRC2;LAMA5;CXADR;KLHL25;PELI2;TIMP2;MAPT;OSBPL1A;PVR,0.0989010989010989,9
H1ESC small vs GM12878 large,without mids (small -> large),91,Generic Transcription Pathway,0.646204710657212,0.7151332131273146,5/1230,0.3964545750745803,CBX2;ZNF418;ZNF215;MYL9;ZNF521,0.054945054945054944,5
H1ESC small vs GM12878 large,without mids (small -> large),91,Neddylation,0.6499789449337089,0.7169202980664164,1/234,0.413459990783698,KLHL25,0.01098901098901099,1
