Experiment,Jump set,Gene count,Term,P-value,Adjusted P-value,Overlap,Combined Score,Genes,Genes Ratio,Genes Number
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,G Beta Gamma Signalling Through PI3Kgamma,0.2989826989083425,0.5129336210629363,1/25,3.5257912693372764,GNB3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by EGFR in Cancer,0.2989826989083425,0.5129336210629363,1/25,3.5257912693372764,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by Erythropoietin,0.2989826989083425,0.5129336210629363,1/25,3.5257912693372764,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Glycogen Metabolism,0.2989826989083425,0.5129336210629363,1/25,3.5257912693372764,UGP2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Inflammasomes,0.2989826989083425,0.5129336210629363,1/25,3.5257912693372764,APP,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,TRAF6 Mediated NF-kB Activation,0.2989826989083425,0.5129336210629363,1/25,3.5257912693372764,APP,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Diseases of Programmed Cell Death,0.3012129662127239,0.5155773426249828,2/78,2.2151482142914727,APP;DNMT3B,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,PCP CE Pathway,0.3064198936298931,0.5227189817332378,2/79,2.1550420699192476,PRKCA;ROR1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Polymerase Switching on the C-strand of the Telomere,0.3088793982969132,0.5227189817332378,1/26,3.29329858473117,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Digestion and Absorption,0.3088793982969132,0.5227189817332378,1/26,3.29329858473117,GUCY2C,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Gluconeogenesis,0.3088793982969132,0.5227189817332378,1/26,3.29329858473117,PGAM2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Glucuronidation,0.3088793982969132,0.5227189817332378,1/26,3.29329858473117,UGP2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Amyloid Fiber Formation,0.3116194521586683,0.5249805185015403,2/80,2.097042187752951,APP;HSPG2,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,G Alpha (12 13) Signalling Events,0.3116194521586683,0.5249805185015403,2/80,2.097042187752951,RASGRF2;GNB3,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Interleukin-1 Family Signaling,0.3161913869885235,0.5314857471177878,3/140,1.7695402317167466,APP;PELI3;PELI2,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Cell Recruitment (Pro-Inflammatory Response),0.3186368680777314,0.5320097708083552,1/27,3.0826447861539403,APP,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Purinergic Signaling in Leishmaniasis Infection,0.3186368680777314,0.5320097708083552,1/27,3.0826447861539403,APP,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Downstream Signaling of Activated FGFR4,0.3186368680777314,0.5320097708083552,1/27,3.0826447861539403,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Oncogenic MAPK Signaling,0.3219931862838127,0.5349374311862012,2/82,1.9869884351510567,KRAS;VCL,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Muscle Contraction,0.324737618439393,0.5349374311862012,4/204,1.5793260011604144,RYR1;MYL9;SORBS3;VCL,0.013468013468013467,4
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Transport of Small Molecules,0.3247386574982794,0.5349374311862012,12/724,1.334376084560678,RYR1;SLC13A3;SLC24A3;APOC1;SLC1A3;GNB3;ADCY2;ADCY1;VLDLR;SLC39A14;ATP9A;SLC5A5,0.04040404040404041,12
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Constitutive Signaling by Aberrant PI3K in Cancer,0.3271657845695959,0.5349374311862012,2/83,1.9347609671398136,NRG3;FGFR1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Activation of AMPK Downstream of NMDARs,0.328257060046078,0.5349374311862012,1/28,2.891123244520232,MAPT,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,"Adrenaline,noradrenaline Inhibits Insulin Secretion",0.328257060046078,0.5349374311862012,1/28,2.891123244520232,GNB3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,"BMAL1 CLOCK,NPAS2 Activates Circadian Gene Expression",0.328257060046078,0.5349374311862012,1/28,2.891123244520232,SERPINE1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,FGFR2 Alternative Splicing,0.328257060046078,0.5349374311862012,1/28,2.891123244520232,RBFOX2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,FLT3 Signaling in Disease,0.328257060046078,0.5349374311862012,1/28,2.891123244520232,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Sulfur Amino Acid Metabolism,0.328257060046078,0.5349374311862012,1/28,2.891123244520232,CBS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Keratan Sulfate Biosynthesis,0.328257060046078,0.5349374311862012,1/28,2.891123244520232,CHST6,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,"Transport of Bile Salts and Organic Acids, Metal Ions and Amine Compounds",0.3323278583895793,0.5403939958160986,2/84,1.8842918929029835,SLC13A3;SLC39A14,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,PTEN Regulation,0.3354759516605171,0.544329743692119,3/145,1.6190371924182552,PHC1;TNKS2;CBX2,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Myogenesis,0.3377418988200716,0.5444632334427018,1/29,2.7164424305844275,NEO1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,DAP12 Signaling,0.3377418988200716,0.5444632334427018,1/29,2.7164424305844275,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Downregulation of ERBB2 Signaling,0.3377418988200716,0.5444632334427018,1/29,2.7164424305844275,NRG3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Toll Like Receptor 4 (TLR4) Cascade,0.3470376416399677,0.5535730809678858,3/148,1.536116948136881,APP;PELI3;PELI2,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Downstream Signaling of Activated FGFR2,0.3470932820507199,0.5535730809678858,1/30,2.5566506226661914,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by CSF3 (G-CSF),0.3470932820507199,0.5535730809678858,1/30,2.5566506226661914,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Interconversion of Nucleotide Di- and Triphosphates,0.3470932820507199,0.5535730809678858,1/30,2.5566506226661914,AK5,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,MET Activates PTK2 Signaling,0.3470932820507199,0.5535730809678858,1/30,2.5566506226661914,LAMA5,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Activated NOTCH1 Transmits Signal to the Nucleus,0.3563130809394152,0.5575777919302983,1/31,2.4100762611334585,JAG1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RHO GTPases Activate IQGAPs,0.3563130809394152,0.5575777919302983,1/31,2.4100762611334585,CDH1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RUNX2 Regulates Bone Development,0.3563130809394152,0.5575777919302983,1/31,2.4100762611334585,ZNF521,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,FGFR1 Mutant Receptor Activation,0.3563130809394152,0.5575777919302983,1/31,2.4100762611334585,FGFR1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by BMP,0.3563130809394152,0.5575777919302983,1/31,2.4100762611334585,SKI,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by CSF1 (M-CSF) in Myeloid Cells,0.3563130809394152,0.5575777919302983,1/31,2.4100762611334585,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Transcriptional Regulation of Brown and Beige Adipocyte Differentiation,0.3563130809394152,0.5575777919302983,1/31,2.4100762611334585,ZNF423,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Transcriptional Regulation of Brown and Beige Adipocyte Differentiation by EBF2,0.3563130809394152,0.5575777919302983,1/31,2.4100762611334585,ZNF423,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Turbulent Flow Shear Stress Activates Signaling by PIEZO1 and Integrins in Endothelial Cells,0.3563130809394152,0.5575777919302983,1/31,2.4100762611334585,VCL,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Metabolism,0.3602511185610489,0.5625633333688197,33/2181,1.1067721602579483,ISYNA1;SDC4;ADCY2;ADCY1;AK5;OAZ2;SLC5A5;UGP2;IMPA2;HYAL1;CBS;NAALAD2;TNFAIP8L3;CHAC1;XDH;CHST6;GLYATL1;GPT2;PGAM2;PIPOX;MBOAT2;PRKCA;PLAAT3;ELOVL7;HSPG2;SULT2B1;BTD;DDAH1;GNB3;FAR2;OSBPL1A;RAPGEF3;CERS1,0.1111111111111111,33
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,PIP3 Activates AKT Signaling,0.3636260689848497,0.5635495858775557,5/281,1.2863035199428916,PHC1;NRG3;TNKS2;CBX2;FGFR1,0.016835016835016835,5
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Nuclear Signaling by ERBB4,0.3654031405756878,0.5635495858775557,1/32,2.2752803109826782,NRG3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Packaging Of Telomere Ends,0.3654031405756878,0.5635495858775557,1/32,2.2752803109826782,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,G-protein Beta Gamma Signalling,0.3654031405756878,0.5635495858775557,1/32,2.2752803109826782,GNB3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Thrombin Signalling Through Proteinase Activated Receptors (PARs),0.3654031405756878,0.5635495858775557,1/32,2.2752803109826782,GNB3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Transcriptional Regulation of Pluripotent Stem Cells,0.3654031405756878,0.5635495858775557,1/32,2.2752803109826782,PRDM14,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Chaperonin-mediated Protein Folding,0.36810914168257,0.5665548106554782,2/91,1.5743778217638398,KIF13A;GNB3,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Negative Regulation of FGFR1 Signaling,0.3743652800877526,0.5691569705399165,1/33,2.1510179228056994,FGFR1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,DNA Methylation,0.3743652800877526,0.5691569705399165,1/33,2.1510179228056994,DNMT3B,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signal Amplification,0.3743652800877526,0.5691569705399165,1/33,2.1510179228056994,GNB3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Glucagon-type Ligand Receptors,0.3743652800877526,0.5691569705399165,1/33,2.1510179228056994,GNB3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Synthesis of Bile Acids and Bile Salts,0.3743652800877526,0.5691569705399165,1/33,2.1510179228056994,OSBPL1A,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,"Inactivation, Recovery and Regulation of the Phototransduction Cascade",0.3743652800877526,0.5691569705399165,1/33,2.1510179228056994,PRKCA,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Biological Oxidations,0.3822581440941265,0.5698777177434925,4/222,1.237697380380394,SULT2B1;GLYATL1;UGP2;CHAC1,0.013468013468013467,4
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RAF Activation,0.3832012934391136,0.5698777177434925,1/34,2.03620735149796,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Diseases of Carbohydrate Metabolism,0.3832012934391136,0.5698777177434925,1/34,2.03620735149796,HYAL1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by WNT in Cancer,0.3832012934391136,0.5698777177434925,1/34,2.03620735149796,TNKS2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signalling to ERKs,0.3832012934391136,0.5698777177434925,1/34,2.03620735149796,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Telomere C-strand (Lagging Strand) Synthesis,0.3832012934391136,0.5698777177434925,1/34,2.03620735149796,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,The Phototransduction Cascade,0.3832012934391136,0.5698777177434925,1/34,2.03620735149796,PRKCA,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Late Endosomal Microautophagy,0.3832012934391136,0.5698777177434925,1/34,2.03620735149796,RNASE1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Transcriptional Regulation by E2F6,0.3832012934391136,0.5698777177434925,1/34,2.03620735149796,PHC1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Oxidative Stress Induced Senescence,0.3832199091243005,0.5698777177434925,2/94,1.461506589898327,PHC1;CBX2,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by TGF-beta Receptor Complex,0.3832199091243005,0.5698777177434925,2/94,1.461506589898327,SKI;SERPINE1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,G Alpha (S) Signalling Events,0.3853873989142131,0.5719638380710941,3/158,1.294029980936246,GNB3;ADCY2;ADCY1,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Unfolded Protein Response (UPR),0.3882227515867897,0.5742010900059108,2/95,1.4261677450474153,WFS1;CREB3L1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Anti-inflammatory Response Favouring Leishmania Parasite Infection,0.3891977976376962,0.5742010900059108,3/159,1.2724031806081444,GNB3;ADCY2;ADCY1,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Leishmania Parasite Growth and Survival,0.3891977976376962,0.5742010900059108,3/159,1.2724031806081444,GNB3;ADCY2;ADCY1,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Nucleotide Catabolism,0.3919129493286197,0.5745855092832033,1/35,1.9299045980485232,XDH,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Oncogene Induced Senescence,0.3919129493286197,0.5745855092832033,1/35,1.9299045980485232,ETS2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Lysosome Vesicle Biogenesis,0.3919129493286197,0.5745855092832033,1/35,1.9299045980485232,APP,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Metabolism of Amino Acids and Derivatives,0.3925310096841135,0.5745855092832033,6/358,1.1184483813976247,CBS;GPT2;NAALAD2;PIPOX;OAZ2;SLC5A5,0.020202020202020204,6
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Protein Folding,0.3981742436983138,0.5782791402280146,2/97,1.3586575266887893,KIF13A;GNB3,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Cleavage of the Damaged Purine,0.4005019918141397,0.5782791402280146,1/36,1.8312825826570125,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Recognition and Association of DNA Glycosylase With Site Containing an Affected Purine,0.4005019918141397,0.5782791402280146,1/36,1.8312825826570125,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Depurination,0.4005019918141397,0.5782791402280146,1/36,1.8312825826570125,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,SMAD2 SMAD3 SMAD4 Heterotrimer Regulates Transcription,0.4005019918141397,0.5782791402280146,1/36,1.8312825826570125,SERPINE1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by NOTCH2,0.4005019918141397,0.5782791402280146,1/36,1.8312825826570125,JAG1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Keratan Sulfate Keratin Metabolism,0.4005019918141397,0.5782791402280146,1/36,1.8312825826570125,CHST6,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Membrane Trafficking,0.4024746218008924,0.5782791402280146,10/633,1.0255643460598824,GJC1;SCARB2;APP;KLC3;CTTN;CLTCL1;STON1;GJB7;PACSIN3;STON2,0.03367003367003367,10
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Metabolism of Nucleotides,0.403121930818111,0.5782791402280146,2/98,1.3264066200331166,AK5;XDH,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,SLC Transporter Disorders,0.4080502986332541,0.5782791402280146,2/99,1.295108567983965,SLC1A3;SLC5A5,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Hedgehog 'Off' State,0.4080502986332541,0.5782791402280146,2/99,1.295108567983965,ADCY2;ADCY1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Molecules Associated With Elastic Fibres,0.4089701406158018,0.5782791402280146,1/37,1.739613943542763,MFAP4,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Cross-presentation of Soluble Exogenous Antigens (Endosomes),0.4089701406158018,0.5782791402280146,1/37,1.739613943542763,MRC2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RHOH GTPase Cycle,0.4089701406158018,0.5782791402280146,1/37,1.739613943542763,UACA,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RHOV GTPase Cycle,0.4089701406158018,0.5782791402280146,1/37,1.739613943542763,PARD6B,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Fatty acyl-CoA Biosynthesis,0.4089701406158018,0.5782791402280146,1/37,1.739613943542763,ELOVL7,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Glutathione Conjugation,0.4089701406158018,0.5782791402280146,1/37,1.739613943542763,CHAC1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Sphingolipid De Novo Biosynthesis,0.4089701406158018,0.5782791402280146,1/37,1.739613943542763,CERS1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Cell Surface Interactions at the Vascular Wall,0.4172101973283724,0.5856560606811217,4/233,1.0704410105788127,CXADR;SDC4;EPCAM;KRAS,0.013468013468013467,4
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Cooperation of PDCL (PhLP1) and TRiC CCT in G-protein Beta Folding,0.4173190913676977,0.5856560606811217,1/38,1.6542567502402132,GNB3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Regulation of Ornithine Decarboxylase (ODC),0.4173190913676977,0.5856560606811217,1/38,1.6542567502402132,OAZ2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Maturation of Spike Protein 9694548,0.4173190913676977,0.5856560606811217,1/38,1.6542567502402132,ZDHHC11,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Apoptosis,0.4231993269799481,0.592796061013111,3/168,1.0957223275369845,CDH1;MAPT;UACA,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Association of TriC CCT With Target Proteins During Biosynthesis,0.4255505159432228,0.5949753007953844,1/39,1.5746425749738495,KIF13A,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Adaptive Immune System,0.4288512343862134,0.5984714987329993,13/854,0.9183949761220184,TRIM71;CXADR;KLHL25;FBXO2;PVR;MRC2;RNF144B;KLC3;CDH1;KRAS;OSBPL1A;XDH;RAPGEF3,0.04377104377104377,13
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,SUMO E3 Ligases SUMOylate Target Proteins,0.4306717427385469,0.599892855807138,3/170,1.0604558787053713,PHC1;CBX2;DNMT3B,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by FGFR3,0.4336660630608338,0.602940920389412,1/40,1.5002664828624104,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,PRC2 Methylates Histones and DNA,0.4416673581323341,0.6039619449414734,1/41,1.430678597159725,DNMT3B,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Cleavage of the Damaged Pyrimidine,0.4416673581323341,0.6039619449414734,1/41,1.430678597159725,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Defective Pyroptosis,0.4416673581323341,0.6039619449414734,1/41,1.430678597159725,DNMT3B,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Recognition and Association of DNA Glycosylase With Site Containing an Affected Pyrimidine,0.4416673581323341,0.6039619449414734,1/41,1.430678597159725,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Depyrimidination,0.4416673581323341,0.6039619449414734,1/41,1.430678597159725,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,"Sensory Perception of Sweet, Bitter, and Umami (Glutamate) Taste",0.4416673581323341,0.6039619449414734,1/41,1.430678597159725,GNB3,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by FGFR4,0.4416673581323341,0.6039619449414734,1/41,1.430678597159725,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by Retinoic Acid,0.4416673581323341,0.6039619449414734,1/41,1.430678597159725,RARG,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,MET Promotes Cell Motility,0.4416673581323341,0.6039619449414734,1/41,1.430678597159725,LAMA5,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Toll-like Receptor Cascades,0.4455102302926589,0.6081052048520235,3/174,0.9938021120652102,APP;PELI3;PELI2,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,NCAM1 Interactions,0.4495560039531162,0.6108669976215809,1/42,1.3654769542265108,NRTN,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Degradation of AXIN,0.4495560039531162,0.6108669976215809,1/42,1.3654769542265108,TNKS2,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,SUMOylation,0.4528725624827911,0.6108669976215809,3/176,0.9623012299695444,PHC1;CBX2;DNMT3B,0.010101010101010102,3
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Parasitic Infection Pathways,0.4548096749081078,0.6108669976215809,4/245,0.9161745492757516,APP;GNB3;ADCY2;ADCY1,0.013468013468013467,4
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Leishmania Infection,0.4548096749081078,0.6108669976215809,4/245,0.9161745492757516,APP;GNB3;ADCY2;ADCY1,0.013468013468013467,4
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,RSV-host Interactions,0.4561824868873624,0.6108669976215809,2/109,1.0274990468598173,SDC4;HSPG2,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Drug ADME,0.4561824868873624,0.6108669976215809,2/109,1.0274990468598173,GLYATL1;XDH,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Negative Regulation of MAPK Pathway,0.4573335811070659,0.6108669976215809,1/43,1.304301429690532,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Aspirin ADME,0.4573335811070659,0.6108669976215809,1/43,1.304301429690532,GLYATL1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,"Base-Excision Repair, AP Site Formation",0.4573335811070659,0.6108669976215809,1/43,1.304301429690532,TERF1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Signaling by FGFR2 in Disease,0.4573335811070659,0.6108669976215809,1/43,1.304301429690532,KRAS,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Voltage Gated Potassium Channels,0.4573335811070659,0.6108669976215809,1/43,1.304301429690532,KCNC1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,G Alpha (I) Signalling Events,0.4607378959707575,0.6109183220976865,5/316,0.8728677708386252,APP;GNB3;ADCY2;PRKCA;ADCY1,0.016835016835016835,5
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,PI3K AKT Signaling in Cancer,0.4608727262559319,0.6109183220976865,2/110,1.0046666739892582,NRG3;FGFR1,0.006734006734006734,2
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,NR1H3 & NR1H2 Regulate Gene Expression Linked to Cholesterol Transport and Efflux,0.4650016477167275,0.6109183220976865,1/44,1.2468285559264372,APOC1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,PI3K Cascade,0.4650016477167275,0.6109183220976865,1/44,1.2468285559264372,FGFR1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Bile Acid and Bile Salt Metabolism,0.4650016477167275,0.6109183220976865,1/44,1.2468285559264372,OSBPL1A,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Collagen Chain Trimerization,0.4650016477167275,0.6109183220976865,1/44,1.2468285559264372,COL18A1,0.003367003367003367,1
H1ESC small vs GM12878 mid/large,with mids (small -> mid/large),297,Elastic Fibre Formation,0.4650016477167275,0.6109183220976865,1/44,1.2468285559264372,MFAP4,0.003367003367003367,1
