##########################################################################################
# with mids (small -> mid/large)
##########################################################################################

==========================================================================================
GM12878 small vs H1ESC mid/large   (242 genes, 602 reactome terms)
==========================================================================================
  Signaling by EGFR	(FDR=0.46)
  IGF1R Signaling Cascade	(FDR=0.46)
  Interleukin-1 Signaling	(FDR=0.462)
  TRAF6 Mediated Induction of NFkB and MAP Kinases Upon TLR7 8 or 9 Activation	(FDR=0.462)
  Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	(FDR=0.462)
  MyD88 Dependent Cascade Initiated on Endosome	(FDR=0.462)
  Potassium Channels	(FDR=0.462)
  CS DS Degradation	(FDR=0.462)
  DCC Mediated Attractive Signaling	(FDR=0.462)
  RUNX3 Regulates NOTCH Signaling	(FDR=0.462)
  Erythropoietin Activates RAS	(FDR=0.462)
  FGFR1c Ligand Binding and Activation	(FDR=0.462)
  SHC1 Events in EGFR Signaling	(FDR=0.462)
  Glycogen Synthesis	(FDR=0.462)
  Lysosphingolipid and LPA Receptors	(FDR=0.462)
  Regulation of RAS by GAPs	(FDR=0.462)
  Sensory Processing of Sound by Outer Hair Cells of the Cochlea	(FDR=0.462)
  WNT5A-dependent Internalization of FZD4	(FDR=0.468)
  Zinc Transporters	(FDR=0.468)
  p130Cas Linkage to MAPK Signaling for Integrins	(FDR=0.468)
  Constitutive Signaling by EGFRvIII	(FDR=0.468)
  Constitutive Signaling by NOTCH1 HD Domain Mutants	(FDR=0.468)
  Depolymerization of the Nuclear Lamina	(FDR=0.468)
  ERBB2 Regulates Cell Motility	(FDR=0.468)
  Signaling by EGFRvIII in Cancer	(FDR=0.468)
  Signaling by NOTCH1 HD Domain Mutants in Cancer	(FDR=0.468)
  Heparan Sulfate Heparin (HS-GAG) Metabolism	(FDR=0.468)
  Post-translational Protein Phosphorylation	(FDR=0.468)
  Toll Like Receptor 7 8 (TLR7 8) Cascade	(FDR=0.468)
  Transport of Inorganic Cations Anions and Amino Acids Oligopeptides	(FDR=0.468)
  Signaling by TGFB Family Members	(FDR=0.469)
  Signaling by VEGF	(FDR=0.471)
  SUMOylation of Chromatin Organization Proteins	(FDR=0.471)
  Signaling by ERBB4	(FDR=0.471)
  Signaling by PDGF	(FDR=0.471)
  G Alpha (Q) Signalling Events	(FDR=0.471)
  Adherens Junctions Interactions	(FDR=0.471)
  Toll Like Receptor 9 (TLR9) Cascade	(FDR=0.471)
  PI3K Events in ERBB2 Signaling	(FDR=0.471)
  CRMPs in Sema3A Signaling	(FDR=0.471)
  Phospholipase C-mediated Cascade FGFR1	(FDR=0.471)
  Rap1 Signalling	(FDR=0.471)
  Regulation of KIT Signaling	(FDR=0.471)
  Signaling by ERBB2 ECD Mutants	(FDR=0.471)
  Signaling by FLT3 ITD and TKD Mutants	(FDR=0.471)
  VLDLR Internalisation and Degradation	(FDR=0.471)
  DNA Damage Telomere Stress Induced Senescence	(FDR=0.476)
  Regulation of PTEN Gene Transcription	(FDR=0.476)
  Acetylcholine Neurotransmitter Release Cycle	(FDR=0.476)
  Acyl Chain Remodelling of PI	(FDR=0.476)
  Purine Catabolism	(FDR=0.476)
  Regulation of MITF-M-dependent Genes Involved in Cell Cycle and Proliferation	(FDR=0.476)
  Removal of the Flap Intermediate From the C-strand	(FDR=0.476)
  Formation of Senescence-Associated Heterochromatin Foci (SAHF)	(FDR=0.476)
  Signaling by NTRK3 (TRKC)	(FDR=0.476)
  Specification of the Neural Plate Border	(FDR=0.476)
  Hyaluronan Metabolism	(FDR=0.476)
  IL-6-type Cytokine Receptor Ligand Interactions	(FDR=0.476)
  The NLRP3 Inflammasome	(FDR=0.476)
  Metabolism of Nitric Oxide NOS3 Activation and Regulation	(FDR=0.476)
  O-linked Glycosylation	(FDR=0.479)
  RHO GTPases Activate PKNs	(FDR=0.479)
  MyD88 MAL(TIRAP) Cascade Initiated on Plasma Membrane	(FDR=0.479)
  Toll Like Receptor TLR6 TLR2 Cascade	(FDR=0.479)
  Signaling by FGFR in Disease	(FDR=0.479)
  Norepinephrine Neurotransmitter Release Cycle	(FDR=0.479)
  Cell-extracellular Matrix Interactions	(FDR=0.479)
  FGFR1 Ligand Binding and Activation	(FDR=0.479)
  SHC-mediated Cascade FGFR3	(FDR=0.479)
  Formation of Definitive Endoderm	(FDR=0.479)
  Serotonin Neurotransmitter Release Cycle	(FDR=0.479)
  G Beta Gamma Signalling Through BTK	(FDR=0.479)
  Tie2 Signaling	(FDR=0.479)
  MECP2 Regulates Neuronal Receptors and Channels	(FDR=0.479)
  Metabolism of Amine-Derived Hormones	(FDR=0.479)
  Signaling by Receptor Tyrosine Kinases	(FDR=0.479)
  Metabolism of Carbohydrates	(FDR=0.479)
  Collagen Degradation	(FDR=0.481)
  Toll Like Receptor 2 (TLR2) Cascade	(FDR=0.483)
  Toll Like Receptor TLR1 TLR2 Cascade	(FDR=0.483)
  Signaling by BRAF and RAF1 Fusions	(FDR=0.483)
  Plasma Lipoprotein Assembly	(FDR=0.483)
  Processive Synthesis on the C-strand of the Telomere	(FDR=0.483)
  Prostacyclin Signalling Through Prostacyclin Receptor	(FDR=0.483)
  Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	(FDR=0.483)
  Ephrin Signaling	(FDR=0.483)
  SARS-CoV-1 Targets Host Intracellular Signalling and Regulatory Pathways	(FDR=0.483)
  Signaling by FLT3 Fusion Proteins	(FDR=0.483)
  Signaling by Ligand-Responsive EGFR Variants in Cancer	(FDR=0.483)
  Apoptotic Factor-Mediated Response	(FDR=0.493)
  SHC-mediated Cascade FGFR4	(FDR=0.493)
  FRS-mediated FGFR3 Signaling	(FDR=0.493)
  G Beta Gamma Signalling Through CDC42	(FDR=0.493)
  G Beta Gamma Signalling Through PLC Beta	(FDR=0.493)
  Signaling by KIT in Disease	(FDR=0.493)
  Signaling by PDGFR in Disease	(FDR=0.493)
  Signaling by Phosphorylated Juxtamembrane, Extracellular and Kinase Domain KIT Mutants	(FDR=0.493)
  Signalling to RAS	(FDR=0.493)
  Sensory Processing of Sound by Inner Hair Cells of the Cochlea	(FDR=0.497)
  Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	(FDR=0.497)
  Negative Regulation of MET Activity	(FDR=0.497)
  Negative Regulation of NMDA Receptor-Mediated Neuronal Transmission	(FDR=0.497)
  PI-3K Cascade FGFR1	(FDR=0.497)
  CD209 (DC-SIGN) Signaling	(FDR=0.497)
  Presynaptic Function of Kainate Receptors	(FDR=0.497)
  Digestion	(FDR=0.497)
  Formation of the Ureteric Bud	(FDR=0.497)
  Signal Transduction by L1	(FDR=0.497)
  Synaptic Adhesion-Like Molecules	(FDR=0.497)
  Synthesis, Secretion, and Inactivation of Glucagon-like Peptide-1 (GLP-1)	(FDR=0.497)
  Unblocking of NMDA Receptors, Glutamate Binding and Activation	(FDR=0.497)
  RHOB GTPase Cycle	(FDR=0.499)
  Diseases Associated With O-glycosylation of Proteins	(FDR=0.502)
  ADP Signalling Through P2Y Purinoceptor 12	(FDR=0.502)
  Acyl Chain Remodelling of PS	(FDR=0.502)
  Neurodegenerative Diseases	(FDR=0.502)
  Chaperone Mediated Autophagy	(FDR=0.502)
  Defects in Vitamin and Cofactor Metabolism	(FDR=0.502)
  Deregulated CDK5 Triggers Multiple Neurodegenerative Pathways in Alzheimer's Disease Models	(FDR=0.502)
  FRS-mediated FGFR4 Signaling	(FDR=0.502)
  Signaling by FGFR3 in Disease	(FDR=0.502)
  Insertion of Tail-Anchored Proteins Into the Endoplasmic Reticulum Membrane	(FDR=0.502)
  Listeria Monocytogenes Entry Into Host Cells	(FDR=0.502)
  Cellular Responses to Stimuli	(FDR=0.506)
  SLC-mediated Transmembrane Transport	(FDR=0.511)
  TCF Dependent Signaling in Response to WNT	(FDR=0.511)
  Azathioprine ADME	(FDR=0.511)
  Dopamine Neurotransmitter Release Cycle	(FDR=0.511)
  SHC-mediated Cascade FGFR2	(FDR=0.511)
  Telomere Extension By Telomerase	(FDR=0.511)
  Long-term Potentiation	(FDR=0.511)
  Plasma Lipoprotein Assembly, Remodeling, and Clearance	(FDR=0.513)
  Extra-nuclear Estrogen Signaling	(FDR=0.513)
  Signaling by FGFR2	(FDR=0.513)
  RAS Processing	(FDR=0.513)
  RHO GTPases Activate NADPH Oxidases	(FDR=0.513)
  Cytosolic Sulfonation of Small Molecules	(FDR=0.513)
  RUNX2 Regulates Osteoblast Differentiation	(FDR=0.513)
  G-protein Activation	(FDR=0.513)
  Incretin Synthesis, Secretion, and Inactivation	(FDR=0.513)
  Synthesis of Very Long-Chain Fatty acyl-CoAs	(FDR=0.513)
  Interleukin-6 Family Signaling	(FDR=0.513)
  Thromboxane Signalling Through TP Receptor	(FDR=0.513)
  Metal Ion SLC Transporters	(FDR=0.513)
  Regulation of Endogenous Retroelements by KRAB-ZFP Proteins	(FDR=0.513)
  SUMOylation of DNA Damage Response and Repair Proteins	(FDR=0.513)
  Sensory Processing of Sound	(FDR=0.513)
  ADP Signalling Through P2Y Purinoceptor 1	(FDR=0.513)
  NOTCH2 Activation and Transmission of Signal to the Nucleus	(FDR=0.513)
  NOTCH3 Activation and Transmission of Signal to the Nucleus	(FDR=0.513)
  Defective Intrinsic Pathway for Apoptosis	(FDR=0.513)
  Downstream Signaling of Activated FGFR3	(FDR=0.513)
  FRS-mediated FGFR2 Signaling	(FDR=0.513)
  G Beta Gamma Signalling Through PI3Kgamma	(FDR=0.513)
  Signaling by EGFR in Cancer	(FDR=0.513)
  Signaling by Erythropoietin	(FDR=0.513)
  Glycogen Metabolism	(FDR=0.513)
  Inflammasomes	(FDR=0.513)
  TRAF6 Mediated NF-kB Activation	(FDR=0.513)
  Diseases of Programmed Cell Death	(FDR=0.516)
  PCP CE Pathway	(FDR=0.523)
  Polymerase Switching on the C-strand of the Telomere	(FDR=0.523)
  Digestion and Absorption	(FDR=0.523)
  Gluconeogenesis	(FDR=0.523)
  Glucuronidation	(FDR=0.523)
  Amyloid Fiber Formation	(FDR=0.525)
  G Alpha (12 13) Signalling Events	(FDR=0.525)
  Interleukin-1 Family Signaling	(FDR=0.531)
  Cell Recruitment (Pro-Inflammatory Response)	(FDR=0.532)
  Purinergic Signaling in Leishmaniasis Infection	(FDR=0.532)
  Downstream Signaling of Activated FGFR4	(FDR=0.532)
  Oncogenic MAPK Signaling	(FDR=0.535)
  Muscle Contraction	(FDR=0.535)
  Transport of Small Molecules	(FDR=0.535)
  Constitutive Signaling by Aberrant PI3K in Cancer	(FDR=0.535)
  Activation of AMPK Downstream of NMDARs	(FDR=0.535)
  Adrenaline,noradrenaline Inhibits Insulin Secretion	(FDR=0.535)
  BMAL1 CLOCK,NPAS2 Activates Circadian Gene Expression	(FDR=0.535)
  FGFR2 Alternative Splicing	(FDR=0.535)
  FLT3 Signaling in Disease	(FDR=0.535)
  Sulfur Amino Acid Metabolism	(FDR=0.535)
  Keratan Sulfate Biosynthesis	(FDR=0.535)
  Transport of Bile Salts and Organic Acids, Metal Ions and Amine Compounds	(FDR=0.54)
  PTEN Regulation	(FDR=0.544)
  Myogenesis	(FDR=0.544)
  DAP12 Signaling	(FDR=0.544)
  Downregulation of ERBB2 Signaling	(FDR=0.544)
  Toll Like Receptor 4 (TLR4) Cascade	(FDR=0.554)
  Downstream Signaling of Activated FGFR2	(FDR=0.554)
  Signaling by CSF3 (G-CSF)	(FDR=0.554)
  Interconversion of Nucleotide Di- and Triphosphates	(FDR=0.554)
  MET Activates PTK2 Signaling	(FDR=0.554)
  Activated NOTCH1 Transmits Signal to the Nucleus	(FDR=0.558)
  RHO GTPases Activate IQGAPs	(FDR=0.558)
  RUNX2 Regulates Bone Development	(FDR=0.558)
  FGFR1 Mutant Receptor Activation	(FDR=0.558)
  Signaling by BMP	(FDR=0.558)
  Signaling by CSF1 (M-CSF) in Myeloid Cells	(FDR=0.558)
  Transcriptional Regulation of Brown and Beige Adipocyte Differentiation	(FDR=0.558)
  Transcriptional Regulation of Brown and Beige Adipocyte Differentiation by EBF2	(FDR=0.558)
  Turbulent Flow Shear Stress Activates Signaling by PIEZO1 and Integrins in Endothelial Cells	(FDR=0.558)
  Metabolism	(FDR=0.563)
  PIP3 Activates AKT Signaling	(FDR=0.564)
  Nuclear Signaling by ERBB4	(FDR=0.564)
  Packaging Of Telomere Ends	(FDR=0.564)
  G-protein Beta Gamma Signalling	(FDR=0.564)
  Thrombin Signalling Through Proteinase Activated Receptors (PARs)	(FDR=0.564)
  Transcriptional Regulation of Pluripotent Stem Cells	(FDR=0.564)
  Chaperonin-mediated Protein Folding	(FDR=0.567)
  Negative Regulation of FGFR1 Signaling	(FDR=0.569)
  DNA Methylation	(FDR=0.569)
  Signal Amplification	(FDR=0.569)
  Glucagon-type Ligand Receptors	(FDR=0.569)
  Synthesis of Bile Acids and Bile Salts	(FDR=0.569)
  Inactivation, Recovery and Regulation of the Phototransduction Cascade	(FDR=0.569)
  Biological Oxidations	(FDR=0.57)
  RAF Activation	(FDR=0.57)
  Diseases of Carbohydrate Metabolism	(FDR=0.57)
  Signaling by WNT in Cancer	(FDR=0.57)
  Signalling to ERKs	(FDR=0.57)
  Telomere C-strand (Lagging Strand) Synthesis	(FDR=0.57)
  The Phototransduction Cascade	(FDR=0.57)
  Late Endosomal Microautophagy	(FDR=0.57)
  Transcriptional Regulation by E2F6	(FDR=0.57)
  Oxidative Stress Induced Senescence	(FDR=0.57)
  Signaling by TGF-beta Receptor Complex	(FDR=0.57)
  G Alpha (S) Signalling Events	(FDR=0.572)
  Unfolded Protein Response (UPR)	(FDR=0.574)
  Anti-inflammatory Response Favouring Leishmania Parasite Infection	(FDR=0.574)
  Leishmania Parasite Growth and Survival	(FDR=0.574)
  Nucleotide Catabolism	(FDR=0.575)
  Oncogene Induced Senescence	(FDR=0.575)
  Lysosome Vesicle Biogenesis	(FDR=0.575)
  Metabolism of Amino Acids and Derivatives	(FDR=0.575)
  Protein Folding	(FDR=0.578)
  Cleavage of the Damaged Purine	(FDR=0.578)
  Recognition and Association of DNA Glycosylase With Site Containing an Affected Purine	(FDR=0.578)
  Depurination	(FDR=0.578)
  SMAD2 SMAD3 SMAD4 Heterotrimer Regulates Transcription	(FDR=0.578)
  Signaling by NOTCH2	(FDR=0.578)
  Keratan Sulfate Keratin Metabolism	(FDR=0.578)
  Membrane Trafficking	(FDR=0.578)
  Metabolism of Nucleotides	(FDR=0.578)
  SLC Transporter Disorders	(FDR=0.578)
  Hedgehog 'Off' State	(FDR=0.578)
  Molecules Associated With Elastic Fibres	(FDR=0.578)
  Cross-presentation of Soluble Exogenous Antigens (Endosomes)	(FDR=0.578)
  RHOH GTPase Cycle	(FDR=0.578)
  RHOV GTPase Cycle	(FDR=0.578)
  Fatty acyl-CoA Biosynthesis	(FDR=0.578)
  Glutathione Conjugation	(FDR=0.578)
  Sphingolipid De Novo Biosynthesis	(FDR=0.578)
  Cell Surface Interactions at the Vascular Wall	(FDR=0.586)
  Cooperation of PDCL (PhLP1) and TRiC CCT in G-protein Beta Folding	(FDR=0.586)
  Regulation of Ornithine Decarboxylase (ODC)	(FDR=0.586)
  Maturation of Spike Protein 9694548	(FDR=0.586)
  Apoptosis	(FDR=0.593)
  Association of TriC CCT With Target Proteins During Biosynthesis	(FDR=0.595)
  Adaptive Immune System	(FDR=0.598)
  SUMO E3 Ligases SUMOylate Target Proteins	(FDR=0.6)
  Signaling by FGFR3	(FDR=0.603)
  PRC2 Methylates Histones and DNA	(FDR=0.604)
  Cleavage of the Damaged Pyrimidine	(FDR=0.604)
  Defective Pyroptosis	(FDR=0.604)
  Recognition and Association of DNA Glycosylase With Site Containing an Affected Pyrimidine	(FDR=0.604)
  Depyrimidination	(FDR=0.604)
  Sensory Perception of Sweet, Bitter, and Umami (Glutamate) Taste	(FDR=0.604)
  Signaling by FGFR4	(FDR=0.604)
  Signaling by Retinoic Acid	(FDR=0.604)
  MET Promotes Cell Motility	(FDR=0.604)
  Toll-like Receptor Cascades	(FDR=0.608)
  NCAM1 Interactions	(FDR=0.611)
  Degradation of AXIN	(FDR=0.611)
  SUMOylation	(FDR=0.611)
  Parasitic Infection Pathways	(FDR=0.611)
  Leishmania Infection	(FDR=0.611)
  RSV-host Interactions	(FDR=0.611)
  Drug ADME	(FDR=0.611)
  Negative Regulation of MAPK Pathway	(FDR=0.611)
  Aspirin ADME	(FDR=0.611)
  Base-Excision Repair, AP Site Formation	(FDR=0.611)
  Signaling by FGFR2 in Disease	(FDR=0.611)
  Voltage Gated Potassium Channels	(FDR=0.611)
  G Alpha (I) Signalling Events	(FDR=0.611)
  PI3K AKT Signaling in Cancer	(FDR=0.611)
  NR1H3 & NR1H2 Regulate Gene Expression Linked to Cholesterol Transport and Efflux	(FDR=0.611)
  PI3K Cascade	(FDR=0.611)
  Bile Acid and Bile Salt Metabolism	(FDR=0.611)
  Collagen Chain Trimerization	(FDR=0.611)
  Elastic Fibre Formation	(FDR=0.611)
  Uptake and Actions of Bacterial Toxins	(FDR=0.611)
  PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	(FDR=0.611)
  Regulation of Endogenous Retroelements	(FDR=0.611)
  DAP12 Interactions	(FDR=0.618)
  TAK1-dependent IKK and NF-kappa-B Activation	(FDR=0.618)
  Metabolism of Polyamines	(FDR=0.627)
  Sensory Perception of Taste	(FDR=0.634)
  Inhibition of DNA Recombination at Telomere	(FDR=0.634)
  Negative Regulation of the PI3K AKT Network	(FDR=0.646)
  XBP1(S) Activates Chaperone Genes	(FDR=0.649)
  Signaling by NOTCH3	(FDR=0.649)
  FCGR3A-mediated IL10 Synthesis	(FDR=0.66)
  Extension of Telomeres	(FDR=0.663)
  IRE1alpha Activates Chaperones	(FDR=0.663)
  Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity	(FDR=0.663)
  Nuclear Envelope Breakdown	(FDR=0.676)
  Nuclear Receptor Transcription Pathway	(FDR=0.676)
  Intraflagellar Transport	(FDR=0.676)
  Signaling by Nuclear Receptors	(FDR=0.676)
  Metabolism of Vitamins and Cofactors	(FDR=0.676)
  MHC Class II Antigen Presentation	(FDR=0.677)
  NR1H2 and NR1H3-mediated Signaling	(FDR=0.68)
  Ion Homeostasis	(FDR=0.68)
  Glycerophospholipid Biosynthesis	(FDR=0.683)
  RHOJ GTPase Cycle	(FDR=0.683)
  Intrinsic Pathway for Apoptosis	(FDR=0.683)
  Ion Transport by P-type ATPases	(FDR=0.683)
  Programmed Cell Death	(FDR=0.683)
  Transcriptional Regulation by RUNX1	(FDR=0.683)
  Regulation of PTEN Stability and Activity	(FDR=0.688)
  mRNA 3'-End Processing	(FDR=0.696)
  Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	(FDR=0.696)
  Constitutive Signaling by NOTCH1 PEST Domain Mutants	(FDR=0.696)
  Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	(FDR=0.696)
  Signaling by NOTCH1 PEST Domain Mutants in Cancer	(FDR=0.696)
  Signaling by NOTCH1 in Cancer	(FDR=0.696)
  Respiratory Syncytial Virus Infection Pathway	(FDR=0.696)
  Signaling by NTRKs	(FDR=0.696)
  Signaling by NOTCH	(FDR=0.696)
  NRAGE Signals Death Through JNK	(FDR=0.696)
  RHOQ GTPase Cycle	(FDR=0.696)
  Formation of Paraxial Mesoderm	(FDR=0.696)
  Meiotic Synapsis	(FDR=0.696)
  Generic Transcription Pathway	(FDR=0.698)
  Phospholipid Metabolism	(FDR=0.698)
  Signaling by Hedgehog	(FDR=0.698)
  MITF-M-regulated Melanocyte Development	(FDR=0.698)
  Recruitment and ATM-med Phosphorylation of Repair and Signaling Proteins at DNA Double Strand Breaks	(FDR=0.698)
  Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways	(FDR=0.702)
  Assembly of Collagen Fibrils and Other Multimeric Structures	(FDR=0.702)
  DNA Double Strand Break Response	(FDR=0.702)
  Kinesins	(FDR=0.708)
  Epigenetic Regulation of Gene Expression	(FDR=0.711)
  Peroxisomal Protein Import	(FDR=0.711)
  Transcriptional Regulation by MECP2	(FDR=0.711)
  Translation of Structural Proteins 9694635	(FDR=0.711)
  Bacterial Infection Pathways	(FDR=0.72)
  Antigen Processing Ubiquitination & Proteasome Degradation	(FDR=0.72)
  O-linked Glycosylation of Mucins	(FDR=0.72)
  RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function	(FDR=0.72)
  Class I MHC Mediated Antigen Processing & Presentation	(FDR=0.723)
  Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell	(FDR=0.727)
  Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	(FDR=0.727)
  Collagen Biosynthesis and Modifying Enzymes	(FDR=0.727)
  RNA Polymerase II Transcription Termination	(FDR=0.727)
  Vesicle-mediated Transport	(FDR=0.731)
  Downstream Signaling Events of B Cell Receptor (BCR)	(FDR=0.731)
  Circadian Clock	(FDR=0.743)
  Base Excision Repair	(FDR=0.748)
  trans-Golgi Network Vesicle Budding	(FDR=0.751)
  Signaling by NOTCH4	(FDR=0.751)
  RNA Polymerase II Transcription	(FDR=0.754)
  CDC42 GTPase Cycle	(FDR=0.754)
  SARS-CoV-2 Infection	(FDR=0.754)
  RHOC GTPase Cycle	(FDR=0.755)
  RHOG GTPase Cycle	(FDR=0.755)
  Glycolysis	(FDR=0.755)
  Transport of Mature mRNA Derived From an Intron-Containing Transcript	(FDR=0.755)
  Factors Involved in Megakaryocyte Development and Platelet Production	(FDR=0.759)
  NoRC Negatively Regulates rRNA Expression	(FDR=0.762)
  Cell Death Signalling via NRAGE, NRIF and NADE	(FDR=0.762)
  Regulation of mRNA Stability by Proteins That Bind AU-rich Elements	(FDR=0.762)
  Signaling by GPCR	(FDR=0.768)
  Interferon Alpha Beta Signaling	(FDR=0.77)
  GPCR Downstream Signalling	(FDR=0.772)
  Protein Localization	(FDR=0.772)
  Disorders of Transmembrane Transporters	(FDR=0.772)
  Cellular Responses to Stress	(FDR=0.772)
  PKR-mediated Signaling	(FDR=0.774)
  Late SARS-CoV-2 Infection Events	(FDR=0.774)
  Negative Epigenetic Regulation of rRNA Expression	(FDR=0.783)
  Transport of Mature Transcript to Cytoplasm	(FDR=0.787)
  PI Metabolism	(FDR=0.79)
  Glucose Metabolism	(FDR=0.794)
  Peptide Hormone Metabolism	(FDR=0.796)
  DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta	(FDR=0.796)
  Platelet Homeostasis	(FDR=0.8)
  RAC2 GTPase Cycle	(FDR=0.803)
  Meiosis	(FDR=0.807)
  Collagen Formation	(FDR=0.81)
  Activation of HOX Genes During Differentiation	(FDR=0.812)
  Activation of Anterior HOX Genes in Hindbrain Development During Early Embryogenesis	(FDR=0.812)
  Telomere Maintenance	(FDR=0.815)
  Post-translational Modification Synthesis of GPI-anchored Proteins	(FDR=0.816)
  Signaling by ALK Fusions and Activated Point Mutants	(FDR=0.816)
  Signaling by ALK in Cancer	(FDR=0.816)
  Ion Channel Transport	(FDR=0.816)
  Class B 2 (Secretin Family Receptors)	(FDR=0.816)
  MITF-M-dependent Gene Expression	(FDR=0.816)
  Antigen processing-Cross Presentation	(FDR=0.823)
  Mitochondrial Protein Degradation	(FDR=0.826)
  Ub-specific Processing Proteases	(FDR=0.827)
  P75 NTR Receptor-Mediated Signalling	(FDR=0.827)
  ESR-mediated Signaling	(FDR=0.831)
  Gene Expression (Transcription)	(FDR=0.833)
  COPI-dependent Golgi-to-ER Retrograde Traffic	(FDR=0.835)
  Signaling by Interleukins	(FDR=0.839)
  Cytokine Signaling in Immune System	(FDR=0.841)
  Peptide Ligand-Binding Receptors	(FDR=0.841)
  Response of EIF2AK4 (GCN2) to Amino Acid Deficiency	(FDR=0.846)
  Toll Like Receptor 3 (TLR3) Cascade	(FDR=0.846)
  Transcriptional Regulation by RUNX2	(FDR=0.846)
  Sphingolipid Metabolism	(FDR=0.847)
  Stimuli-sensing Channels	(FDR=0.847)
  MyD88-independent TLR4 Cascade	(FDR=0.853)
  Adipogenesis	(FDR=0.853)
  TRIF (TICAM1)-mediated TLR4 Signaling	(FDR=0.853)
  Mitotic Prophase	(FDR=0.853)
  FCERI Mediated MAPK Activation	(FDR=0.853)
  SARS-CoV-1-host Interactions	(FDR=0.854)
  Interleukin-4 and Interleukin-13 Signaling	(FDR=0.854)
  Signaling by NTRK1 (TRKA)	(FDR=0.862)
  Chromosome Maintenance	(FDR=0.872)
  L1CAM Interactions	(FDR=0.874)
  Selenoamino Acid Metabolism	(FDR=0.878)
  SARS-CoV Infections	(FDR=0.887)
  Reproduction	(FDR=0.887)
  Metabolism of Water-Soluble Vitamins and Cofactors	(FDR=0.887)
  Formation of the Cornified Envelope	(FDR=0.891)
  Cardiac Conduction	(FDR=0.892)
  Neddylation	(FDR=0.892)
  C-type Lectin Receptors (CLRs)	(FDR=0.892)
  Class A 1 (Rhodopsin-like Receptors)	(FDR=0.897)
  Golgi-to-ER Retrograde Transport	(FDR=0.898)
  Disease	(FDR=0.904)
  Post-translational Protein Modification	(FDR=0.924)
  DNA Double-Strand Break Repair	(FDR=0.928)
  Metabolism of Steroids	(FDR=0.928)
  Sensory Perception	(FDR=0.928)
  Death Receptor Signaling	(FDR=0.928)
  SARS-CoV-1 Infection	(FDR=0.928)
  Deubiquitination	(FDR=0.928)
  Antiviral Mechanism by IFN-stimulated Genes	(FDR=0.928)
  Autophagy	(FDR=0.928)
  GPCR Ligand Binding	(FDR=0.93)
  Cellular Response to Starvation	(FDR=0.93)
  Signaling by the B Cell Receptor (BCR)	(FDR=0.931)
  Interferon Signaling	(FDR=0.936)
  Metabolism of Lipids	(FDR=0.941)
  Fatty Acid Metabolism	(FDR=0.945)
  DNA Repair	(FDR=0.962)
  Immune System	(FDR=0.963)
  Fc Epsilon Receptor (FCERI) Signaling	(FDR=0.963)
  Cilium Assembly	(FDR=0.964)
  mRNA Splicing - Major Pathway	(FDR=0.965)
  Intra-Golgi and Retrograde Golgi-to-ER Traffic	(FDR=0.965)
  Signaling by ROBO Receptors	(FDR=0.968)
  mRNA Splicing	(FDR=0.97)
  Keratinization	(FDR=0.97)
  SARS-CoV-2-host Interactions	(FDR=0.97)
  Infectious Disease	(FDR=0.993)
  Processing of Capped Intron-Containing Pre-mRNA	(FDR=0.995)
  Organelle Biogenesis and Maintenance	(FDR=0.996)
  Metabolism of Proteins	(FDR=0.996)
  Neutrophil Degranulation	(FDR=1)
  M Phase	(FDR=1)
  Viral Infection Pathways	(FDR=1)
  Cell Cycle	(FDR=1)
  Innate Immune System	(FDR=1)
  Cell Cycle, Mitotic	(FDR=1)
  Metabolism of RNA	(FDR=1)

==========================================================================================
H1ESC small vs HFFC6 mid/large   (310 genes, 633 reactome terms)
==========================================================================================
  IRS Activation	(FDR=0.494)
  Semaphorin Interactions	(FDR=0.494)
  Other Semaphorin Interactions	(FDR=0.494)
  AKT Phosphorylates Targets in the Nucleus	(FDR=0.733)
  Adenylate Cyclase Activating Pathway	(FDR=0.733)
  Regulation of FOXO Transcriptional Activity by Acetylation	(FDR=0.733)
  Signal Attenuation	(FDR=0.733)
  Regulation of Localization of FOXO Transcription Factors	(FDR=0.733)
  Reversible Hydration of Carbon Dioxide	(FDR=0.733)
  RHO GTPase Cycle	(FDR=0.733)
  Nephron Development	(FDR=0.733)
  Adenylate Cyclase Inhibitory Pathway	(FDR=0.733)
  RAC1 GTPase Cycle	(FDR=0.733)
  High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell	(FDR=0.733)
  VLDLR Internalisation and Degradation	(FDR=0.733)
  Vasopressin Regulates Renal Water Homeostasis via Aquaporins	(FDR=0.733)
