,min_dist_other,min_dist_self,quartile_cat_other,quartile_cat_self,contrasted_with
ENSG00000169855,23.03508,5.8729067,mid,small,GM12878
ENSG00000157388,5.691439,2.3559277,mid,small,GM12878
ENSG00000236935,2.7025354,2.082104,mid,small,GM12878
ENSG00000241525,2.439494,0.5443533,mid,small,GM12878
ENSG00000178150,1.4846146,1.1567962,mid,small,GM12878
ENSG00000171812,4.624969,3.5854065,mid,small,GM12878
ENSG00000255737,5.77253,0.36412108,mid,small,GM12878
ENSG00000231793,2.0997937,2.2101285,mid,small,GM12878
ENSG00000233264,4.083609,3.7403746,mid,small,GM12878
ENSG00000185880,2.0276878,1.5601473,mid,small,GM12878
ENSG00000104892,1.5004299,1.5593095,mid,small,GM12878
ENSG00000061273,2.2210946,1.2156776,mid,small,GM12878
ENSG00000174130,4.7684903,1.6701312,mid,small,GM12878
ENSG00000225783,2.892104,1.3819513,mid,small,GM12878
ENSG00000165731,2.6316552,0.49143425,mid,small,GM12878
ENSG00000259146,1.5317392,1.4956726,mid,small,GM12878
ENSG00000152527,5.387367,5.8711147,mid,small,GM12878
ENSG00000139626,2.250075,1.1888539,mid,small,GM12878
ENSG00000005884,1.8163682,1.7284197,mid,small,GM12878
ENSG00000162614,8.741524,3.2137432,mid,small,GM12878
ENSG00000164855,3.734149,1.114074,mid,small,GM12878
ENSG00000166482,6.3236017,0.37831032,large,small,GM12878
ENSG00000179406,14.868645,0.7834171,mid,small,GM12878
ENSG00000181588,6.5341644,0.7882891,large,small,GM12878
ENSG00000217527,3.66973,2.9093575,mid,small,GM12878
ENSG00000157214,5.926208,4.483491,mid,small,GM12878
ENSG00000086730,2.5468032,0.85753477,mid,small,GM12878
ENSG00000158125,14.909084,3.2107687,mid,small,GM12878
ENSG00000160255,3.088455,0.54984564,mid,small,GM12878
ENSG00000154864,0.91430837,1.3302189,mid,small,GM12878
ENSG00000204257,2.931212,3.8482995,mid,small,GM12878
ENSG00000232295,8.506262,1.3315909,mid,small,GM12878
ENSG00000197826,6.754486,1.0603698,mid,small,GM12878
ENSG00000221102,5.9023685,1.544717,large,small,GM12878
ENSG00000069869,15.377783,0.30138388,large,small,GM12878
ENSG00000148484,6.266216,1.1359413,mid,small,GM12878
ENSG00000151575,1.1136365,0.58398485,mid,small,GM12878
ENSG00000266946,1.0040044,1.4460721,mid,small,GM12878
ENSG00000184304,4.1067524,0.585391,large,small,GM12878
ENSG00000147408,3.6414905,3.0326455,mid,small,GM12878
ENSG00000177363,4.0666265,0.979182,mid,small,GM12878
ENSG00000268573,11.750348,1.9694111,large,small,GM12878
ENSG00000258457,1.5829794,0.5801004,mid,small,GM12878
ENSG00000260898,1.2517052,0.60107017,mid,small,GM12878
ENSG00000159714,1.9657747,0.57866323,mid,small,GM12878
ENSG00000163702,5.022069,1.7669259,mid,small,GM12878
ENSG00000137936,4.2259693,3.9344997,mid,small,GM12878
ENSG00000165521,7.9967666,0.42650485,large,small,GM12878
ENSG00000130304,1.3096178,1.9282149,mid,small,GM12878
ENSG00000214093,1.3811313,1.092671,mid,small,GM12878
ENSG00000189129,4.067588,2.4477367,mid,small,GM12878
ENSG00000204261,2.4415739,4.480596,mid,small,GM12878
ENSG00000178922,9.759146,4.3682995,mid,small,GM12878
ENSG00000223768,0.9533152,1.0873854,mid,small,GM12878
ENSG00000229951,8.897175,0.48387292,mid,small,GM12878
ENSG00000268001,1.7271112,1.4637829,mid,small,GM12878
ENSG00000090339,1.3960365,0.43847415,mid,small,GM12878
ENSG00000168878,4.5523005,4.3625507,mid,small,GM12878
ENSG00000186866,0.9533152,1.0873854,mid,small,GM12878
ENSG00000180448,2.6811476,0.7815841,mid,small,GM12878
ENSG00000136573,5.354269,2.1250594,mid,small,GM12878
ENSG00000105245,8.044338,0.84835696,large,small,GM12878
ENSG00000207751,2.3945155,1.9642622,mid,small,GM12878
ENSG00000073921,3.723752,1.6210799,mid,small,GM12878
ENSG00000204264,2.4415739,5.0244718,mid,small,GM12878
ENSG00000227051,4.451535,0.44428283,large,small,GM12878
ENSG00000278896,3.0426166,0.33064422,mid,small,GM12878
ENSG00000116285,4.335888,3.263506,mid,small,GM12878
ENSG00000132386,6.5802293,0.7911454,large,small,GM12878
ENSG00000140941,1.4368607,0.7873485,mid,small,GM12878
ENSG00000174125,4.7684903,1.6701312,mid,small,GM12878
ENSG00000002834,4.080208,0.54369676,large,small,GM12878
ENSG00000223802,6.699916,0.839073,large,small,GM12878
ENSG00000142192,2.4627047,0.56625444,mid,small,GM12878
ENSG00000122707,4.6141567,4.2238317,mid,small,GM12878
ENSG00000228727,3.5001168,0.5002831,mid,small,GM12878
ENSG00000147570,3.6496942,1.9963126,mid,small,GM12878
ENSG00000196781,7.559614,0.9424798,mid,small,GM12878
ENSG00000246640,1.8163682,1.7284197,mid,small,GM12878
ENSG00000241163,9.038114,0.84280694,mid,small,GM12878
ENSG00000232284,7.600178,2.8804045,mid,small,GM12878
ENSG00000120899,3.631809,0.751725,mid,small,GM12878
ENSG00000167772,3.773369,1.6755458,large,small,GM12878
ENSG00000178852,1.6679089,1.4965378,mid,small,GM12878
ENSG00000151208,11.028871,1.8005724,large,small,GM12878
ENSG00000153904,31.849878,0.49226978,mid,small,GM12878
ENSG00000121440,20.797417,2.13301,mid,small,GM12878
ENSG00000171766,1.2641577,1.4768656,mid,small,GM12878
ENSG00000028277,2.3218558,1.6046427,mid,small,GM12878
ENSG00000196526,7.4604564,2.9663293,mid,small,GM12878
ENSG00000156113,6.273034,0.8195597,mid,small,GM12878
ENSG00000162522,7.4852386,0.6547035,mid,small,GM12878
ENSG00000272259,1.3976245,0.43766892,mid,small,GM12878
ENSG00000272463,2.341146,0.38267553,mid,small,GM12878
ENSG00000074219,7.071162,1.3220415,large,small,GM12878
ENSG00000136928,13.583261,0.95768464,mid,small,GM12878
ENSG00000185340,2.2077258,0.8094534,mid,small,GM12878
ENSG00000105483,1.7271112,1.4637829,mid,small,GM12878
ENSG00000138814,12.267795,1.6362575,mid,small,GM12878
ENSG00000105011,1.5815762,1.8143973,mid,small,GM12878
ENSG00000236130,2.896444,1.6395767,mid,small,GM12878
ENSG00000242114,1.574815,1.793241,mid,small,GM12878
ENSG00000221968,3.436878,2.2720861,mid,small,GM12878
ENSG00000099840,1.2868935,1.8482975,mid,small,GM12878
ENSG00000008323,3.6054127,1.6588161,mid,small,GM12878
ENSG00000240065,2.4415739,4.480596,mid,small,GM12878
ENSG00000253837,9.688382,2.2164629,mid,small,GM12878
ENSG00000235672,2.3516052,0.85782886,mid,small,GM12878
ENSG00000164951,6.5971127,3.38586,mid,small,GM12878
ENSG00000168615,2.1755517,0.33193743,mid,small,GM12878
ENSG00000255197,2.5232236,0.74148005,mid,small,GM12878
ENSG00000224464,3.7223675,7.401953,mid,small,GM12878
ENSG00000110042,2.931492,0.63944584,mid,small,GM12878
ENSG00000166920,2.5672936,1.2034733,mid,small,GM12878
ENSG00000130038,5.8672714,1.2195425,mid,small,GM12878
ENSG00000156011,27.435066,1.1829102,large,small,GM12878
ENSG00000017427,3.1301384,0.61365056,mid,small,GM12878
ENSG00000013375,5.8071804,2.4786162,mid,small,GM12878
ENSG00000156711,4.0850606,0.845617,mid,small,GM12878
ENSG00000213928,1.0948399,0.76101476,mid,small,GM12878
ENSG00000132561,7.139465,1.7516067,mid,small,GM12878
ENSG00000240823,1.9559289,1.0895615,mid,small,GM12878
ENSG00000172927,4.1171684,0.8534815,mid,small,GM12878
ENSG00000128918,4.3110795,1.4437685,large,small,GM12878
ENSG00000153558,18.260418,4.973219,mid,small,GM12878
ENSG00000111305,16.415451,1.5573037,large,small,GM12878
ENSG00000099822,2.7729068,1.4049766,mid,small,GM12878
ENSG00000149948,12.3406,1.1668236,mid,small,GM12878
ENSG00000173838,15.254314,0.8638182,large,small,GM12878
ENSG00000142875,24.5447,2.895271,mid,small,GM12878
ENSG00000171150,9.987066,1.8077446,mid,small,GM12878
ENSG00000213842,8.390254,3.6752555,mid,small,GM12878
ENSG00000139324,6.778805,0.38947156,mid,small,GM12878
ENSG00000057704,2.056967,0.3077441,mid,small,GM12878
ENSG00000168575,13.057093,3.1224701,large,small,GM12878
ENSG00000136449,1.4523207,0.47649217,mid,small,GM12878
ENSG00000138311,14.467175,1.3972288,large,small,GM12878
ENSG00000007866,6.8122625,4.0107403,mid,small,GM12878
ENSG00000153814,6.50996,3.972741,mid,small,GM12878
ENSG00000124942,1.9270674,1.8768921,mid,small,GM12878
ENSG00000265692,1.7655501,0.46010494,mid,small,GM12878
ENSG00000279748,0.9083179,0.30125368,mid,small,GM12878
ENSG00000188215,2.9481437,1.8417445,mid,small,GM12878
ENSG00000257913,2.0758588,0.32462424,mid,small,GM12878
ENSG00000197296,1.9725212,0.44533023,mid,small,GM12878
ENSG00000066032,39.820744,3.847893,mid,small,GM12878
ENSG00000259735,1.6907083,1.2802131,mid,small,GM12878
ENSG00000185483,15.9688015,0.20570563,mid,small,GM12878
ENSG00000169752,1.1990038,0.22064847,mid,small,GM12878
ENSG00000235609,6.816356,0.9475288,large,small,GM12878
ENSG00000164237,8.417941,6.219548,mid,small,GM12878
ENSG00000185924,1.9221667,0.4898804,mid,small,GM12878
ENSG00000137393,3.733831,0.5145156,mid,small,GM12878
ENSG00000011566,8.172352,2.2392085,mid,small,GM12878
ENSG00000152990,81.282326,0.24724089,mid,small,GM12878
ENSG00000140481,7.956286,0.2944129,large,small,GM12878
ENSG00000172346,6.202843,2.191738,large,small,GM12878
ENSG00000151693,7.024502,0.74427223,mid,small,GM12878
ENSG00000156127,1.7631829,0.32947755,mid,small,GM12878
ENSG00000230107,2.3979146,0.3891424,mid,small,GM12878
ENSG00000108551,2.8492694,0.6669824,mid,small,GM12878
ENSG00000198342,6.5704885,0.33546793,large,small,GM12878
ENSG00000182179,5.0781355,4.7506094,mid,small,GM12878
ENSG00000111664,3.1371274,2.3938444,mid,small,GM12878
ENSG00000111110,21.0084,1.456666,large,small,GM12878
ENSG00000101335,5.423455,0.33651552,large,small,GM12878
ENSG00000280388,3.4536757,2.2241087,mid,small,GM12878
ENSG00000230709,1.1143291,0.8309705,mid,small,GM12878
ENSG00000260601,4.2406173,1.363759,large,small,GM12878
ENSG00000257242,3.198043,0.76456827,mid,small,GM12878
ENSG00000231312,8.339118,1.9239959,mid,small,GM12878
ENSG00000124140,1.3724453,1.1319748,mid,small,GM12878
ENSG00000071282,6.107977,1.3847603,mid,small,GM12878
ENSG00000130590,1.684371,1.0800552,mid,small,GM12878
ENSG00000162390,12.415956,1.8484812,mid,small,GM12878
ENSG00000160050,3.8636496,4.6831493,mid,small,GM12878
ENSG00000146648,10.042597,1.7189837,mid,small,GM12878
ENSG00000162510,4.655823,0.43594778,mid,small,GM12878
ENSG00000135362,3.6149833,0.99009496,mid,small,GM12878
ENSG00000134343,10.338418,1.2511784,large,small,GM12878
ENSG00000165912,4.1993217,0.49184433,mid,small,GM12878
ENSG00000197712,4.8202405,1.6560128,mid,small,GM12878
ENSG00000276718,2.4956067,0.54398286,mid,small,GM12878
ENSG00000273243,2.7398272,1.3406147,mid,small,GM12878
ENSG00000265148,3.112226,2.0960221,mid,small,GM12878
ENSG00000144712,6.294382,6.2347536,mid,small,GM12878
